WITTCASE NUMBER: HA000029
SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  AO     	  AO'		  RV     	  RV'		
 81.79   	 422.18		 26.47   	  10.17		
 83.48   	 401.83		 26.51   	 254.32		
 85.09   	 330.62		 27.53   	 391.66		
 86.41   	 264.50		 29.09   	 244.15		
 87.47   	 228.89		 30.07   	  45.78		
 88.38   	 188.20		 30.25   	  76.30		
 89.13   	 122.07		 30.56   	 208.54		
 89.62   	  91.56		 31.39   	 203.46		
 89.99   	  86.47		 32.21   	  30.52		
 90.34   	  45.78		 32.33   	 -61.04		
 90.52   	  20.35		 32.09   	   0.00		
 90.60   	  10.17		 32.09   	  35.61		
 90.64   	 -15.26		 32.23   	 -55.95		
 90.58   	 -40.69		 32.00   	-132.25		
 90.42   	 -40.69		 31.47   	-106.82		
 90.25   	 -40.69		 31.05   	 -81.38		
 90.09   	 -55.95		 30.72   	-101.73		
 89.87   	 -61.04		 30.32   	-132.25		
 89.62   	 -66.12		 29.79   	-147.51		
 89.36   	 -76.30		 29.20   	-239.06		
 89.05   	 -40.69		 28.24   	-437.43		
 88.89   	  15.26		 26.49   	-640.89		
 88.95   	  20.35		 23.93   	-564.60		
 89.03   	   0.00		 21.67   	   0.00		
 89.03   	   5.09		 21.67   	 483.21		
 89.05   	  35.61		 23.60   	 183.11		
 89.20   	  20.35		 24.33   	-284.84		
 89.28   	  -5.09		 23.19   	 -86.47		
 89.26   	  -5.09		 22.85   	 310.27		
 89.24   	   5.09		 24.09   	 188.20		
 89.26   	 -10.17		 24.84   	 -76.30		
 89.22   	   5.09		 24.54   	  20.35		
 89.24   	  30.52		 24.62   	 233.98		
 89.36   	  15.26		 25.55   	 172.94		
 89.42   	  10.17		 26.25   	 -20.35		
 89.46   	   5.09		 26.16   	 -76.30		
 89.48   	 -30.52		 25.86   	   0.00		
 89.36   	 -91.56		 25.86   	   0.00		
 88.99   	-142.42		 25.86   	-106.82		
 88.42   	-142.42		 25.43   	-193.29		
 87.85   	-132.25		 24.66   	-208.54		
 87.32   	-152.59		 23.82   	-233.98		
 86.71   	-167.85		 22.89   	-295.01		
 86.04   	-172.94		 21.71   	-340.79		
 85.35   	-203.46		 20.35   	-371.31		
 84.54   	-249.24		 18.86   	-412.00		
 83.54   	-274.67		 17.21   	-442.52		
 82.44   	-305.19		 15.44   	-473.04		
 81.22   	-335.71		 13.55   	-498.47		
 79.88   	-345.88		 11.56   	-534.08		
 78.49   	-361.14		  9.42   	-523.90		
 77.05   	-345.88		  7.32   	-473.04		
