WITTCASE NUMBER: HA002728
SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  RFA     	  RFA'		
 15.28   	 116.99		 60.39   	 -30.52		
 15.75   	 116.99		 60.26   	 -20.35		
 16.22   	 111.90		 60.18   	 -20.35		
 16.66   	 101.73		 60.10   	 -15.26		
 17.07   	  81.38		 60.04   	 -15.26		
 17.40   	  71.21		 59.98   	 -15.26		
 17.68   	  50.86		 59.92   	 -20.35		
 17.88   	  15.26		 59.84   	 -25.43		
 17.94   	 -15.26		 59.74   	 -25.43		
 17.88   	 -40.69		 59.63   	 -35.61		
 17.72   	 -45.78		 59.49   	 -35.61		
 17.54   	 -50.86		 59.35   	 -35.61		
 17.33   	 -55.95		 59.21   	 -30.52		
 17.11   	 -55.95		 59.08   	 -30.52		
 16.89   	 -40.69		 58.96   	 -30.52		
 16.72   	 -25.43		 58.84   	 -30.52		
 16.62   	 -15.26		 58.72   	 -20.35		
 16.56   	 -10.17		 58.64   	 -15.26		
 16.52   	   0.00		 58.58   	 -20.35		
 16.52   	   5.09		 58.49   	 -20.35		
 16.54   	  20.35		 58.41   	 -25.43		
 16.62   	  35.61		 58.31   	 -25.43		
 16.76   	  61.04		 58.21   	 -30.52		
 17.01   	  96.64		 58.09   	 -35.61		
 17.40   	 127.16		 57.94   	 -40.69		
 17.90   	 162.77		 57.78   	 -45.78		
 18.56   	 193.29		 57.60   	 -45.78		
 19.33   	 228.89		 57.42   	 -50.86		
 20.24   	 264.50		 57.21   	 -40.69		
 21.30   	 371.31		 57.05   	 -35.61		
 22.79   	 396.74		 56.91   	 -25.43		
 24.37   	 422.18		 56.81   	 -15.26		
 26.06   	 447.61		 56.74   	 -10.17		
 27.85   	 473.04		 56.70   	 -10.17		
 29.75   	 503.56		 56.66   	  -5.09		
 31.76   	 523.90		 56.64   	  -5.09		
 33.86   	 523.90		 56.62   	   0.00		
 35.95   	 513.73		 56.62   	 -10.17		
 38.01   	 508.65		 56.58   	 -10.17		
 40.04   	 503.56		 56.54   	 -15.26		
 42.05   	 503.56		 56.48   	 -20.35		
 44.07   	 488.30		 56.40   	 -20.35		
 46.02   	 473.04		 56.32   	 -15.26		
 47.91   	 442.52		 56.26   	 -15.26		
 49.68   	 412.00		 56.20   	 -15.26		
 51.33   	 376.40		 56.13   	 -15.26		
 52.84   	 345.88		 56.07   	 -10.17		
 54.22   	 315.36		 56.03   	 -10.17		
 55.48   	 284.84		 55.99   	  -5.09		
 56.62   	 249.24		 55.97   	 -10.17		
 57.62   	 223.80		 55.93   	 -20.35		
 58.51   	 193.29		 55.85   	 -20.35		
 59.29   	 172.94		 55.77   	 -25.43		
 59.98   	 157.68		 55.67   	 -30.52		
 60.61   	 142.42		 55.54   	 -40.69		
 61.18   	 111.90		 55.38   	 -40.69		
 61.63   	  91.56		 55.22   	 -35.61		
 61.99   	 111.90		 55.08   	 -40.69		
 62.44   	 147.51		 54.91   	 -40.69		
 63.03   	 172.94		 54.75   	 -40.69		
 63.72   	 178.03		 54.59   	 -30.52		
 64.44   	 172.94		 54.47   	 -30.52		
 65.13   	 167.85		 54.34   	 -20.35		
 65.80   	 172.94		 54.26   	 -25.43		
 66.49   	 172.94		 54.16   	 -20.35		
 67.18   	 203.46		 54.08   	 -20.35		
 68.00   	 244.15		 54.00   	 -10.17		
 68.97   	 274.67		 53.96   	   0.00		
 70.07   	 325.53		 53.96   	  10.17		
 71.37   	 345.88		 54.00   	  35.61		
 72.76   	 335.71		 54.14   	  66.12		
 74.10   	 315.36		 54.40   	 122.07		
 75.36   	 315.36		 54.89   	 193.29		
 76.62   	 320.45		 55.67   	 269.58		
 77.90   	 305.19		 56.74   	 340.79		
 79.12   	 279.75		 58.11   	 396.74		
 80.24   	 249.24		 59.69   	 427.26		
 81.24   	 223.80		 61.40   	 422.18		
 82.14   	 213.63		 63.09   	 386.57		
 82.99   	 198.37		 64.64   	 284.84		
 83.78   	 178.03		 65.78   	 208.54		
 84.50   	 157.68		 66.61   	 152.59		
 85.13   	 137.33		 67.22   	 127.16		
 85.68   	 122.07		 67.73   	 116.99		
 86.16   	 111.90		 68.20   	 132.25		
 86.61   	 101.73		 68.73   	 172.94		
 87.02   	  86.47		 69.42   	 228.89		
 87.36   	  76.30		 70.34   	 274.67		
 87.67   	  66.12		 71.43   	 305.19		
 87.93   	  55.95		 72.65   	 335.71		
 88.16   	  45.78		 74.00   	 340.79		
 88.34   	  35.61		 75.36   	 340.79		
 88.48   	  25.43		 76.72   	 315.36		
 88.59   	  15.26		 77.99   	 279.75		
 88.65   	   5.09		 79.10   	 239.06		
 88.67(S)	 -10.17		 80.06   	 213.63		
 88.63   	 -35.61		 80.92   	 183.11		
 88.48   	 -50.86		 81.65   	 162.77		
 88.28   	 -71.21		 82.30   	 142.42		
 88.00   	 -86.47		 82.87   	 132.25		
 87.65   	-116.99		 83.40   	 132.25		
 87.18   	-142.42		 83.93   	 127.16		
 86.61   	-172.94		 84.44   	 132.25		
 85.92   	-193.29		 84.96   	 122.07		
 85.15   	-223.80		 85.45   	 111.90		
 84.25   	-259.41		 85.90   	 106.82		
 83.21   	-295.01		 86.33   	  91.56		
 82.03   	-330.62		 86.69   	  81.38		
 80.71   	-366.22		 87.02   	  66.12		
 79.25   	-412.00		 87.28   	  50.86		
 77.60   	-452.69		 87.49   	  35.61		
 75.79   	-478.13		 87.63   	  20.35		
 73.88   	-503.56		 87.71   	   5.09		
 71.86   	-523.90		 87.73   	   5.09		
 69.77   	-539.16		 87.75(S)	 -10.17		
 67.61   	-549.34		 87.71   	 -20.35		
 65.41   	-559.51		 87.63   	 -30.52		
 63.17   	-569.68		 87.51   	 -35.61		
 60.89   	-569.68		 87.36   	 -45.78		
 58.62   	-569.68		 87.18   	 -55.95		
 56.34   	-569.68		 86.96   	 -66.12		
 54.06   	-564.60		 86.69   	 -76.30		
 51.80   	-554.42		 86.39   	 -91.56		
 49.58   	-549.34		 86.02   	-101.73		
 47.39   	-534.08		 85.62   	-111.90		
 45.25   	-523.90		 85.17   	-127.16		
 43.15   	-518.82		 84.66   	-132.25		
 41.08   	-508.65		 84.13   	-137.33		
 39.04   	-493.39		 83.58   	-147.51		
 37.07   	-488.30		 82.99   	-152.59		
 35.12   	-473.04		 82.38   	-162.77		
 33.22   	-452.69		 81.73   	-162.77		
 31.41   	-442.52		 81.08   	-167.85		
 29.64   	-417.09		 80.41   	-167.85		
 27.98   	-401.83		 79.74   	-172.94		
 26.37   	-376.40		 79.04   	-167.85		
 24.86   	-350.97		 78.37   	-167.85		
 23.46   	-330.62		 77.70   	-172.94		
 22.14   	-300.10		 77.01   	-162.77		
 20.94   	-279.75		 76.36   	-157.68		
 19.82   	-259.41		 75.73   	-147.51		
 18.78   	-233.98		 75.14   	-137.33		
 17.84   	-213.63		 74.59   	-116.99		
 16.99   	-193.29		 74.12   	-111.90		
 16.22   	-178.03		 73.67   	 -96.64		
 15.50   	-162.77		 73.29   	 -86.47		
 14.85   	-147.51		 72.94   	 -76.30		
 14.26   	-132.25		 72.63   	 -86.47		
 13.73   	-122.07		 72.29   	 -86.47		
 13.25   	-106.82		 71.94   	 -86.47		
 12.82   	 -96.64		 71.60   	 -91.56		
 12.43   	 -91.56		 71.23   	-101.73		
 12.07   	 -81.38		 70.82   	-101.73		
 11.74   	 -76.30		 70.42   	-106.82		
 11.43   	 -71.21		 69.99   	-106.82		
 11.15   	 -66.12		 69.56   	-101.73		
 10.89   	 -55.95		 69.16   	-101.73		
 10.66   	 -50.86		 68.75   	 -91.56		
 10.46   	 -40.69		 68.38   	 -86.47		
 10.29   	 -40.69		 68.04   	 -81.38		
 10.13   	 -45.78		 67.71   	 -76.30		
  9.95   	 -61.04		 67.41   	 -66.12		
  9.70   	-116.99		 67.14   	 -66.12		
  9.24   	-157.68		 66.88   	 -66.12		
  8.61   	-111.90		 66.61   	 -55.95		
  8.16   	 -30.52		 66.39   	 -55.95		
  8.04(D)	  15.26		 66.16   	 -55.95		
  8.10   	  30.52		 65.94   	 -61.04		
  8.22   	  20.35		 65.70   	 -61.04		
  8.30   	  -5.09		 65.45   	 -55.95		
  8.28   	 -20.35		 65.23   	 -55.95		
  8.20   	 -15.26		 65.00   	 -55.95		
  8.14   	  20.35		 64.78   	 -55.95		
  8.22   	  45.78		 64.56   	 -50.86		
  8.40   	  50.86		 64.35   	 -45.78		
  8.61   	  50.86		 64.17   	 -50.86		
  8.81   	  40.69		 63.97   	 -50.86		
  8.97   	  35.61		 63.76   	 -55.95		
  9.11   	  35.61		 63.54   	 -45.78		
  9.26   	  35.61		 63.36   	 -50.86		
  9.40   	  35.61		 63.15   	 -45.78		
  9.54   	  45.78		 62.97   	 -40.69		
  9.73   	  45.78		 62.81   	 -40.69		
  9.91   	  40.69		 62.64   	 -35.61		
 10.07   	  40.69		 62.50   	 -30.52		
 10.23   	  35.61		 62.38   	 -30.52		
 10.38   	  35.61		 62.26   	 -35.61		
 10.52   	  25.43		 62.12   	 -30.52		
 10.62   	  15.26		 61.99   	 -35.61		
 10.68   	  15.26		 61.85   	 -30.52		
 10.74   	   0.00		 61.73   	 -35.61		
 10.74   	  -5.09		 61.59   	 -30.52		
 10.72   	  10.17		 61.46   	 -35.61		
 10.76   	  25.43		 61.32   	 -30.52		
 10.86   	  35.61		 61.20   	 -35.61		
 11.01   	  45.78		 61.06   	 -30.52		
 11.19   	  50.86		 60.94   	 -25.43		
 11.39   	  50.86		 60.83   	 -25.43		
 11.60   	  50.86		 60.73   	 -30.52		
 11.80   	  55.95		 60.61   	 -25.43		
 12.02   	  61.04		 60.51   	 -25.43		
 12.27   	  81.38		 60.41   	 -20.35		
 12.59   	  86.47		 60.33   	 -20.35		
 12.94   	  91.56		 60.24   	 -25.43		
 13.31   	 101.73		 60.14   	 -20.35		
 13.71   	 111.90		 60.06   	 -15.26		
 14.16   	 111.90		 60.00   	 -20.35		
 14.61   	 122.07		 59.92   	 -25.43		
 15.10   	 122.07		 59.82   	 -20.35		
 15.58   	 122.07		 59.74   	 -25.43		
 16.07   	 116.99		 59.63   	 -20.35		
 16.54   	 106.82		 59.55   	 -25.43		
 16.97   	  86.47		 59.45   	 -25.43		
 17.31   	  71.21		 59.35   	 -25.43		
 17.60   	  55.95		 59.25   	 -25.43		
 17.82   	  35.61		 59.15   	 -25.43		
 17.97   	  10.17		 59.04   	 -20.35		
 18.01   	 -15.26		 58.96   	 -15.26		
 17.94   	 -30.52		 58.90   	 -25.43		
 17.82   	 -35.61		 58.80   	 -25.43		
 17.68(E)	 -35.61		 58.70   	 -40.69		
 17.54   	 -40.69		 58.53   	 -30.52		
 17.38   	 -35.61		 58.41   	 -35.61		
 17.23   	 -30.52		 58.27   	 -71.21		
 17.11   	 -20.35		 57.99   	 -86.47		
 17.03   	 -10.17		 57.64   	 -66.12		
 16.99   	  -5.09		 57.38   	 -66.12		
 16.97   	  -5.09		 57.11   	 -61.04		
 16.95   	   0.00		 56.87   	 -40.69		
 16.95   	  10.17		 56.70   	  -5.09		
 16.99   	  30.52		 56.68   	  15.26		
 17.11   	  50.86		 56.74   	  30.52		
 17.31   	  91.56		 56.87   	  40.69		
 17.68   	 116.99		 57.03   	  50.86		
 18.15   	 147.51		 57.23   	  55.95		
 18.74   	 178.03		 57.46   	  40.69		
 19.45   	 223.80		 57.62   	  25.43		
 20.35   	 269.58		 57.72   	   5.09		
 21.42   	 401.83		 57.74   	 -20.35		
 23.03   	 422.18		 57.66   	 -40.69		
 24.72   	 452.69		 57.50   	 -40.69		
 26.53   	 467.95		 57.33   	 -40.69		
 28.40   	 493.39		 57.17   	 -40.69		
 30.38   	 513.73		 57.01   	 -40.69		
 32.43   	 534.08		 56.85   	 -45.78		
 34.57   	 534.08		 56.66   	 -40.69		
 36.70   	 528.99		 56.50   	 -35.61		
 38.82   	 518.82		 56.36   	 -40.69		
 40.90   	 503.56		 56.20   	 -35.61		
 42.91   	 503.56		 56.05   	 -35.61		
 44.92   	 488.30		 55.91   	 -30.52		
 46.88   	 478.13		 55.79   	 -25.43		
 48.79   	 447.61		 55.69   	 -20.35		
 50.58   	 406.92		 55.61   	 -15.26		
 52.21   	 376.40		 55.54   	 -15.26		
 53.71   	 330.62		 55.48   	 -20.35		
 55.04   	 295.01		 55.40   	 -20.35		
 56.22   	 264.50		 55.32   	 -15.26		
 57.27   	 233.98		 55.26   	 -20.35		
 58.21   	 208.54		 55.18   	 -20.35		
 59.04   	 183.11		 55.10   	 -10.17		
 59.78   	 162.77		 55.06   	  -5.09		
 60.43   	 132.25		 55.04   	   5.09		
 60.96   	  91.56		 55.06   	 -30.52		
 61.32   	 106.82		 54.93   	 -35.61		
 61.75   	 137.33		 54.79   	 -40.69		
 62.30   	 157.68		 54.63   	 -45.78		
 62.93   	 162.77		 54.45   	 -55.95		
 63.58   	 167.85		 54.22   	 -40.69		
 64.25   	 162.77		 54.06   	 -40.69		
 64.90   	 167.85		 53.90   	 -40.69		
 65.57   	 183.11		 53.73   	 -40.69		
 66.31   	 188.20		 53.57   	 -40.69		
 67.06   	 203.46		 53.41   	 -40.69		
 67.87   	 218.72		 53.24   	 -45.78		
 68.75   	 233.98		 53.06   	 -35.61		
 69.68   	 284.84		 52.92   	 -20.35		
 70.82   	 340.79		 52.84(D)	  10.17		
 72.19   	 361.14		 52.88   	  40.69		
 73.63   	 330.62		 53.04   	  91.56		
 74.95   	 305.19		 53.41   	 152.59		
 76.17   	 310.27		 54.02   	 233.98		
 77.42   	 310.27		 54.95   	 310.27		
 78.66   	 300.10		 56.20   	 376.40		
 79.86   	 269.58		 57.70   	 427.26		
 80.94   	 249.24		 59.41   	 432.35		
 81.93   	 223.80		 61.14   	 412.00		
 82.83   	 203.46		 62.79   	 361.14		
 83.64   	 193.29		 64.23   	 259.41		
 84.41   	 172.94		 65.27   	 193.29		
 85.11   	 157.68		 66.04   	 152.59		
 85.74   	 137.33		 66.65   	 127.16		
 86.29   	 116.99		 67.16   	 142.42		
 86.75   	 101.73		 67.73   	 167.85		
 87.16   	  91.56		 68.40   	 213.63		
