WITTCASE NUMBER: HB001772
SAMPLE NUMBER:   16
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  LFA     	  LFA'		  RV     	  RV'		
 42.62   	 -40.69		  5.33   	  25.43		
 42.46   	 -45.78		  5.43   	  25.43		
 42.28   	 -55.95		  5.53   	   0.00		
 42.05   	 -35.61		  5.53   	  -5.09		
 41.91   	 -25.43		  5.51   	   0.00		
 41.81   	 -30.52		  5.51   	  10.17		
 41.69   	 -45.78		  5.55   	  15.26		
 41.51   	 -50.86		  5.62   	   0.00		
 41.30   	 -40.69		  5.62   	 -10.17		
 41.14   	 -30.52		  5.57   	  10.17		
 41.02   	 -20.35		  5.62   	  71.21		
 40.94   	 -20.35		  5.90   	  86.47		
 40.85   	 -35.61		  6.25   	  55.95		
 40.71   	 -40.69		  6.47   	  35.61		
 40.55   	 -40.69		  6.61   	   5.09		
 40.39   	 -45.78		  6.63   	 -20.35		
 40.20   	 -50.86		  6.55   	 -20.35		
 40.00   	 -50.86		  6.47   	   0.00		
 39.80   	 -35.61		  6.47   	  25.43		
 39.65   	 -20.35		  6.57   	  50.86		
 39.57   	 -20.35		  6.78   	  55.95		
 39.49   	 -25.43		  7.00   	  50.86		
 39.39   	 -40.69		  7.20   	  35.61		
 39.23   	 -30.52		  7.34   	  20.35		
 39.10   	 -40.69		  7.43   	  25.43		
 38.94   	 -50.86		  7.53   	  20.35		
 38.74   	 -45.78		  7.61   	  20.35		
 38.56   	 -30.52		  7.69   	  40.69		
 38.43   	 -30.52		  7.85   	  61.04		
 38.31   	 -25.43		  8.10   	  66.12		
 38.21   	 -25.43		  8.36   	  55.95		
 38.11   	 -35.61		  8.59(E)	  35.61		
 37.97   	 -45.78		  8.73   	  20.35		
 37.78   	 -35.61		  8.81   	  25.43		
 37.64   	 -40.69		  8.91   	  25.43		
 37.48   	 -30.52		  9.01   	  25.43		
 37.35   	 -35.61		  9.11   	  20.35		
 37.21   	 -35.61		  9.20   	  20.35		
 37.07   	 -30.52		  9.28   	  25.43		
 36.95   	 -30.52		  9.38   	  25.43		
 36.83   	 -35.61		  9.48   	  30.52		
 36.68   	 -45.78		  9.60   	  35.61		
 36.50   	 -35.61		  9.75   	  55.95		
 36.36   	 -25.43		  9.97   	  76.30		
 36.26   	 -20.35		 10.27   	  96.64		
 36.17   	 -20.35		 10.66   	 111.90		
 36.09   	 -15.26		 11.11   	 137.33		
 36.03   	 -20.35		 11.66   	 198.37		
 35.95   	 -30.52		 12.45   	 279.75		
 35.83   	 -30.52		 13.57   	 310.27		
 35.71   	 -35.61		 14.81   	 300.10		
 35.56   	 -35.61		 16.01   	 295.01		
 35.42   	 -30.52		 17.19   	 305.19		
 35.30   	 -30.52		 18.41   	 320.45		
 35.18   	 -25.43		 19.69   	 330.62		
 35.08   	 -25.43		 21.02   	 325.53		
 34.97   	 -40.69		 22.32   	 315.36		
 34.81   	 -35.61		 23.58   	 315.36		
 34.67   	 -35.61		 24.84   	 325.53		
 34.53   	 -30.52		 26.14   	 325.53		
 34.40   	 -30.52		 27.45   	 320.45		
 34.28   	 -20.35		 28.73   	 325.53		
 34.20   	 -25.43		 30.03   	 315.36		
 34.10   	 -10.17		 31.29   	 310.27		
 34.06   	  15.26		 32.53   	 295.01		
 34.12   	  45.78		 33.71   	 289.93		
 34.30   	  86.47		 34.87   	 274.67		
 34.65   	 137.33		 35.97   	 274.67		
 35.20   	 167.85		 37.07   	 264.50		
 35.87   	 198.37		 38.13   	 259.41		
 36.66   	 218.72		 39.17   	 244.15		
 37.54   	 213.63		 40.14   	 233.98		
 38.39   	 213.63		 41.08   	 239.06		
 39.25   	 213.63		 42.03   	 269.58		
 40.10   	 223.80		 43.11   	 274.67		
 41.00   	 233.98		 44.21   	 239.06		
 41.93   	 239.06		 45.17   	 167.85		
 42.89   	 249.24		 45.84   	 122.07		
 43.89   	 274.67		 46.33   	 101.73		
 44.98   	 295.01		 46.73   	 101.73		
 46.16   	 315.36		 47.14   	 127.16		
 47.43   	 325.53		 47.65   	 152.59		
 48.73   	 340.79		 48.26   	 157.68		
 50.09   	 345.88		 48.89   	 142.42		
 51.47   	 356.05		 49.46   	 122.07		
 52.90   	 356.05		 49.95   	 106.82		
 54.32   	 366.22		 50.38   	  86.47		
 55.79   	 356.05		 50.72   	  71.21		
 57.21   	 340.79		 51.01   	  50.86		
 58.58   	 320.45		 51.21   	  50.86		
 59.86   	 310.27		 51.41   	  35.61		
 61.10   	 284.84		 51.56   	  30.52		
 62.24   	 269.58		 51.68   	  30.52		
 63.32   	 274.67		 51.80   	  35.61		
 64.41   	 269.58		 51.94   	  25.43		
 65.49   	 239.06		 52.04   	  15.26		
 66.45   	 203.46		 52.11(S)	 -15.26		
 67.26   	 178.03		 52.04   	 -25.43		
 67.98   	 147.51		 51.94   	 -25.43		
 68.57   	 101.73		 51.84   	 -20.35		
 68.97   	  66.12		 51.76   	 -30.52		
 69.24   	  50.86		 51.64   	 -30.52		
 69.44   	  20.35		 51.52   	 -40.69		
 69.52(S)	   0.00		 51.35   	 -55.95		
 69.52   	 -10.17		 51.13   	 -71.21		
 69.48   	 -10.17		 50.84   	 -71.21		
 69.44   	 -15.26		 50.56   	 -76.30		
 69.38   	 -40.69		 50.25   	 -71.21		
 69.22   	 -71.21		 49.97   	 -76.30		
 68.93   	 -86.47		 49.66   	 -86.47		
 68.59   	 -96.64		 49.32   	-111.90		
 68.20   	-106.82		 48.87   	-127.16		
 67.77   	-116.99		 48.36   	-147.51		
 67.30   	-111.90		 47.77   	-167.85		
 66.86   	-106.82		 47.10   	-183.11		
 66.43   	-116.99		 46.37   	-223.80		
 65.96   	-122.07		 45.47   	-279.75		
 65.47   	-116.99		 44.35   	-325.53		
 65.00   	-122.07		 43.05   	-366.22		
 64.52   	-127.16		 41.59   	-432.35		
 64.01   	-137.33		 39.86   	-473.04		
 63.46   	-152.59		 37.97   	-478.13		
 62.85   	-147.51		 36.05   	-488.30		
 62.26   	-147.51		 34.10   	-498.47		
 61.67   	-162.77		 32.11   	-503.56		
 61.02   	-167.85		 30.09   	-518.82		
 60.35   	-172.94		 28.02   	-539.16		
 59.65   	-167.85		 25.86   	-503.56		
 58.98   	-172.94		 23.85   	-457.78		
 58.29   	-178.03		 22.01   	-432.35		
 57.58   	-188.20		 20.28   	-401.83		
 56.83   	-188.20		 18.68   	-386.57		
 56.07   	-162.77		 17.13   	-366.22		
 55.42   	-157.68		 15.67   	-345.88		
 54.79   	-147.51		 14.28   	-315.36		
 54.20   	-132.25		 13.02   	-295.01		
 53.67   	-127.16		 11.84   	-284.84		
 53.16   	-132.25		 10.70   	-295.01		
 52.63   	-132.25		  9.52   	-295.01		
 52.11   	-127.16		  8.34   	-269.58		
 51.60   	-132.25		  7.26   	-223.80		
 51.07   	-122.07		  6.37   	-178.03		
 50.58   	-127.16		  5.66   	-116.99		
 50.07   	-116.99		  5.19   	 -71.21		
 49.60   	-111.90		  4.90   	 -30.52		
 49.16   	-101.73		  4.78   	  -5.09		
 48.75   	 -96.64		  4.76   	  10.17		
 48.36   	 -86.47		  4.80   	   0.00		
 48.02   	 -81.38		  4.80   	 -35.61		
 47.69   	 -86.47		  4.66   	 -45.78		
 47.34   	 -81.38		  4.48   	 -50.86		
 47.02   	 -86.47		  4.27   	 -55.95		
 46.67   	 -81.38		  4.05   	 -50.86		
 46.35   	 -66.12		  3.85   	 -30.52		
 46.08   	 -66.12		  3.72   	 -25.43		
 45.82   	 -76.30		  3.62   	 -15.26		
 45.51   	 -66.12		  3.56   	 -10.17		
 45.25   	 -50.86		  3.52   	  -5.09		
 45.05   	 -61.04		  3.50   	 -10.17		
 44.80   	 -61.04		  3.46   	  -5.09		
 44.56   	 -61.04		  3.44   	  -5.09		
 44.31   	 -66.12		  3.42   	   0.00		
 44.05   	 -66.12		  3.42   	   0.00		
 43.78   	 -55.95		  3.42   	  -5.09		
 43.56   	 -55.95		  3.40(D)	   0.00		
 43.34   	 -50.86		  3.40   	   0.00		
 43.13   	 -40.69		  3.40   	   0.00		
 42.97   	 -40.69		  3.40   	  15.26		
 42.81   	 -50.86		  3.46   	  20.35		
 42.60   	 -50.86		  3.54   	  15.26		
 42.40   	 -45.78		  3.60   	   5.09		
 42.22   	 -40.69		  3.62   	  15.26		
 42.05   	 -40.69		  3.68   	  20.35		
 41.89   	 -45.78		  3.76   	  20.35		
 41.71   	 -35.61		  3.85   	  30.52		
 41.57   	 -35.61		  3.97   	  30.52		
 41.42   	 -40.69		  4.09   	  20.35		
 41.26   	 -45.78		  4.17   	  15.26		
 41.08   	 -45.78		  4.23   	   5.09		
 40.90   	 -50.86		  4.25   	   5.09		
 40.69   	 -40.69		  4.27   	  10.17		
 40.53   	 -40.69		  4.31   	  15.26		
 40.37   	 -45.78		  4.37   	  15.26		
 40.18   	 -35.61		  4.44   	  20.35		
 40.04   	 -25.43		  4.52   	  25.43		
 39.94   	 -30.52		  4.62   	  25.43		
 39.82   	 -50.86		  4.72   	  15.26		
 39.61   	 -50.86		  4.78   	  10.17		
 39.41   	 -45.78		  4.82   	  25.43		
 39.23   	 -35.61		  4.92   	  35.61		
 39.08   	 -35.61		  5.07   	  30.52		
 38.94   	 -45.78		  5.19   	  30.52		
 38.76   	 -30.52		  5.31   	  45.78		
 38.64   	 -15.26		  5.49   	  50.86		
 38.58   	 -35.61		  5.70   	  35.61		
 38.43   	 -35.61		  5.84   	  35.61		
 38.29   	 -20.35		  5.98   	  40.69		
 38.21   	 -25.43		  6.14   	  40.69		
 38.11   	 -35.61		  6.31   	  55.95		
 37.97   	 -50.86		  6.53   	  50.86		
 37.76   	 -50.86		  6.73   	  35.61		
 37.56   	 -45.78		  6.88(E)	  35.61		
 37.38   	 -40.69		  7.02   	  35.61		
 37.21   	 -30.52		  7.16   	  45.78		
 37.09   	 -30.52		  7.34   	  35.61		
 36.97   	 -40.69		  7.49   	  20.35		
 36.81   	 -40.69		  7.57   	  10.17		
 36.64   	 -35.61		  7.61   	  20.35		
 36.50   	 -25.43		  7.69   	  30.52		
 36.40   	 -35.61		  7.81   	  50.86		
 36.26   	 -40.69		  8.02   	  61.04		
 36.09   	 -40.69		  8.26   	  61.04		
 35.93   	 -30.52		  8.50   	  66.12		
 35.81   	 -25.43		  8.77   	  81.38		
 35.71   	 -35.61		  9.09   	  96.64		
 35.56   	 -35.61		  9.48   	 127.16		
 35.42   	 -20.35		  9.99   	 183.11		
 35.34   	 -10.17		 10.72   	 279.75		
 35.30   	 -10.17		 11.84   	 340.79		
 35.26   	 -30.52		 13.20   	 335.71		
 35.14   	 -45.78		 14.55   	 310.27		
 34.95   	 -35.61		 15.79   	 320.45		
 34.81   	 -40.69		 17.07   	 340.79		
 34.65   	 -35.61		 18.43   	 345.88		
 34.51   	 -40.69		 19.82   	 340.79		
 34.34   	 -35.61		 21.18   	 335.71		
 34.20   	 -35.61		 22.52   	 350.97		
 34.06   	 -30.52		 23.93   	 350.97		
 33.94   	 -25.43		 25.33   	 350.97		
 33.84   	 -20.35		 26.73   	 335.71		
 33.75   	 -30.52		 28.08   	 330.62		
 33.63   	 -35.61		 29.40   	 315.36		
 33.49   	 -15.26		 30.66   	 305.19		
 33.43(D)	   0.00		 31.88   	 310.27		
 33.43   	  10.17		 33.12   	 310.27		
 33.47   	  45.78		 34.36   	 300.10		
 33.65   	  81.38		 35.56   	 289.93		
 33.98   	 116.99		 36.72   	 274.67		
 34.45   	 157.68		 37.82   	 264.50		
 35.08   	 172.94		 38.88   	 254.32		
 35.77   	 183.11		 39.90   	 249.24		
 36.50   	 208.54		 40.90   	 233.98		
 37.33   	 223.80		 41.83   	 223.80		
 38.23   	 218.72		 42.73   	 208.54		
 39.10   	 223.80		 43.56   	 203.46		
 40.00   	 228.89		 44.37   	 193.29		
 40.92   	 233.98		 45.15   	 183.11		
 41.85   	 249.24		 45.88   	 172.94		
 42.85   	 259.41		 46.57   	 167.85		
 43.89   	 279.75		 47.24   	 157.68		
 45.00   	 300.10		 47.87   	 157.68		
 46.21   	 310.27		 48.50   	 147.51		
 47.45   	 310.27		 49.09   	 132.25		
 48.69   	 320.45		 49.62   	 111.90		
 49.97   	 330.62		 50.07   	  96.64		
 51.29   	 340.79		 50.46   	  81.38		
 52.65   	 340.79		 50.78   	  86.47		
 54.02   	 340.79		 51.13   	  86.47		
 55.38   	 320.45		 51.47   	  76.30		
 56.66   	 305.19		 51.78   	  71.21		
 57.88   	 274.67		 52.06   	  55.95		
 58.98   	 254.32		 52.29   	  40.69		
 60.00   	 254.32		 52.45   	  40.69		
 61.02   	 244.15		 52.61   	  35.61		
 61.99   	 233.98		 52.76   	  30.52		
 62.93   	 218.72		 52.88   	  25.43		
 63.80   	 193.29		 52.98(S)	  -5.09		
 64.58   	 178.03		 52.96   	 -20.35		
 65.29   	 162.77		 52.88   	 -15.26		
 65.94   	 137.33		 52.82   	 -15.26		
 66.49   	 106.82		 52.76   	 -15.26		
 66.92   	  71.21		 52.70   	 -30.52		
 67.20   	  50.86		 52.57   	 -35.61		
 67.41   	  20.35		 52.43   	 -61.04		
 67.49(S)	   0.00		 52.19   	 -66.12		
 67.49   	 -35.61		 51.92   	 -81.38		
 67.34   	 -50.86		 51.60   	 -81.38		
 67.14   	 -66.12		 51.27   	 -91.56		
 66.88   	 -76.30		 50.91   	 -96.64		
 66.57   	 -76.30		 50.52   	-101.73		
 66.27   	 -76.30		 50.11   	-101.73		
 65.96   	 -81.38		 49.70   	-122.07		
 65.64   	-101.73		 49.22   	-142.42		
 65.23   	-101.73		 48.65   	-172.94		
 64.82   	-106.82		 47.96   	-218.72		
 64.39   	-127.16		 47.08   	-249.24		
 63.89   	-142.42		 46.08   	-295.01		
 63.32   	-147.51		 44.90   	-345.88		
 62.73   	-132.25		 43.52   	-386.57		
 62.20   	-111.90		 41.97   	-396.74		
 61.75   	-101.73		 40.39   	-396.74		
 61.34   	-122.07		 38.80   	-412.00		
 60.85   	-132.25		 37.15   	-432.35		
 60.33   	-142.42		 35.42   	-442.52		
 59.76   	-162.77		 33.65   	-473.04		
 59.10   	-183.11		 31.76   	-513.73		
 58.37   	-183.11		 29.70   	-523.90		
 57.64   	-183.11		 27.61   	-528.99		
 56.91   	-188.20		 25.49   	-523.90		
 56.15   	-178.03		 23.40   	-503.56		
 55.44   	-183.11		 21.38   	-488.30		
 54.71   	-167.85		 19.43   	-457.78		
 54.04   	-157.68		 17.60   	-412.00		
 53.41   	-142.42		 15.95   	-366.22		
 52.84   	-132.25		 14.49   	-310.27		
 52.31   	-122.07		 13.25   	-274.67		
 51.82   	-127.16		 12.15   	-259.41		
 51.31   	-122.07		 11.11   	-264.50		
 50.82   	-116.99		 10.05   	-269.58		
 50.36   	-116.99		  8.97   	-269.58		
 49.89   	-116.99		  7.89   	-259.41		
 49.42   	-116.99		  6.86   	-239.06		
 48.95   	-127.16		  5.90   	-193.29		
 48.44   	-111.90		  5.13   	-132.25		
 48.00   	-111.90		  4.60   	 -71.21		
 47.55   	-106.82		  4.31   	 -20.35		
 47.12   	 -96.64		  4.23   	  10.17		
 46.73   	 -86.47		  4.27   	   5.09		
 46.39   	 -76.30		  4.29   	 -20.35		
 46.08   	 -76.30		  4.21   	 -45.78		
 45.78   	 -81.38		  4.03   	 -66.12		
 45.45   	 -81.38		  3.76   	 -61.04		
 45.13   	 -76.30		  3.52   	 -55.95		
 44.82   	 -66.12		  3.30   	 -45.78		
 44.56   	 -61.04		  3.11   	 -30.52		
 44.31   	 -61.04		  2.99   	  -5.09		
 44.07   	 -50.86		  2.97   	   5.09		
 43.87   	 -55.95		  2.99   	   0.00		
 43.64   	 -66.12		  2.99   	   0.00		
 43.38   	 -61.04		  2.99   	   0.00		
 43.13   	 -61.04		  2.99   	  -5.09		
 42.89   	 -61.04		  2.97   	 -10.17		
 42.64   	 -55.95		  2.93   	 -20.35		
 42.42   	 -50.86		  2.85   	 -15.26		
 42.22   	 -40.69		  2.79   	  -5.09		
 42.05   	 -30.52		  2.77(D)	   5.09		
 41.93   	 -40.69		  2.79   	  15.26		
 41.77   	 -45.78		  2.85   	  25.43		
 41.59   	 -50.86		  2.95   	  20.35		
 41.38   	 -50.86		  3.03   	  15.26		
 41.18   	 -40.69		  3.09   	  10.17		
 41.02   	 -40.69		  3.13   	   5.09		
 40.85   	 -45.78		  3.15   	  10.17		
 40.67   	 -35.61		  3.19   	  15.26		
 40.53   	 -25.43		  3.26   	  25.43		
 40.43   	 -30.52		  3.36   	  20.35		
 40.31   	 -35.61		  3.44   	  30.52		
 40.16   	 -45.78		  3.56   	  20.35		
 39.98   	 -45.78		  3.64   	  15.26		
 39.80   	 -40.69		  3.70   	  15.26		
 39.63   	 -45.78		  3.76   	  20.35		
 39.45   	 -35.61		  3.85   	  25.43		
 39.31   	 -35.61		  3.95   	  30.52		
 39.17   	 -25.43		  4.07   	  25.43		
 39.06   	 -25.43		  4.17   	  25.43		
 38.96   	 -30.52		  4.27   	  20.35		
 38.84   	 -45.78		  4.35   	  20.35		
 38.66   	 -40.69		  4.44   	  25.43		
 38.49   	 -40.69		  4.54   	  40.69		
 38.33   	 -35.61		  4.70   	  61.04		
 38.19   	 -30.52		  4.94   	  61.04		
 38.07   	 -35.61		  5.19   	  50.86		
 37.92   	 -40.69		  5.39   	  30.52		
 37.76   	 -30.52		  5.51   	  30.52		
 37.64   	 -30.52		  5.64   	  30.52		
 37.52   	 -35.61		  5.76   	  30.52		
 37.38   	 -40.69		  5.88   	  35.61		
 37.21   	 -40.69		  6.02   	  45.78		
 37.05   	 -35.61		  6.21   	  45.78		
 36.91   	 -25.43		  6.39   	  66.12		
 36.81   	 -25.43		  6.65(E)	  66.12		
 36.70   	 -25.43		  6.92   	  55.95		
 36.60   	 -40.69		  7.14   	  25.43		
 36.44   	 -40.69		  7.24   	  10.17		
 36.28   	 -40.69		  7.28   	   0.00		
 36.11   	 -40.69		  7.28   	   5.09		
 35.95   	 -35.61		  7.30   	  25.43		
 35.81   	 -40.69		  7.41   	  45.78		
 35.65   	 -30.52		  7.59   	  61.04		
 35.52   	 -25.43		  7.83   	  71.21		
 35.42   	 -35.61		  8.12   	  71.21		
 35.28   	 -30.52		  8.40   	  66.12		
 35.16   	 -30.52		  8.67   	  76.30		
 35.04   	 -30.52		  8.97   	  81.38		
 34.91   	 -25.43		  9.30   	 106.82		
 34.81   	 -20.35		  9.73   	 157.68		
 34.73   	 -20.35		 10.36   	 259.41		
 34.65   	 -25.43		 11.39   	 335.71		
 34.55   	 -35.61		 12.74   	 340.79		
 34.40   	 -30.52		 14.10   	 320.45		
 34.28   	 -25.43		 15.38   	 320.45		
 34.18   	 -30.52		 16.66   	 330.62		
 34.06   	 -40.69		 17.99   	 335.71		
 33.90   	 -40.69		 19.33   	 330.62		
 33.73   	 -20.35		 20.65   	 340.79		
 33.65   	 -25.43		 22.01   	 356.05		
 33.55   	 -25.43		 23.44   	 356.05		
 33.45   	 -30.52		 24.86   	 356.05		
 33.33   	 -20.35		 26.29   	 345.88		
 33.25   	 -25.43		 27.67   	 335.71		
 33.14   	 -30.52		 29.01   	 310.27		
 33.02   	 -30.52		 30.25   	 284.84		
 32.90   	 -10.17		 31.39   	 279.75		
 32.86(D)	   5.09		 32.51   	 279.75		
 32.88   	  30.52		 33.63   	 279.75		
 33.00   	  71.21		 34.75   	 284.84		
 33.29   	 106.82		 35.89   	 295.01		
 33.71   	 147.51		 37.07   	 305.19		
 34.30   	 178.03		 38.29   	 305.19		
 35.02   	 198.37		 39.51   	 274.67		
 35.81   	 218.72		 40.61   	 239.06		
 36.68   	 213.63		 41.57   	 208.54		
 37.54   	 218.72		 42.40   	 183.11		
 38.41   	 223.80		 43.13   	 183.11		
 39.31   	 223.80		 43.87   	 188.20		
 40.20   	 239.06		 44.62   	 193.29		
 41.16   	 249.24		 45.39   	 193.29		
 42.16   	 264.50		 46.16   	 188.20		
 43.21   	 274.67		 46.92   	 167.85		
 44.31   	 289.93		 47.59   	 147.51		
 45.47   	 310.27		 48.18   	 142.42		
 46.71   	 325.53		 48.75   	 137.33		
 48.02   	 335.71		 49.30   	 132.25		
 49.36   	 340.79		 49.83   	 111.90		
 50.72   	 345.88		 50.27   	 101.73		
 52.11   	 350.97		 50.68   	 101.73		
 53.51   	 330.62		 51.09   	  96.64		
 54.83   	 300.10		 51.47   	  86.47		
 56.03   	 284.84		 51.82   	  66.12		
 57.17   	 264.50		 52.09   	  66.12		
 58.23   	 254.32		 52.35   	  66.12		
 59.25   	 249.24		 52.61   	  50.86		
 60.24   	 228.89		 52.82   	  40.69		
 61.16   	 218.72		 52.98   	  30.52		
 62.03   	 228.89		 53.10   	  30.52		
 62.95   	 218.72		 53.22   	  15.26		
 63.82   	 188.20		 53.29(S)	   0.00		
 64.58   	 157.68		 53.29   	 -15.26		
 65.21   	 142.42		 53.22   	 -15.26		
 65.78   	 101.73		 53.16   	 -15.26		
 66.18   	  66.12		 53.10   	 -25.43		
 66.45   	  55.95		 53.00   	 -35.61		
 66.67   	  45.78		 52.86   	 -35.61		
 66.86   	  30.52		 52.72   	 -40.69		
 66.98(S)	   0.00		 52.55   	 -61.04		
 66.98   	 -25.43		 52.31   	 -71.21		
 66.88   	 -40.69		 52.02   	 -86.47		
 66.71   	 -40.69		 51.68   	 -96.64		
 66.55   	 -50.86		 51.29   	 -96.64		
 66.35   	 -61.04		 50.91   	-106.82		
 66.10   	 -71.21		 50.48   	-122.07		
 65.82   	 -71.21		 49.99   	-137.33		
 65.53   	 -91.56		 49.44   	-142.42		
 65.17   	-106.82		 48.87   	-172.94		
 64.74   	-106.82		 48.18   	-203.46		
 64.31   	-116.99		 47.37   	-239.06		
 63.85   	-116.99		 46.41   	-284.84		
 63.38   	-116.99		 45.27   	-356.05		
 62.91   	-122.07		 43.85   	-401.83		
 62.42   	-127.16		 42.24   	-406.92		
 61.91   	-132.25		 40.61   	-417.09		
 61.38   	-147.51		 38.94   	-437.43		
 60.79   	-137.33		 37.19   	-437.43		
 60.24   	-137.33		 35.44   	-432.35		
 59.69   	-147.51		 33.71   	-467.95		
 59.10   	-157.68		 31.84   	-513.73		
 58.47   	-178.03		 29.79   	-534.08		
 57.76   	-198.37		 27.65   	-544.25		
 56.97   	-203.46		 25.47   	-534.08		
 56.15   	-183.11		 23.34   	-488.30		
 55.42   	-162.77		 21.38   	-427.26		
 54.77   	-147.51		 19.67   	-386.57		
 54.18   	-147.51		 18.13   	-361.14		
 53.59   	-137.33		 16.68   	-335.71		
 53.04   	-127.16		 15.34   	-315.36		
 52.53   	-127.16		 14.08   	-295.01		
 52.02   	-122.07		 12.90   	-284.84		
 51.54   	-127.16		 11.76   	-279.75		
 51.03   	-116.99		 10.64   	-274.67		
 50.56   	-116.99		  9.54   	-269.58		
 50.09   	-116.99		  8.46   	-254.32		
 49.62   	-127.16		  7.45   	-213.63		
 49.11   	-122.07		  6.59   	-162.77		
 48.63   	-116.99		  5.94   	-116.99		
 48.16   	-116.99		  5.47   	 -66.12		
 47.69   	-106.82		  5.21   	 -10.17		
 47.26   	 -86.47		  5.17   	  30.52		
 46.92   	 -81.38		  5.29   	  35.61		
 46.59   	 -76.30		  5.43   	  10.17		
 46.29   	 -76.30		  5.47   	 -15.26		
 45.98   	 -61.04		  5.41   	 -45.78		
 45.74   	 -45.78		  5.23   	 -76.30		
 45.55   	 -50.86		  4.92   	 -61.04		
 45.35   	 -66.12		  4.68   	 -40.69		
 45.09   	 -76.30		  4.52   	 -30.52		
 44.78   	 -71.21		  4.39   	 -20.35		
 44.50   	 -61.04		  4.31   	 -15.26		
 44.25   	 -55.95		  4.25(D)	   0.00		
 44.03   	 -55.95		  4.25   	  40.69		
 43.80   	 -45.78		  4.42   	 101.73		
 43.62   	 -50.86		  4.82   	 111.90		
 43.42   	 -61.04		  5.27   	  35.61		
 43.17   	 -55.95		  5.41   	 -15.26		
 42.95   	 -55.95		  5.35   	 -45.78		
 42.73   	 -61.04		  5.17   	 -71.21		
 42.48   	 -55.95		  4.88   	 -61.04		
 42.26   	 -35.61		  4.64   	 -30.52		
 42.12   	 -30.52		  4.52   	 -10.17		
 41.99   	 -35.61		  4.48   	   5.09		
 41.85   	 -35.61		  4.50   	  35.61		
 41.71   	 -30.52		  4.64   	  40.69		
 41.59   	 -30.52		  4.80   	  20.35		
 41.46   	 -40.69		  4.88   	  -5.09		
 41.30   	 -35.61		  4.86   	 -15.26		
 41.16   	 -40.69		  4.80   	 -15.26		
 41.00   	 -45.78		  4.74   	   5.09		
 40.81   	 -30.52		  4.76   	  30.52		
 40.69   	 -35.61		  4.88   	  50.86		
 40.55   	 -40.69		  5.09   	  45.78		
 40.39   	 -40.69		  5.27   	  45.78		
 40.22   	 -35.61		  5.45   	  35.61		
 40.08   	 -50.86		  5.60   	  20.35		
 39.88   	 -61.04		  5.68   	   5.09		
