WITTCASE NUMBER: HA002012
SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  RFA     	  RFA'		
 46.49   	 106.82		 65.19   	 310.27		
 46.92   	 101.73		 66.43   	 295.01		
 47.32   	 101.73		 67.61   	 269.58		
 47.73   	  91.56		 68.69   	 239.06		
 48.10   	  86.47		 69.64   	 218.72		
 48.44   	  81.38		 70.52   	 188.20		
 48.77   	  71.21		 71.27   	 162.77		
 49.05   	  71.21		 71.92   	 137.33		
 49.34   	  71.21		 72.47   	 111.90		
 49.62   	  55.95		 72.92   	  91.56		
 49.85   	  50.86		 73.29   	  71.21		
 50.05   	  50.86		 73.57   	  55.95		
 50.25   	  40.69		 73.79   	  40.69		
 50.42   	  30.52		 73.96   	  25.43		
 50.54   	  25.43		 74.06   	  20.35		
 50.64   	  20.35		 74.14   	   5.09		
 50.72   	  10.17		 74.16   	  -5.09		
 50.76   	  -5.09		 74.14   	  -5.09		
 50.74   	 -10.17		 74.12   	 -20.35		
 50.70   	 -30.52		 74.04   	 -20.35		
 50.58   	 -40.69		 73.96   	 -30.52		
 50.42   	 -66.12		 73.83   	 -35.61		
 50.15   	 -91.56		 73.69   	 -40.69		
 49.79   	-111.90		 73.53   	 -45.78		
 49.34   	-147.51		 73.35   	 -45.78		
 48.75   	-183.11		 73.16   	 -55.95		
 48.02   	-223.80		 72.94   	 -61.04		
 47.12   	-264.50		 72.70   	 -66.12		
 46.06   	-320.45		 72.43   	 -66.12		
 44.78   	-376.40		 72.17   	 -76.30		
 43.28   	-427.26		 71.86   	 -81.38		
 41.57   	-457.78		 71.54   	 -86.47		
 39.74   	-473.04		 71.19   	 -91.56		
 37.84   	-564.60		 70.82   	-106.82		
 35.58   	-559.51		 70.40   	-116.99		
 33.35   	-549.34		 69.93   	-116.99		
 31.15   	-523.90		 69.46   	-122.07		
 29.05   	-513.73		 68.97   	-127.16		
 27.00   	-483.21		 68.46   	-137.33		
 25.07   	-462.87		 67.91   	-142.42		
 23.21   	-427.26		 67.34   	-147.51		
 21.51   	-401.83		 66.75   	-157.68		
 19.90   	-376.40		 66.12   	-162.77		
 18.39   	-345.88		 65.47   	-167.85		
 17.01   	-325.53		 64.80   	-172.94		
 15.71   	-295.01		 64.11   	-172.94		
 14.53   	-274.67		 63.42   	-167.85		
 13.43   	-254.32		 62.75   	-167.85		
 12.41   	-228.89		 62.08   	-157.68		
 11.50   	-208.54		 61.44   	-147.51		
 10.66   	-188.20		 60.85   	-137.33		
  9.91   	-172.94		 60.30   	-127.16		
  9.22   	-157.68		 59.80   	-111.90		
  8.59   	-142.42		 59.35   	-106.82		
  8.02   	-127.16		 58.92   	 -91.56		
  7.51   	-116.99		 58.56   	 -81.38		
  7.04   	 -96.64		 58.23   	 -66.12		
  6.65   	 -91.56		 57.97   	 -61.04		
  6.29   	 -81.38		 57.72   	 -50.86		
  5.96   	 -76.30		 57.52   	 -40.69		
  5.66   	 -61.04		 57.35   	 -30.52		
  5.41   	 -55.95		 57.23   	 -30.52		
  5.19   	 -45.78		 57.11   	 -20.35		
  5.01   	 -40.69		 57.03   	 -20.35		
  4.84   	 -35.61		 56.95   	 -15.26		
  4.70   	 -30.52		 56.89   	 -15.26		
  4.58   	 -25.43		 56.83   	 -15.26		
  4.48   	 -20.35		 56.76   	 -15.26		
  4.39   	 -15.26		 56.70   	 -10.17		
  4.33   	  -5.09		 56.66   	 -10.17		
  4.31   	   0.00		 56.62   	 -15.26		
  4.31   	   5.09		 56.56   	 -10.17		
  4.33   	  10.17		 56.52   	 -10.17		
  4.37   	  15.26		 56.48   	 -15.26		
  4.44   	  20.35		 56.42   	 -15.26		
  4.52   	  15.26		 56.36   	 -15.26		
  4.58   	  20.35		 56.30   	 -15.26		
  4.66   	  20.35		 56.24   	 -25.43		
  4.74   	  20.35		 56.13   	 -20.35		
  4.82   	  30.52		 56.05   	 -25.43		
  4.94   	  30.52		 55.95   	 -25.43		
  5.07   	  35.61		 55.85   	 -25.43		
  5.21   	  35.61		 55.75   	 -25.43		
  5.35   	  30.52		 55.65   	 -30.52		
  5.47   	  30.52		 55.52   	 -35.61		
  5.60   	  20.35		 55.38   	 -30.52		
  5.68   	  20.35		 55.26   	 -35.61		
  5.76   	  15.26		 55.12   	 -35.61		
  5.82   	  15.26		 54.97   	 -30.52		
  5.88   	  10.17		 54.85   	 -40.69		
  5.92(E)	  15.26		 54.69   	 -35.61		
  5.98   	  20.35		 54.55   	 -35.61		
  6.06   	  15.26		 54.40   	 -35.61		
  6.12   	  10.17		 54.26   	 -35.61		
  6.16   	  15.26		 54.12   	 -30.52		
  6.23   	  15.26		 54.00   	 -35.61		
