WITTCASE NUMBER: HA003085
SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  LFA     	  LFA'		  RV     	  RV'		
 72.94   	 295.01		 31.54   	-127.16		
 74.12   	 274.67		 31.03   	-127.16		
 75.22   	 254.32		 30.52   	-127.16		
 76.24   	 218.72		 30.01   	-127.16		
 77.11   	 193.29		 29.50   	-122.07		
 77.88   	 167.85		 29.01   	-116.99		
 78.56   	 142.42		 28.55   	-116.99		
 79.12   	 122.07		 28.08   	-111.90		
 79.61   	 111.90		 27.63   	-111.90		
 80.06   	  81.38		 27.18   	-106.82		
 80.39   	  61.04		 26.75   	-106.82		
 80.63   	  40.69		 26.33   	-106.82		
 80.79   	  25.43		 25.90   	 -96.64		
 80.89   	  20.35		 25.51   	-101.73		
 80.98(S)	   0.00		 25.11   	 -96.64		
 80.98   	 -20.35		 24.72   	 -96.64		
 80.89   	 -40.69		 24.33   	 -91.56		
 80.73   	 -45.78		 23.97   	 -96.64		
 80.55   	 -61.04		 23.58   	 -91.56		
 80.30   	 -81.38		 23.21   	 -91.56		
 79.98   	 -86.47		 22.85   	 -91.56		
 79.63   	 -91.56		 22.48   	 -96.64		
 79.27   	-111.90		 22.10   	-106.82		
 78.82   	-116.99		 21.67   	-106.82		
 78.35   	-127.16		 21.24   	-111.90		
 77.84   	-127.16		 20.79   	-122.07		
 77.33   	-137.33		 20.31   	-137.33		
 76.79   	-127.16		 19.76   	-147.51		
 76.28   	-137.33		 19.17   	-157.68		
 75.73   	-147.51		 18.54   	-167.85		
 75.14   	-142.42		 17.86   	-178.03		
 74.57   	-137.33		 17.15   	-193.29		
 74.02   	-142.42		 16.38   	-198.37		
 73.45   	-152.59		 15.58   	-213.63		
 72.84   	-152.59		 14.73   	-218.72		
 72.23   	-152.59		 13.86   	-228.89		
 71.62   	-162.77		 12.94   	-228.89		
 70.97   	-167.85		 12.02   	-239.06		
 70.29   	-172.94		 11.07   	-233.98		
 69.60   	-167.85		 10.13   	-239.06		
 68.93   	-167.85		  9.18   	-239.06		
 68.26   	-183.11		  8.22   	-233.98		
 67.53   	-183.11		  7.28   	-228.89		
 66.80   	-172.94		  6.37   	-223.80		
 66.10   	-167.85		  5.47   	-208.54		
 65.43   	-167.85		  4.64   	-203.46		
 64.76   	-162.77		  3.83   	-188.20		
 64.11   	-152.59		  3.07   	-167.85		
 63.50   	-147.51		  2.40   	-157.68		
 62.91   	-137.33		  1.77   	-137.33		
 62.36   	-127.16		  1.22   	-122.07		
 61.85   	-111.90		  0.73   	-101.73		
 61.40   	-111.90		  0.33   	 -81.38		
 60.96   	-101.73		  0.00   	 -61.04		
 60.55   	 -91.56		 -0.24   	 -40.69		
 60.18   	 -71.21		 -0.41   	 -25.43		
 59.90   	 -76.30		 -0.51   	  -5.09		
 59.59   	 -76.30		 -0.53(D)	  10.17		
 59.29   	 -71.21		 -0.49   	  25.43		
 59.00   	 -61.04		 -0.39   	  45.78		
 58.76   	 -50.86		 -0.20   	  50.86		
 58.56   	 -55.95		  0.00   	  66.12		
 58.33   	 -45.78		  0.26   	  81.38		
 58.15   	 -50.86		  0.59   	  86.47		
 57.94   	 -45.78		  0.94   	  91.56		
 57.76   	 -40.69		  1.30   	 101.73		
 57.60   	 -40.69		  1.71   	 106.82		
 57.44   	 -40.69		  2.14   	 101.73		
 57.27   	 -35.61		  2.54   	 106.82		
 57.13   	 -40.69		  2.97   	 106.82		
 56.97   	 -40.69		  3.40   	 106.82		
 56.81   	 -45.78		  3.83   	 101.73		
 56.62   	 -35.61		  4.23   	  96.64		
 56.48   	 -40.69		  4.62   	  96.64		
 56.32   	 -40.69		  5.01   	  91.56		
 56.15   	 -45.78		  5.37   	  86.47		
 55.97   	 -50.86		  5.72   	  76.30		
 55.77   	 -50.86		  6.02   	  71.21		
 55.56   	 -45.78		  6.31   	  66.12		
 55.38   	 -45.78		  6.57   	  55.95		
 55.20   	 -50.86		  6.80   	  50.86		
 54.99   	 -55.95		  7.00   	  40.69		
 54.77   	 -45.78		  7.16   	  35.61		
 54.59   	 -45.78		  7.30   	  30.52		
 54.40   	 -50.86		  7.43   	  25.43		
 54.20   	 -50.86		  7.53   	  15.26		
 54.00   	 -50.86		  7.59   	  10.17		
 53.79   	 -45.78		  7.63   	  10.17		
 53.61   	 -50.86		  7.67   	   5.09		
 53.41   	 -40.69		  7.69   	  -5.09		
 53.24   	 -40.69		  7.67   	   0.00		
 53.08   	 -45.78		  7.67   	  -5.09		
 52.90   	 -50.86		  7.65   	   0.00		
 52.70   	 -45.78		  7.65   	  -5.09		
 52.51   	 -40.69		  7.63   	   0.00		
 52.35   	 -35.61		  7.63   	   0.00		
 52.21   	 -50.86		  7.63(E)	  10.17		
 52.00   	 -45.78		  7.67   	  10.17		
 51.82   	 -35.61		  7.71   	  15.26		
 51.68   	 -35.61		  7.77   	  20.35		
 51.54   	 -35.61		  7.85   	  30.52		
 51.39   	 -40.69		  7.98   	  30.52		
 51.23   	 -40.69		  8.10   	  35.61		
 51.07   	 -40.69		  8.24   	  45.78		
 50.91   	 -35.61		  8.42   	  45.78		
 50.76   	 -40.69		  8.61   	  45.78		
 50.60   	 -45.78		  8.79   	  50.86		
 50.42   	 -35.61		  8.99   	  50.86		
 50.27   	 -40.69		  9.20   	  50.86		
 50.11   	 -35.61		  9.40   	  45.78		
 49.97   	 -40.69		  9.58   	  45.78		
 49.81   	 -40.69		  9.77   	  45.78		
 49.64   	 -35.61		  9.95   	  40.69		
 49.50   	 -40.69		 10.11   	  45.78		
 49.34   	 -40.69		 10.29   	  40.69		
 49.18   	 -35.61		 10.46   	  45.78		
 49.03   	 -35.61		 10.64   	  40.69		
 48.89   	 -35.61		 10.80   	  50.86		
 48.75   	 -35.61		 11.01   	  45.78		
 48.61   	 -30.52		 11.19   	  55.95		
 48.48   	 -35.61		 11.41   	  55.95		
 48.34   	 -35.61		 11.64   	  61.04		
 48.20   	 -30.52		 11.88   	  76.30		
 48.08   	 -35.61		 12.19   	  96.64		
 47.93   	 -25.43		 12.57   	 116.99		
 47.83   	 -30.52		 13.04   	 137.33		
 47.71   	 -40.69		 13.59   	 152.59		
 47.55   	 -35.61		 14.20   	 162.77		
 47.41   	 -30.52		 14.85   	 188.20		
 47.28   	 -45.78		 15.61   	 188.20		
 47.10   	 -45.78		 16.36   	 193.29		
 46.92   	 -30.52		 17.13   	 208.54		
 46.80   	 -35.61		 17.97   	 223.80		
 46.65   	 -35.61		 18.86   	 233.98		
 46.51   	 -40.69		 19.80   	 244.15		
 46.35   	 -35.61		 20.77   	 249.24		
 46.21   	 -35.61		 21.77   	 249.24		
 46.06   	 -25.43		 22.77   	 254.32		
 45.96   	 -30.52		 23.78   	 249.24		
 45.84   	 -30.52		 24.78   	 249.24		
 45.72   	 -30.52		 25.78   	 244.15		
 45.59   	 -25.43		 26.75   	 244.15		
 45.49   	 -20.35		 27.73   	 239.06		
 45.41   	 -15.26		 28.69   	 228.89		
 45.35   	 -20.35		 29.60   	 213.63		
 45.27   	  -5.09		 30.46   	 203.46		
 45.25(D)	  15.26		 31.27   	 193.29		
 45.31   	  25.43		 32.04   	 178.03		
 45.41   	  40.69		 32.76   	 157.68		
 45.57   	  66.12		 33.39   	 147.51		
 45.84   	  91.56		 33.98   	 132.25		
 46.21   	 111.90		 34.51   	 111.90		
 46.65   	 147.51		 34.95   	  91.56		
 47.24   	 183.11		 35.32   	  76.30		
 47.98   	 203.46		 35.63   	  61.04		
 48.79   	 228.89		 35.87   	  40.69		
 49.70   	 264.50		 36.03   	  25.43		
 50.76   	 300.10		 36.13   	   5.09		
 51.96   	 325.53		 36.15(S)	  -5.09		
 53.27   	 335.71		 36.13   	 -20.35		
 54.61   	 361.14		 36.05   	 -30.52		
 56.05   	 381.48		 35.93   	 -50.86		
 57.58   	 391.66		 35.73   	 -55.95		
 59.15   	 396.74		 35.50   	 -76.30		
 60.73   	 401.83		 35.20   	 -81.38		
 62.34   	 406.92		 34.87   	 -91.56		
 63.97   	 401.83		 34.51   	 -96.64		
 65.57   	 391.66		 34.12   	-106.82		
 67.14   	 376.40		 33.69   	-111.90		
 68.65   	 361.14		 33.25   	-116.99		
 70.09   	 345.88		 32.78   	-122.07		
 71.47   	 320.45		 32.29   	-127.16		
 72.76   	 300.10		 31.78   	-122.07		
 73.96   	 279.75		 31.29   	-127.16		
 75.08   	 244.15		 30.78   	-127.16		
 76.05   	 223.80		 30.27   	-122.07		
 76.95   	 208.54		 29.79   	-122.07		
 77.78   	 183.11		 29.30   	-116.99		
 78.51   	 147.51		 28.83   	-116.99		
 79.10   	 132.25		 28.36   	-111.90		
 79.63   	 116.99		 27.91   	-106.82		
 80.10   	  91.56		 27.49   	-111.90		
 80.47   	  81.38		 27.04   	-101.73		
 80.79   	  61.04		 26.63   	-101.73		
 81.04   	  35.61		 26.23   	-101.73		
 81.18   	  20.35		 25.82   	 -96.64		
 81.26   	  15.26		 25.43   	 -91.56		
 81.32   	   5.09		 25.07   	 -91.56		
 81.34(S)	 -20.35		 24.70   	 -91.56		
 81.26   	 -35.61		 24.33   	 -86.47		
 81.12   	 -45.78		 23.99   	 -91.56		
 80.94   	 -61.04		 23.62   	 -86.47		
 80.69   	 -71.21		 23.28   	 -91.56		
 80.41   	 -76.30		 22.91   	 -86.47		
 80.10   	 -86.47		 22.56   	 -96.64		
 79.76   	-106.82		 22.18   	-101.73		
 79.33   	-111.90		 21.77   	-111.90		
 78.88   	-116.99		 21.32   	-111.90		
 78.41   	-132.25		 20.87   	-122.07		
 77.88   	-137.33		 20.39   	-137.33		
 77.33   	-137.33		 19.84   	-147.51		
 76.79   	-147.51		 19.25   	-162.77		
 76.20   	-152.59		 18.60   	-167.85		
 75.58   	-152.59		 17.92   	-183.11		
 74.97   	-147.51		 17.19   	-193.29		
 74.38   	-152.59		 16.42   	-203.46		
 73.77   	-167.85		 15.61   	-213.63		
 73.10   	-162.77		 14.75   	-213.63		
 72.45   	-162.77		 13.90   	-228.89		
 71.80   	-162.77		 12.98   	-228.89		
 71.15   	-172.94		 12.07   	-233.98		
 70.46   	-172.94		 11.13   	-233.98		
 69.77   	-178.03		 10.19   	-233.98		
 69.05   	-172.94		  9.26   	-233.98		
 68.36   	-178.03		  8.32   	-228.89		
 67.65   	-167.85		  7.41   	-218.72		
 66.98   	-167.85		  6.53   	-213.63		
 66.31   	-167.85		  5.68   	-203.46		
 65.64   	-162.77		  4.86   	-188.20		
 64.98   	-152.59		  4.11   	-178.03		
 64.37   	-147.51		  3.40   	-162.77		
 63.78   	-147.51		  2.75   	-142.42		
 63.19   	-132.25		  2.18   	-122.07		
 62.67   	-122.07		  1.69   	-106.82		
 62.18   	-111.90		  1.26   	 -86.47		
 61.73   	-106.82		  0.92   	 -71.21		
 61.30   	-101.73		  0.63   	 -45.78		
 60.89   	 -86.47		  0.45   	 -25.43		
 60.55   	 -81.38		  0.35   	 -10.17		
 60.22   	 -71.21		  0.31(D)	   5.09		
 59.94   	 -71.21		  0.33   	  25.43		
 59.65   	 -61.04		  0.43   	  35.61		
 59.41   	 -55.95		  0.57   	  45.78		
 59.19   	 -50.86		  0.75   	  66.12		
 58.98   	 -45.78		  1.02   	  71.21		
 58.80   	 -50.86		  1.30   	  86.47		
 58.60   	 -45.78		  1.65   	  91.56		
 58.41   	 -35.61		  2.01   	 101.73		
 58.27   	 -45.78		  2.42   	 106.82		
 58.09   	 -45.78		  2.85   	 111.90		
 57.90   	 -40.69		  3.30   	 111.90		
 57.74   	 -40.69		  3.74   	 111.90		
 57.58   	 -35.61		  4.19   	 111.90		
 57.44   	 -45.78		  4.64   	 106.82		
 57.25   	 -40.69		  5.07   	 106.82		
 57.09   	 -35.61		  5.49   	 101.73		
 56.95   	 -45.78		  5.90   	  96.64		
 56.76   	 -45.78		  6.29   	  91.56		
 56.58   	 -50.86		  6.65   	  81.38		
 56.38   	 -45.78		  6.98   	  81.38		
 56.20   	 -45.78		  7.30   	  71.21		
 56.01   	 -45.78		  7.59   	  61.04		
 55.83   	 -50.86		  7.83   	  50.86		
 55.63   	 -55.95		  8.04   	  50.86		
 55.40   	 -50.86		  8.24   	  35.61		
 55.20   	 -45.78		  8.38   	  35.61		
 55.02   	 -50.86		  8.52   	  25.43		
 54.81   	 -55.95		  8.63   	  15.26		
 54.59   	 -50.86		  8.69   	  15.26		
 54.38   	 -50.86		  8.75   	  10.17		
 54.18   	 -45.78		  8.79   	   0.00		
 54.00   	 -45.78		  8.79   	   0.00		
 53.81   	 -40.69		  8.79   	   0.00		
 53.65   	 -45.78		  8.79   	  -5.09		
 53.47   	 -45.78		  8.77   	  -5.09		
 53.29   	 -45.78		  8.75   	  -5.09		
 53.10   	 -40.69		  8.73   	  -5.09		
 52.94   	 -40.69		  8.71   	   0.00		
 52.78   	 -40.69		  8.71(E)	   5.09		
 52.61   	 -40.69		  8.73   	   5.09		
 52.45   	 -40.69		  8.75   	  15.26		
 52.29   	 -35.61		  8.81   	  15.26		
 52.15   	 -40.69		  8.87   	  20.35		
 51.98   	 -40.69		  8.95   	  30.52		
 51.82   	 -35.61		  9.07   	  30.52		
 51.68   	 -40.69		  9.20   	  40.69		
 51.52   	 -40.69		  9.36   	  45.78		
 51.35   	 -45.78		  9.54   	  50.86		
 51.17   	 -40.69		  9.75   	  45.78		
 51.01   	 -40.69		  9.93   	  50.86		
 50.84   	 -40.69		 10.13   	  45.78		
 50.68   	 -30.52		 10.32   	  45.78		
 50.56   	 -40.69		 10.50   	  50.86		
 50.40   	 -45.78		 10.70   	  40.69		
 50.21   	 -35.61		 10.86   	  45.78		
 50.07   	 -35.61		 11.05   	  45.78		
 49.93   	 -35.61		 11.23   	  45.78		
 49.79   	 -35.61		 11.41   	  50.86		
 49.64   	 -40.69		 11.62   	  45.78		
 49.48   	 -35.61		 11.80   	  45.78		
 49.34   	 -35.61		 11.98   	  50.86		
 49.20   	 -35.61		 12.19   	  55.95		
 49.05   	 -35.61		 12.41   	  50.86		
 48.91   	 -30.52		 12.61   	  61.04		
 48.79   	 -35.61		 12.86   	  71.21		
 48.65   	 -30.52		 13.14   	  91.56		
 48.52   	 -35.61		 13.51   	 116.99		
 48.38   	 -35.61		 13.98   	 147.51		
 48.24   	 -35.61		 14.57   	 162.77		
 48.10   	 -25.43		 15.22   	 172.94		
 48.00   	 -40.69		 15.91   	 203.46		
 47.83   	 -35.61		 16.72   	 198.37		
 47.69   	 -30.52		 17.52   	 203.46		
 47.57   	 -35.61		 18.33   	 203.46		
 47.43   	 -40.69		 19.15   	 218.72		
 47.26   	 -35.61		 20.02   	 239.06		
 47.12   	 -25.43		 20.98   	 244.15		
 47.02   	 -35.61		 21.95   	 259.41		
 46.88   	 -30.52		 22.99   	 259.41		
 46.75   	 -30.52		 24.03   	 264.50		
 46.63   	 -30.52		 25.09   	 259.41		
 46.51   	 -30.52		 26.12   	 254.32		
 46.39   	 -25.43		 27.14   	 254.32		
 46.29   	 -25.43		 28.16   	 249.24		
 46.18   	 -20.35		 29.16   	 244.15		
 46.10   	 -20.35		 30.13   	 233.98		
 46.02   	 -15.26		 31.07   	 223.80		
 45.96   	  -5.09		 31.96   	 218.72		
 45.94(D)	  15.26		 32.84   	 198.37		
 46.00   	  30.52		 33.63   	 188.20		
 46.12   	  50.86		 34.38   	 167.85		
 46.33   	  66.12		 35.06   	 157.68		
 46.59   	  96.64		 35.69   	 137.33		
 46.98   	 132.25		 36.24   	 116.99		
 47.51   	 152.59		 36.70   	 101.73		
 48.12   	 183.11		 37.11   	  86.47		
 48.85   	 213.63		 37.46   	  66.12		
 49.70   	 249.24		 37.72   	  50.86		
 50.70   	 274.67		 37.92   	  35.61		
 51.80   	 300.10		 38.07   	  15.26		
 53.00   	 330.62		 38.13(S)	   0.00		
 54.32   	 350.97		 38.13   	 -15.26		
 55.73   	 371.31		 38.07   	 -25.43		
 57.21   	 386.57		 37.97   	 -45.78		
 58.76   	 406.92		 37.78   	 -50.86		
 60.39   	 422.18		 37.58   	 -61.04		
 62.08   	 417.09		 37.33   	 -76.30		
 63.74   	 417.09		 37.03   	 -81.38		
 65.41   	 417.09		 36.70   	 -96.64		
 67.08   	 417.09		 36.32   	 -96.64		
 68.75   	 401.83		 35.93   	-111.90		
 70.36   	 381.48		 35.48   	-111.90		
 71.88   	 366.22		 35.04   	-116.99		
 73.35   	 345.88		 34.57   	-116.99		
 74.73   	 320.45		 34.10   	-127.16		
 76.01   	 295.01		 33.59   	-122.07		
 77.19   	 269.58		 33.10   	-132.25		
 78.27   	 233.98		 32.57   	-127.16		
 79.21   	 208.54		 32.06   	-132.25		
 80.04   	 188.20		 31.54   	-132.25		
 80.79   	 157.68		 31.01   	-127.16		
 81.42   	 137.33		 30.50   	-127.16		
 81.97   	 122.07		 29.99   	-122.07		
 82.46   	  91.56		 29.50   	-116.99		
 82.83   	  61.04		 29.03   	-111.90		
 83.07   	  45.78		 28.59   	-111.90		
 83.26   	  30.52		 28.14   	-106.82		
 83.38   	  10.17		 27.71   	-101.73		
 83.42(S)	  -5.09		 27.30   	-101.73		
 83.40   	 -15.26		 26.90   	 -96.64		
 83.34   	 -30.52		 26.51   	 -91.56		
 83.21   	 -61.04		 26.14   	 -96.64		
 82.97   	 -71.21		 25.76   	 -86.47		
 82.69   	 -81.38		 25.41   	 -91.56		
 82.36   	 -91.56		 25.05   	 -91.56		
 81.99   	-116.99		 24.68   	 -91.56		
 81.53   	-127.16		 24.31   	 -96.64		
 81.02   	-132.25		 23.93   	 -96.64		
 80.49   	-142.42		 23.54   	-106.82		
 79.92   	-152.59		 23.11   	-111.90		
 79.31   	-152.59		 22.67   	-116.99		
 78.70   	-157.68		 22.20   	-132.25		
 78.07   	-157.68		 21.67   	-147.51		
 77.44   	-157.68		 21.08   	-152.59		
 76.81   	-152.59		 20.47   	-167.85		
 76.20   	-152.59		 19.80   	-178.03		
 75.58   	-152.59		 19.08   	-188.20		
 74.97   	-152.59		 18.33   	-198.37		
 74.36   	-152.59		 17.54   	-203.46		
 73.75   	-147.51		 16.72   	-213.63		
 73.16   	-152.59		 15.87   	-218.72		
 72.55   	-157.68		 14.99   	-223.80		
 71.92   	-157.68		 14.10   	-228.89		
 71.29   	-162.77		 13.18   	-228.89		
 70.64   	-162.77		 12.27   	-233.98		
 69.99   	-167.85		 11.33   	-228.89		
 69.32   	-172.94		 10.42   	-228.89		
 68.63   	-167.85		  9.50   	-218.72		
 67.95   	-162.77		  8.63   	-213.63		
 67.30   	-162.77		  7.77   	-208.54		
 66.65   	-162.77		  6.94   	-198.37		
 66.00   	-152.59		  6.14   	-183.11		
 65.39   	-152.59		  5.41   	-172.94		
 64.78   	-142.42		  4.72   	-152.59		
 64.21   	-132.25		  4.11   	-142.42		
 63.68   	-132.25		  3.54   	-127.16		
 63.15   	-122.07		  3.03   	-106.82		
 62.67   	-106.82		  2.60   	 -86.47		
 62.24   	-101.73		  2.26   	 -66.12		
 61.83   	 -91.56		  1.99   	 -50.86		
 61.46   	 -91.56		  1.79   	 -30.52		
 61.10   	 -71.21		  1.67   	 -20.35		
 60.81   	 -71.21		  1.59(D)	   5.09		
 60.53   	 -61.04		  1.61   	  20.35		
 60.28   	 -61.04		  1.69   	  30.52		
 60.04   	 -55.95		  1.81   	  50.86		
 59.82   	 -50.86		  2.01   	  61.04		
 59.61   	 -40.69		  2.26   	  71.21		
 59.45   	 -45.78		  2.54   	  76.30		
 59.27   	 -35.61		  2.85   	  86.47		
 59.12   	 -40.69		  3.19   	  96.64		
 58.96   	 -45.78		  3.58   	  96.64		
 58.78   	 -40.69		  3.97   	  96.64		
 58.62   	 -35.61		  4.35   	 106.82		
 58.47   	 -45.78		  4.78   	 101.73		
 58.29   	 -50.86		  5.19   	 101.73		
 58.09   	 -40.69		  5.60   	 101.73		
 57.92   	 -40.69		  6.00   	  96.64		
 57.76   	 -50.86		  6.39   	  91.56		
 57.56   	 -55.95		  6.75   	  91.56		
 57.33   	 -50.86		  7.12   	  81.38		
 57.13   	 -50.86		  7.45   	  76.30		
 56.93   	 -55.95		  7.75   	  66.12		
 56.70   	 -50.86		  8.02   	  61.04		
 56.50   	 -55.95		  8.26   	  50.86		
 56.28   	 -61.04		  8.46   	  45.78		
 56.03   	 -61.04		  8.65   	  35.61		
 55.79   	 -55.95		  8.79   	  30.52		
 55.56   	 -45.78		  8.91   	  20.35		
 55.38   	 -61.04		  8.99   	  15.26		
 55.14   	 -55.95		  9.05   	  10.17		
 54.91   	 -50.86		  9.09   	   5.09		
 54.71   	 -50.86		  9.11   	   0.00		
 54.51   	 -45.78		  9.11   	  -5.09		
 54.32   	 -45.78		  9.09   	  -5.09		
 54.14   	 -45.78		  9.07   	  -5.09		
 53.96   	 -45.78		  9.05   	  -5.09		
 53.77   	 -45.78		  9.03   	 -10.17		
 53.59   	 -40.69		  8.99   	  -5.09		
 53.43   	 -40.69		  8.97   	  -5.09		
 53.27   	 -40.69		  8.95   	  -5.09		
 53.10   	 -45.78		  8.93   	   0.00		
 52.92   	 -40.69		  8.93   	   0.00		
 52.76   	 -40.69		  8.93(E)	  10.17		
 52.59   	 -35.61		  8.97   	  10.17		
 52.45   	 -40.69		  9.01   	  15.26		
 52.29   	 -45.78		  9.07   	  25.43		
 52.11   	 -40.69		  9.18   	  25.43		
 51.94   	 -40.69		  9.28   	  25.43		
 51.78   	 -35.61		  9.38   	  30.52		
 51.64   	 -40.69		  9.50   	  30.52		
 51.47   	 -40.69		  9.62   	  30.52		
 51.31   	 -40.69		  9.75   	  35.61		
 51.15   	 -40.69		  9.89   	  30.52		
 50.99   	 -40.69		 10.01   	  30.52		
 50.82   	 -40.69		 10.13   	  30.52		
 50.66   	 -40.69		 10.25   	  35.61		
 50.50   	 -40.69		 10.40   	  40.69		
 50.34   	 -45.78		 10.56   	  35.61		
 50.15   	 -45.78		 10.70   	  40.69		
 49.97   	 -40.69		 10.86   	  40.69		
 49.81   	 -35.61		 11.03   	  45.78		
 49.66   	 -40.69		 11.21   	  50.86		
 49.50   	 -45.78		 11.41   	  50.86		
 49.32   	 -35.61		 11.62   	  55.95		
 49.18   	 -35.61		 11.84   	  66.12		
 49.03   	 -30.52		 12.11   	  81.38		
 48.91   	 -40.69		 12.43   	 111.90		
 48.75   	 -30.52		 12.88   	 142.42		
 48.63   	 -30.52		 13.45   	 162.77		
 48.50   	 -35.61		 14.10   	 172.94		
 48.36   	 -35.61		 14.79   	 203.46		
 48.22   	 -35.61		 15.61   	 203.46		
 48.08   	 -35.61		 16.42   	 198.37		
 47.93   	 -45.78		 17.21   	 208.54		
 47.75   	 -40.69		 18.05   	 213.63		
 47.59   	 -35.61		 18.90   	 233.98		
 47.45   	 -30.52		 19.84   	 244.15		
 47.32   	 -40.69		 20.81   	 249.24		
 47.16   	 -40.69		 21.81   	 259.41		
 47.00   	 -30.52		 22.85   	 254.32		
 46.88   	 -30.52		 23.87   	 259.41		
 46.75   	 -30.52		 24.90   	 254.32		
 46.63   	 -30.52		 25.92   	 249.24		
 46.51   	 -30.52		 26.92   	 244.15		
 46.39   	 -25.43		 27.89   	 244.15		
 46.29   	 -25.43		 28.87   	 233.98		
 46.18   	 -15.26		 29.81   	 223.80		
 46.12   	  -5.09		 30.70   	 208.54		
 46.10(D)	   0.00		 31.54   	 198.37		
 46.10   	  10.17		 32.33   	 183.11		
 46.14   	  30.52		 33.06   	 167.85		
 46.27   	  50.86		 33.73   	 152.59		
 46.47   	  81.38		 34.34   	 132.25		
 46.80   	 101.73		 34.87   	 116.99		
 47.20   	 132.25		 35.34   	 101.73		
 47.73   	 157.68		 35.75   	  81.38		
 48.36   	 188.20		 36.07   	  66.12		
 49.11   	 218.72		 36.34   	  45.78		
 49.99   	 254.32		 36.52   	  30.52		
 51.01   	 279.75		 36.64   	  10.17		
 52.13   	 305.19		 36.68(S)	   0.00		
 53.35   	 330.62		 36.68   	 -20.35		
 54.67   	 350.97		 36.60   	 -30.52		
 56.07   	 366.22		 36.48   	 -45.78		
 57.54   	 391.66		 36.30   	 -55.95		
 59.10   	 401.83		 36.07   	 -71.21		
 60.71   	 406.92		 35.79   	 -81.38		
 62.34   	 422.18		 35.46   	 -91.56		
 64.03   	 417.09		 35.10   	-101.73		
 65.70   	 401.83		 34.69   	-106.82		
 67.30   	 391.66		 34.26   	-116.99		
 68.87   	 391.66		 33.79   	-116.99		
 70.44   	 366.22		 33.33   	-127.16		
 71.90   	 345.88		 32.82   	-132.25		
 73.29   	 320.45		 32.29   	-137.33		
 74.57   	 295.01		 31.74   	-137.33		
 75.75   	 264.50		 31.19   	-137.33		
 76.81   	 239.06		 30.64   	-137.33		
