WITTCASE NUMBER: HB002011
SAMPLE NUMBER:   24
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  FA     	  FA'		  RV     	  RV'		
 62.01   	 -91.56		  8.42   	  55.95		
 61.65   	 -86.47		  8.65   	  50.86		
 61.30   	 -91.56		  8.85   	  50.86		
 60.94   	 -81.38		  9.05   	  45.78		
 60.61   	 -76.30		  9.24   	  35.61		
 60.30   	 -76.30		  9.38   	  25.43		
 60.00   	 -81.38		  9.48   	  10.17		
 59.67   	 -81.38		  9.52   	   0.00		
 59.35   	 -71.21		  9.52   	   0.00		
 59.06   	 -76.30		  9.52   	   0.00		
 58.76   	 -71.21		  9.52   	   0.00		
 58.47   	 -66.12		  9.52   	   0.00		
 58.21   	 -66.12		  9.52   	  10.17		
 57.94   	 -71.21		  9.56   	  25.43		
 57.66   	 -66.12		  9.66   	  25.43		
 57.40   	 -66.12		  9.77   	  20.35		
 57.13   	 -61.04		  9.85   	  25.43		
 56.89   	 -61.04		  9.95   	  30.52		
 56.64   	 -61.04		 10.07   	  30.52		
 56.40   	 -55.95		 10.19   	  30.52		
 56.17   	 -50.86		 10.32   	  10.17		
 55.97   	 -50.86		 10.36   	  10.17		
 55.77   	 -50.86		 10.40   	   5.09		
 55.56   	 -45.78		 10.42(E)	  10.17		
 55.38   	 -45.78		 10.46   	   0.00		
 55.20   	 -50.86		 10.46   	   0.00		
 54.99   	 -50.86		 10.46   	  15.26		
 54.79   	 -55.95		 10.52   	  50.86		
 54.57   	 -50.86		 10.72   	  76.30		
 54.36   	 -50.86		 11.03   	 101.73		
 54.16   	 -45.78		 11.43   	 147.51		
 53.98   	 -45.78		 12.02   	 289.93		
 53.79   	 -40.69		 13.18   	 320.45		
 53.63   	 -50.86		 14.47   	 345.88		
 53.43   	 -40.69		 15.85   	 366.22		
 53.27   	 -35.61		 17.31   	 381.48		
 53.12   	 -35.61		 18.84   	 401.83		
 52.98   	 -35.61		 20.45   	 442.52		
 52.84   	 -40.69		 22.22   	 508.65		
 52.68   	 -40.69		 24.25   	 539.16		
 52.51   	 -40.69		 26.41   	 498.47		
 52.35   	 -30.52		 28.40   	 447.61		
 52.23   	 -25.43		 30.19   	 401.83		
 52.13   	 -35.61		 31.80   	 371.31		
 51.98   	 -35.61		 33.29   	 340.79		
 51.84   	 -35.61		 34.65   	 305.19		
 51.70   	 -30.52		 35.87   	 284.84		
 51.58   	 -40.69		 37.01   	 274.67		
 51.41   	 -45.78		 38.11   	 269.58		
 51.23   	 -35.61		 39.19   	 274.67		
 51.09   	 -45.78		 40.28   	 269.58		
 50.91   	 -40.69		 41.36   	 269.58		
 50.74   	 -45.78		 42.44   	 269.58		
 50.56   	 -45.78		 43.52   	 254.32		
 50.38   	 -40.69		 44.54   	 249.24		
 50.21   	 -30.52		 45.53   	 228.89		
 50.09   	 -25.43		 46.45   	 203.46		
 49.99   	 -10.17		 47.26   	 178.03		
 49.95(D)	   0.00		 47.98   	 157.68		
 49.95   	  20.35		 48.61   	 137.33		
 50.03   	  66.12		 49.16   	 111.90		
 50.29   	 116.99		 49.60   	  91.56		
 50.76   	 183.11		 49.97   	  81.38		
 51.50   	 239.06		 50.29   	  66.12		
 52.45   	 295.01		 50.56   	  61.04		
 53.63   	 345.88		 50.80   	  50.86		
 55.02   	 386.57		 51.01   	  45.78		
 56.56   	 406.92		 51.19   	  35.61		
 58.19   	 417.09		 51.33   	  25.43		
 59.86   	 406.92		 51.43   	  20.35		
 61.49   	 381.48		 51.52   	   5.09		
 63.01   	 361.14		 51.54(S)	  -5.09		
 64.46   	 345.88		 51.52   	 -15.26		
 65.84   	 335.71		 51.45   	 -35.61		
 67.18   	 325.53		 51.31   	 -45.78		
 68.48   	 335.71		 51.13   	 -71.21		
 69.83   	 340.79		 50.84   	 -76.30		
 71.19   	 345.88		 50.54   	 -86.47		
 72.57   	 340.79		 50.19   	 -91.56		
 73.94   	 335.71		 49.83   	 -86.47		
 75.28   	 320.45		 49.48   	 -96.64		
 76.56   	 310.27		 49.09   	-127.16		
 77.80   	 315.36		 48.59   	-137.33		
 79.06   	 335.71		 48.04   	-132.25		
 80.41   	 345.88		 47.51   	-137.33		
 81.79   	 335.71		 46.96   	-147.51		
 83.13   	 315.36		 46.37   	-147.51		
 84.39   	 284.84		 45.78   	-147.51		
 85.53   	 254.32		 45.19   	-152.59		
 86.55   	 244.15		 44.58   	-152.59		
 87.53   	 218.72		 43.97   	-162.77		
 88.40   	 203.46		 43.32   	-162.77		
 89.22   	 198.37		 42.67   	-162.77		
 90.01   	 203.46		 42.01   	-162.77		
 90.82   	 198.37		 41.36   	-167.85		
 91.62   	 198.37		 40.69   	-172.94		
 92.41   	 167.85		 40.00   	-178.03		
 93.08   	 132.25		 39.29   	-178.03		
 93.61   	  86.47		 38.58   	-188.20		
 93.96   	  25.43		 37.82   	-193.29		
 94.06(S)	 -10.17		 37.05   	-218.72		
 94.02   	 -30.52		 36.17   	-239.06		
 93.90   	 -50.86		 35.22   	-269.58		
 93.69   	 -66.12		 34.14   	-305.19		
 93.43   	 -61.04		 32.92   	-345.88		
 93.18   	 -50.86		 31.54   	-386.57		
 92.98   	 -45.78		 29.99   	-417.09		
 92.80   	 -35.61		 28.32   	-417.09		
 92.65   	 -45.78		 26.65   	-417.09		
 92.47   	 -55.95		 24.98   	-412.00		
 92.25   	 -76.30		 23.34   	-386.57		
 91.94   	-106.82		 21.79   	-361.14		
 91.52   	-116.99		 20.35   	-340.79		
 91.05   	-122.07		 18.98   	-310.27		
 90.56   	-127.16		 17.74   	-289.93		
 90.05   	-152.59		 16.58   	-274.67		
 89.44   	-162.77		 15.48   	-269.58		
 88.79   	-167.85		 14.40   	-254.32		
 88.12   	-178.03		 13.39   	-239.06		
 87.41   	-188.20		 12.43   	-233.98		
 86.65   	-188.20		 11.50   	-218.72		
 85.90   	-183.11		 10.62   	-208.54		
 85.17   	-183.11		  9.79   	-172.94		
 84.44   	-178.03		  9.09   	-147.51		
 83.72   	-183.11		  8.50   	-127.16		
 82.99   	-172.94		  8.00   	-116.99		
 82.30   	-172.94		  7.53   	-111.90		
 81.61   	-172.94		  7.08   	-111.90		
 80.92   	-178.03		  6.63   	-111.90		
 80.20   	-178.03		  6.19   	-122.07		
 79.49   	-167.85		  5.70   	-106.82		
 78.82   	-167.85		  5.27   	 -91.56		
 78.15   	-162.77		  4.90   	 -91.56		
 77.50   	-162.77		  4.54   	 -86.47		
 76.85   	-157.68		  4.19   	 -71.21		
 76.22   	-157.68		  3.91   	 -45.78		
 75.58   	-162.77		  3.72   	 -25.43		
 74.93   	-172.94		  3.62(D)	   5.09		
 74.24   	-167.85		  3.64   	  30.52		
 73.57   	-162.77		  3.76   	  55.95		
 72.92   	-167.85		  3.99   	  66.12		
 72.25   	-162.77		  4.25   	  76.30		
 71.60   	-162.77		  4.56   	  66.12		
 70.95   	-152.59		  4.82   	  50.86		
 70.34   	-152.59		  5.03   	  45.78		
 69.73   	-137.33		  5.21   	  45.78		
 69.18   	-137.33		  5.39   	  50.86		
 68.63   	-127.16		  5.60   	  40.69		
 68.12   	-127.16		  5.76   	  35.61		
 67.61   	-127.16		  5.90   	  25.43		
 67.10   	-122.07		  6.00   	   5.09		
 66.61   	-122.07		  6.02   	 -10.17		
 66.12   	-122.07		  5.98   	  -5.09		
 65.64   	-111.90		  5.96   	   5.09		
 65.19   	-106.82		  5.98   	  35.61		
 64.76   	 -96.64		  6.12   	  55.95		
 64.37   	 -91.56		  6.35   	  76.30		
 64.01   	 -86.47		  6.65   	  91.56		
 63.66   	 -91.56		  7.02   	  96.64		
 63.30   	 -91.56		  7.41   	  86.47		
 62.93   	 -91.56		  7.75   	  76.30		
 62.56   	 -91.56		  8.06   	  76.30		
 62.20   	-106.82		  8.36   	  61.04		
 61.77   	 -96.64		  8.61   	  40.69		
 61.38   	 -96.64		  8.77   	  30.52		
 61.00   	 -96.64		  8.89   	  30.52		
 60.61   	 -91.56		  9.01   	  30.52		
 60.24   	 -81.38		  9.14   	  35.61		
 59.92   	 -86.47		  9.28   	  50.86		
 59.57   	 -76.30		  9.48   	  61.04		
 59.27   	 -76.30		  9.73   	  66.12		
 58.96   	 -71.21		  9.99   	  45.78		
 58.68   	 -66.12		 10.17   	  25.43		
 58.41   	 -66.12		 10.27   	   5.09		
 58.15   	 -66.12		 10.29   	  -5.09		
 57.88   	 -66.12		 10.27   	 -15.26		
 57.62   	 -66.12		 10.21   	 -25.43		
 57.35   	 -61.04		 10.11   	 -20.35		
 57.11   	 -66.12		 10.03   	 -20.35		
 56.85   	 -66.12		  9.95   	 -15.26		
 56.58   	 -61.04		  9.89   	  -5.09		
 56.34   	 -55.95		  9.87   	   5.09		
 56.11   	 -55.95		  9.89(E)	  10.17		
 55.89   	 -55.95		  9.93   	  20.35		
 55.67   	 -55.95		 10.01   	  20.35		
 55.44   	 -55.95		 10.09   	  20.35		
 55.22   	 -50.86		 10.17   	  35.61		
 55.02   	 -55.95		 10.32   	  76.30		
 54.79   	 -55.95		 10.62   	  81.38		
 54.57   	 -50.86		 10.95   	  86.47		
 54.36   	 -45.78		 11.29   	 101.73		
 54.18   	 -50.86		 11.70   	 122.07		
 53.98   	 -45.78		 12.19   	 203.46		
 53.79   	 -45.78		 13.00   	 223.80		
 53.61   	 -50.86		 13.90   	 259.41		
 53.41   	 -50.86		 14.93   	 305.19		
 53.20   	 -45.78		 16.15   	 376.40		
 53.02   	 -50.86		 17.66   	 447.61		
 52.82   	 -45.78		 19.45   	 518.82		
 52.63   	 -40.69		 21.53   	 630.72		
 52.47   	 -25.43		 24.05   	 661.24		
 52.37   	 -30.52		 26.69   	 569.68		
 52.25   	 -25.43		 28.97   	 462.87		
 52.15   	 -30.52		 30.82   	 406.92		
 52.02   	 -30.52		 32.45   	 361.14		
 51.90   	 -30.52		 33.90   	 300.10		
 51.78   	 -35.61		 35.10   	 249.24		
 51.64   	 -35.61		 36.09   	 218.72		
 51.50   	 -35.61		 36.97   	 218.72		
 51.35   	 -40.69		 37.84   	 228.89		
 51.19   	 -40.69		 38.76   	 244.15		
 51.03   	 -35.61		 39.74   	 269.58		
 50.88   	 -30.52		 40.81   	 289.93		
 50.76   	 -35.61		 41.97   	 300.10		
 50.62   	 -35.61		 43.17   	 295.01		
 50.48   	 -30.52		 44.35   	 284.84		
 50.36   	 -30.52		 45.49   	 254.32		
 50.23   	 -35.61		 46.51   	 213.63		
 50.09   	 -25.43		 47.37   	 183.11		
 49.99   	  -5.09		 48.10   	 147.51		
 49.97(D)	  20.35		 48.69   	 116.99		
 50.05   	  61.04		 49.16   	  96.64		
 50.29   	 111.90		 49.54   	  76.30		
 50.74   	 178.03		 49.85   	  66.12		
 51.45   	 239.06		 50.11   	  55.95		
 52.41   	 295.01		 50.34   	  50.86		
 53.59   	 340.79		 50.54   	  50.86		
 54.95   	 376.40		 50.74   	  40.69		
 56.46   	 396.74		 50.91   	  40.69		
 58.05   	 417.09		 51.07   	  35.61		
 59.71   	 401.83		 51.21   	  25.43		
 61.32   	 386.57		 51.31   	  15.26		
 62.87   	 366.22		 51.37(S)	   0.00		
 64.33   	 350.97		 51.37   	 -15.26		
 65.74   	 371.31		 51.31   	 -45.78		
 67.22   	 371.31		 51.13   	 -66.12		
 68.71   	 371.31		 50.86   	 -76.30		
 70.19   	 371.31		 50.56   	 -86.47		
 71.68   	 376.40		 50.21   	 -86.47		
 73.18   	 366.22		 49.87   	-101.73		
 74.65   	 340.79		 49.46   	-106.82		
 76.01   	 320.45		 49.03   	-111.90		
 77.29   	 315.36		 48.59   	-111.90		
 78.56   	 325.53		 48.14   	-111.90		
 79.86   	 335.71		 47.69   	-116.99		
 81.20   	 335.71		 47.22   	-127.16		
 82.54   	 300.10		 46.71   	-127.16		
 83.74   	 279.75		 46.21   	-132.25		
 84.86   	 264.50		 45.68   	-142.42		
 85.92   	 254.32		 45.11   	-142.42		
 86.94   	 233.98		 44.54   	-152.59		
 87.87   	 218.72		 43.93   	-162.77		
 88.75   	 203.46		 43.28   	-157.68		
 89.56   	 183.11		 42.64   	-162.77		
 90.29   	 157.68		 41.99   	-172.94		
 90.93   	 147.51		 41.30   	-172.94		
 91.52   	 152.59		 40.61   	-167.85		
 92.13   	 137.33		 39.94   	-172.94		
 92.68   	 101.73		 39.25   	-172.94		
 93.08   	  50.86		 38.56   	-208.54		
 93.29   	  25.43		 37.72   	-223.80		
 93.39   	   5.09		 36.83   	-244.15		
 93.41   	   5.09		 35.85   	-264.50		
 93.43(S)	 -15.26		 34.79   	-300.10		
 93.37   	 -25.43		 33.59   	-350.97		
 93.27   	 -35.61		 32.19   	-391.66		
 93.12   	 -50.86		 30.62   	-427.26		
 92.92   	 -71.21		 28.91   	-432.35		
 92.63   	 -71.21		 27.18   	-432.35		
 92.35   	 -81.38		 25.45   	-432.35		
 92.02   	 -91.56		 23.72   	-412.00		
 91.66   	 -91.56		 22.08   	-386.57		
 91.29   	-106.82		 20.53   	-350.97		
 90.86   	-106.82		 19.13   	-325.53		
 90.44   	-122.07		 17.82   	-295.01		
 89.95   	-132.25		 16.64   	-274.67		
 89.42   	-147.51		 15.54   	-264.50		
 88.83   	-147.51		 14.49   	-249.24		
 88.24   	-157.68		 13.49   	-239.06		
 87.61   	-167.85		 12.53   	-223.80		
 86.94   	-172.94		 11.64   	-208.54		
 86.25   	-183.11		 10.80   	-188.20		
 85.51   	-193.29		 10.05   	-172.94		
 84.74   	-203.46		  9.36   	-152.59		
 83.93   	-218.72		  8.75   	-137.33		
 83.05   	-213.63		  8.20   	-132.25		
 82.20   	-198.37		  7.67   	-137.33		
 81.40   	-188.20		  7.12   	-137.33		
 80.65   	-183.11		  6.57   	-122.07		
 79.92   	-178.03		  6.08   	-106.82		
 79.21   	-172.94		  5.66   	 -96.64		
 78.51   	-167.85		  5.27   	 -96.64		
 77.84   	-162.77		  4.88   	 -86.47		
 77.19   	-172.94		  4.54   	 -61.04		
 76.50   	-193.29		  4.29   	 -20.35		
 75.73   	-183.11		  4.21(D)	   0.00		
 74.99   	-178.03		  4.21   	  20.35		
 74.28   	-162.77		  4.29   	  40.69		
 73.63   	-157.68		  4.46   	  55.95		
 73.00   	-157.68		  4.68   	  55.95		
 72.37   	-147.51		  4.90   	  61.04		
 71.78   	-142.42		  5.15   	  50.86		
 71.21   	-142.42		  5.35   	  45.78		
 70.64   	-137.33		  5.53   	  40.69		
 70.09   	-137.33		  5.70   	  40.69		
 69.54   	-137.33		  5.86   	  40.69		
 68.99   	-137.33		  6.02   	  35.61		
 68.44   	-127.16		  6.16   	  25.43		
 67.93   	-116.99		  6.27   	  25.43		
 67.47   	-116.99		  6.37   	  35.61		
 67.00   	-122.07		  6.51   	  40.69		
 66.51   	-122.07		  6.67   	  45.78		
 66.02   	-111.90		  6.86   	  55.95		
 65.57   	-101.73		  7.08   	  50.86		
 65.17   	 -96.64		  7.28   	  55.95		
 64.78   	 -96.64		  7.51   	  61.04		
 64.39   	-101.73		  7.75   	  55.95		
 63.99   	 -96.64		  7.98   	  50.86		
 63.60   	-101.73		  8.18   	  61.04		
 63.19   	-106.82		  8.42   	  66.12		
 62.77   	-101.73		  8.69   	  71.21		
 62.36   	 -96.64		  8.97   	  61.04		
 61.97   	 -91.56		  9.22   	  66.12		
 61.61   	 -86.47		  9.48   	  66.12		
 61.26   	 -91.56		  9.75   	  66.12		
 60.89   	 -86.47		 10.01   	  71.21		
 60.55   	 -81.38		 10.29   	  76.30		
 60.22   	 -81.38		 10.60   	  61.04		
 59.90   	 -76.30		 10.84   	  40.69		
 59.59   	 -66.12		 11.01   	  15.26		
 59.33   	 -66.12		 11.07   	  -5.09		
 59.06   	 -66.12		 11.05   	 -25.43		
 58.80   	 -66.12		 10.95   	 -45.78		
 58.53   	 -66.12		 10.76   	 -45.78		
 58.27   	 -61.04		 10.58   	 -40.69		
 58.03   	 -66.12		 10.42   	 -35.61		
 57.76   	 -71.21		 10.27   	 -10.17		
 57.48   	 -71.21		 10.23   	  10.17		
 57.19   	 -66.12		 10.27(E)	  25.43		
 56.93   	 -66.12		 10.38   	  30.52		
 56.66   	 -61.04		 10.50   	  30.52		
 56.42   	 -61.04		 10.62   	  30.52		
 56.17   	 -55.95		 10.74   	  30.52		
 55.95   	 -55.95		 10.86   	  45.78		
 55.73   	 -50.86		 11.05   	  50.86		
 55.52   	 -45.78		 11.25   	  61.04		
 55.34   	 -45.78		 11.50   	  61.04		
 55.16   	 -40.69		 11.74   	  71.21		
 54.99   	 -50.86		 12.02   	  91.56		
 54.79   	 -50.86		 12.39   	 137.33		
 54.59   	 -45.78		 12.94   	 183.11		
 54.40   	 -45.78		 13.67   	 223.80		
 54.22   	 -45.78		 14.57   	 264.50		
 54.04   	 -40.69		 15.63   	 320.45		
 53.88   	 -35.61		 16.91   	 376.40		
 53.73   	 -40.69		 18.41   	 427.26		
 53.57   	 -40.69		 20.12   	 518.82		
 53.41   	 -35.61		 22.20   	 605.29		
 53.27   	 -30.52		 24.62   	 584.94		
 53.14   	 -25.43		 26.96   	 498.47		
 53.04   	 -30.52		 28.95   	 432.35		
 52.92   	 -35.61		 30.68   	 412.00		
 52.78   	 -35.61		 32.33   	 356.05		
 52.63   	 -35.61		 33.75   	 320.45		
 52.49   	 -40.69		 35.04   	 305.19		
 52.33   	 -30.52		 36.26   	 320.45		
 52.21   	 -35.61		 37.54   	 320.45		
 52.06   	 -40.69		 38.82   	 330.62		
 51.90   	 -40.69		 40.14   	 325.53		
 51.74   	 -45.78		 41.44   	 325.53		
 51.56   	 -50.86		 42.75   	 315.36		
 51.35   	 -45.78		 44.01   	 300.10		
 51.17   	 -35.61		 45.21   	 279.75		
 51.03   	 -35.61		 46.33   	 259.41		
 50.88   	 -25.43		 47.37   	 223.80		
 50.78   	 -20.35		 48.26   	 193.29		
 50.70   	 -15.26		 49.03   	 172.94		
 50.64   	  -5.09		 49.73   	 147.51		
 50.62(D)	  25.43		 50.32   	 122.07		
 50.72   	  55.95		 50.80   	 106.82		
 50.95   	 106.82		 51.23   	  86.47		
 51.37   	 172.94		 51.58   	  76.30		
 52.06   	 239.06		 51.88   	  66.12		
 53.02   	 305.19		 52.15   	  55.95		
 54.24   	 350.97		 52.37   	  50.86		
 55.65   	 391.66		 52.57   	  40.69		
 57.21   	 473.04		 52.74   	  30.52		
 59.10   	 452.69		 52.86   	  20.35		
 60.92   	 432.35		 52.94   	  10.17		
 62.64   	 401.83		 52.98(S)	 -10.17		
 64.25   	 381.48		 52.94   	 -20.35		
 65.78   	 366.22		 52.86   	 -30.52		
 67.24   	 356.05		 52.74   	 -40.69		
 68.67   	 361.14		 52.57   	 -55.95		
 70.11   	 371.31		 52.35   	 -66.12		
 71.60   	 381.48		 52.09   	 -81.38		
 73.12   	 396.74		 51.76   	 -86.47		
 74.71   	 396.74		 51.41   	 -96.64		
 76.30   	 381.48		 51.03   	-106.82		
 77.82   	 361.14		 50.60   	-106.82		
 79.27   	 340.79		 50.17   	-111.90		
 80.63   	 335.71		 49.73   	-111.90		
 81.97   	 340.79		 49.28   	-111.90		
 83.34   	 315.36		 48.83   	-122.07		
 84.60   	 295.01		 48.34   	-122.07		
 85.78   	 279.75		 47.85   	-137.33		
 86.90   	 274.67		 47.30   	-142.42		
 88.00   	 274.67		 46.73   	-142.42		
 89.09   	 254.32		 46.16   	-152.59		
 90.11   	 233.98		 45.55   	-152.59		
 91.05   	 208.54		 44.94   	-157.68		
 91.88   	 193.29		 44.31   	-183.11		
 92.65   	 162.77		 43.58   	-178.03		
 93.31   	 132.25		 42.87   	-178.03		
 93.83   	 106.82		 42.16   	-183.11		
 94.26   	  96.64		 41.42   	-178.03		
 94.65   	  66.12		 40.71   	-188.20		
 94.91   	  66.12		 39.96   	-193.29		
 95.18   	  55.95		 39.19   	-203.46		
