WITTCASE NUMBER: HA001083
SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  MPA     	  MPA'		  AO     	  AO'		
 34.75   	 -40.69		 73.59   	 -30.52		
 34.59   	 -40.69		 73.47   	 -35.61		
 34.43   	 -35.61		 73.33   	 -50.86		
 34.28   	 -40.69		 73.12   	 -45.78		
 34.12   	 -35.61		 72.94   	 -66.12		
 33.98   	 -40.69		 72.68   	 -55.95		
 33.81   	 -45.78		 72.45   	 -30.52		
 33.63   	 -45.78		 72.33   	 -20.35		
 33.45   	 -45.78		 72.25   	  -5.09		
 33.27   	 -45.78		 72.23   	 -20.35		
 33.08   	 -45.78		 72.15   	 -50.86		
 32.90   	 -45.78		 71.94   	 -61.04		
 32.72   	 -45.78		 71.70   	 -61.04		
 32.53   	 -35.61		 71.45   	 -61.04		
 32.39   	 -40.69		 71.21   	 -45.78		
 32.23   	 -35.61		 71.03   	 -45.78		
 32.09   	 -35.61		 70.84   	 -61.04		
 31.94   	 -35.61		 70.60   	 -66.12		
 31.80   	 -35.61		 70.34   	 -45.78		
 31.66   	 -40.69		 70.15   	 -45.78		
 31.50   	 -35.61		 69.97   	 -40.69		
 31.35   	 -40.69		 69.81   	 -30.52		
 31.19   	 -35.61		 69.68   	 -45.78		
 31.05   	 -40.69		 69.50   	 -66.12		
 30.88   	 -45.78		 69.24   	 -71.21		
 30.70   	 -45.78		 68.95   	 -66.12		
 30.52   	 -50.86		 68.69   	 -45.78		
 30.32   	 -55.95		 68.50   	 -40.69		
 30.09   	 -55.95		 68.34   	 -35.61		
 29.87   	 -50.86		 68.20   	 -20.35		
 29.66   	 -55.95		 68.12   	 -50.86		
 29.44   	 -50.86		 67.91   	 -61.04		
 29.24   	 -50.86		 67.67   	 -50.86		
 29.03   	 -40.69		 67.47   	 -45.78		
 28.87   	 -45.78		 67.28   	 -40.69		
 28.69   	 -35.61		 67.12   	 -61.04		
 28.55   	 -40.69		 66.88   	 -66.12		
 28.38   	 -45.78		 66.61   	 -50.86		
 28.20   	 -45.78		 66.41   	 -30.52		
 28.02   	 -40.69		 66.29   	 -30.52		
 27.85   	 -40.69		 66.16   	 -50.86		
 27.69   	 -35.61		 65.96   	 -61.04		
 27.55   	 -35.61		 65.72   	 -55.95		
 27.41   	 -30.52		 65.49   	 -45.78		
 27.28   	 -30.52		 65.31   	 -40.69		
 27.16   	 -25.43		 65.15   	 -35.61		
 27.06   	 -35.61		 65.00   	 -15.26		
 26.92   	 -30.52		 64.94   	 -45.78		
 26.80   	 -20.35		 64.76   	 -76.30		
 26.71   	 -10.17		 64.46   	 -61.04		
 26.67   	  -5.09		 64.21   	 -61.04		
 26.65   	 -10.17		 63.97   	 -61.04		
 26.61   	  10.17		 63.72   	 -35.61		
 26.65   	   5.09		 63.58   	 -15.26		
 26.67   	 -15.26		 63.52   	 -20.35		
 26.61   	 -25.43		 63.44   	 -55.95		
 26.51   	 -30.52		 63.21   	 -66.12		
 26.39   	 -30.52		 62.95   	 -76.30		
 26.27   	 -35.61		 62.64   	 -76.30		
 26.12   	 -30.52		 62.34   	 -35.61		
 26.00   	 -45.78		 62.20   	 -25.43		
 25.82   	 -50.86		 62.10   	 -30.52		
 25.62   	 -55.95		 61.97   	 -40.69		
 25.39   	 -40.69		 61.81   	 -35.61		
 25.23   	 -15.26		 61.67   	 -40.69		
 25.17   	  40.69		 61.51   	 -76.30		
 25.33   	  96.64		 61.20   	 -61.04		
 25.72   	 142.42		 60.96   	 -40.69		
 26.29   	 178.03		 60.79   	 -50.86		
 27.00   	 198.37		 60.59   	 -35.61		
 27.79   	 193.29		 60.45   	 -20.35		
 28.57   	 167.85		 60.37   	 -35.61		
 29.24   	 142.42		 60.22   	 -30.52		
 29.81   	 116.99		 60.10   	   5.09		
 30.27   	 101.73		 60.12   	  10.17		
 30.68   	  91.56		 60.16   	  66.12		
 31.05   	  86.47		 60.43   	 172.94		
 31.39   	  81.38		 61.12   	 305.19		
 31.72   	  86.47		 62.34   	 462.87		
 32.06   	  86.47		 64.19   	 605.29		
 32.41   	  91.56		 66.61   	 661.24		
 32.78   	  86.47		 69.26   	 651.07		
 33.12   	  91.56		 71.86   	 574.77		
 33.49   	  86.47		 74.16   	 467.95		
 33.84   	  96.64		 76.03   	 381.48		
 34.22   	 101.73		 77.56   	 330.62		
 34.63   	 101.73		 78.88   	 305.19		
 35.04   	 106.82		 80.10   	 289.93		
 35.46   	 106.82		 81.26   	 310.27		
 35.89   	 111.90		 82.50   	 381.48		
 36.34   	 116.99		 84.03   	 417.09		
 36.81   	 106.82		 85.70   	 432.35		
 37.23   	  96.64		 87.43   	 442.52		
 37.62   	  86.47		 89.20   	 417.09		
 37.97   	  86.47		 90.86   	 356.05		
 38.31   	  81.38		 92.29   	 310.27		
 38.64   	  81.38		 93.53   	 335.71		
 38.96   	  81.38		 94.87   	 361.14		
 39.29   	  81.38		 96.32   	 325.53		
 39.61   	  76.30		 97.62   	 254.32		
 39.92   	  71.21		 98.64   	 213.63		
 40.20   	  66.12		 99.49   	 157.68		
 40.47   	  66.12		100.12   	 101.73		
 40.73   	  61.04		100.53   	  81.38		
 40.98   	  66.12		100.85   	  55.95		
