WITTCASE NUMBER: HA002264
SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  RFA     	  RFA'		
 49.05   	 178.03		 46.18   	 116.99		
 49.77   	 172.94		 46.65   	 122.07		
 50.46   	 157.68		 47.14   	 116.99		
 51.09   	 152.59		 47.61   	 122.07		
 51.70   	 142.42		 48.10   	 137.33		
 52.27   	 137.33		 48.65   	 137.33		
 52.82   	 127.16		 49.20   	 137.33		
 53.33   	 111.90		 49.75   	 142.42		
 53.77   	  96.64		 50.32   	 142.42		
 54.16   	  81.38		 50.88   	 152.59		
 54.49   	  66.12		 51.50   	 137.33		
 54.75   	  55.95		 52.04   	 106.82		
 54.97   	  45.78		 52.47   	  81.38		
 55.16   	  35.61		 52.80   	  61.04		
 55.30   	  25.43		 53.04   	  45.78		
 55.40   	  10.17		 53.22   	  40.69		
 55.44   	  -5.09		 53.39   	  30.52		
 55.42   	 -15.26		 53.51   	  30.52		
 55.36   	 -35.61		 53.63   	  30.52		
 55.22   	 -50.86		 53.75   	  25.43		
 55.02   	 -66.12		 53.86   	  35.61		
 54.75   	 -86.47		 54.00   	  45.78		
 54.40   	-101.73		 54.18   	  61.04		
 54.00   	-122.07		 54.43   	  50.86		
 53.51   	-137.33		 54.63   	  40.69		
 52.96   	-162.77		 54.79   	  35.61		
 52.31   	-183.11		 54.93   	  25.43		
 51.58   	-203.46		 55.04   	  15.26		
 50.76   	-233.98		 55.10   	   0.00		
 49.83   	-264.50		 55.10   	   0.00		
 48.77   	-305.19		 55.10   	   5.09		
 47.55   	-345.88		 55.12   	   5.09		
 46.16   	-391.66		 55.14   	   0.00		
 44.60   	-442.52		 55.14   	  -5.09		
 42.83   	-473.04		 55.12   	 -20.35		
 40.94   	-503.56		 55.04   	 -30.52		
 38.92   	-534.08		 54.91   	 -45.78		
 36.79   	-564.60		 54.73   	 -55.95		
 34.53   	-579.86		 54.51   	 -66.12		
 32.21   	-574.77		 54.24   	 -71.21		
 29.91   	-564.60		 53.96   	 -76.30		
 27.65   	-559.51		 53.65   	 -81.38		
 25.41   	-544.25		 53.33   	 -96.64		
 23.23   	-523.90		 52.94   	 -96.64		
 21.14   	-498.47		 52.55   	-101.73		
 19.15   	-473.04		 52.15   	-106.82		
 17.25   	-442.52		 51.72   	-106.82		
 15.48   	-412.00		 51.29   	-101.73		
 13.84   	-381.48		 50.88   	 -96.64		
 12.31   	-356.05		 50.50   	 -86.47		
 10.89   	-320.45		 50.15   	 -76.30		
  9.60   	-289.93		 49.85   	 -66.12		
  8.44   	-264.50		 49.58   	 -66.12		
  7.39   	-233.98		 49.32   	 -61.04		
  6.45   	-203.46		 49.07   	 -55.95		
