WITTCASE NUMBER: HB001304
SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RFA     	  RFA'		  MPA     	  MPA'		
 69.95   	-152.59		 38.86   	 -96.64		
 69.34   	-147.51		 38.47   	-106.82		
 68.75   	-137.33		 38.05   	-101.73		
 68.20   	-122.07		 37.64   	 -96.64		
 67.71   	-116.99		 37.25   	 -96.64		
 67.24   	-106.82		 36.87   	 -96.64		
 66.82   	-101.73		 36.48   	 -91.56		
 66.41   	-101.73		 36.11   	 -91.56		
 66.00   	-101.73		 35.75   	 -86.47		
 65.59   	 -96.64		 35.40   	 -81.38		
 65.21   	 -91.56		 35.08   	 -81.38		
 64.84   	 -91.56		 34.75   	 -86.47		
 64.48   	 -91.56		 34.40   	 -81.38		
 64.11   	 -86.47		 34.08   	 -81.38		
 63.76   	 -81.38		 33.75   	 -86.47		
 63.44   	 -86.47		 33.41   	 -76.30		
 63.09   	 -81.38		 33.10   	 -76.30		
 62.77   	 -76.30		 32.80   	 -71.21		
 62.46   	 -71.21		 32.51   	 -66.12		
 62.18   	 -66.12		 32.25   	 -66.12		
 61.91   	 -61.04		 31.98   	 -55.95		
 61.67   	 -61.04		 31.76   	 -61.04		
 61.42   	 -61.04		 31.52   	 -55.95		
 61.18   	 -55.95		 31.29   	 -61.04		
 60.96   	 -55.95		 31.05   	 -55.95		
 60.73   	 -55.95		 30.82   	 -61.04		
 60.51   	 -45.78		 30.58   	 -66.12		
 60.33   	 -40.69		 30.32   	 -71.21		
 60.16   	 -45.78		 30.03   	 -71.21		
 59.98   	 -40.69		 29.75   	 -76.30		
 59.82   	 -40.69		 29.44   	 -81.38		
 59.65   	 -35.61		 29.11   	 -81.38		
 59.51   	 -40.69		 28.79   	 -81.38		
 59.35   	 -40.69		 28.46   	 -81.38		
 59.19   	 -40.69		 28.14   	 -76.30		
 59.02   	 -40.69		 27.83   	 -66.12		
 58.86   	 -45.78		 27.57   	 -61.04		
 58.68   	 -40.69		 27.32   	 -55.95		
 58.51   	 -45.78		 27.10   	 -45.78		
 58.33   	 -40.69		 26.92   	 -45.78		
 58.17   	 -40.69		 26.73   	 -35.61		
 58.01   	 -40.69		 26.59   	 -35.61		
 57.84   	 -40.69		 26.45   	 -35.61		
 57.68   	 -35.61		 26.31   	 -35.61		
 57.54   	 -35.61		 26.16   	 -40.69		
 57.40   	 -40.69		 26.00   	 -45.78		
 57.23   	 -40.69		 25.82   	 -50.86		
 57.07   	 -40.69		 25.62   	 -55.95		
 56.91   	 -30.52		 25.39   	 -55.95		
 56.79   	 -25.43		 25.17   	 -61.04		
 56.68   	 -30.52		 24.92   	 -61.04		
 56.56   	 -40.69		 24.68   	 -66.12		
 56.40   	 -40.69		 24.41   	 -61.04		
 56.24   	 -40.69		 24.17   	 -50.86		
 56.07   	 -35.61		 23.97   	 -55.95		
 55.93   	 -40.69		 23.74   	 -45.78		
 55.77   	 -35.61		 23.56   	 -45.78		
 55.63   	 -40.69		 23.38   	 -40.69		
 55.46   	 -40.69		 23.21   	 -35.61		
 55.30   	 -35.61		 23.07   	 -40.69		
 55.16   	 -35.61		 22.91   	 -45.78		
 55.02   	 -30.52		 22.73   	 -40.69		
 54.89   	 -35.61		 22.56   	 -40.69		
 54.75   	 -35.61		 22.40   	 -45.78		
 54.61   	 -30.52		 22.22   	 -55.95		
 54.49   	 -30.52		 21.99   	 -61.04		
 54.36   	 -30.52		 21.75   	 -61.04		
 54.24   	 -25.43		 21.51   	 -61.04		
 54.14   	 -35.61		 21.26   	 -66.12		
 54.00   	 -35.61		 21.00   	 -71.21		
 53.86   	 -35.61		 20.71   	 -45.78		
 53.71   	 -30.52		 20.53   	  -5.09		
 53.59   	 -35.61		 20.51(D)	   5.09		
 53.45   	 -35.61		 20.53   	  -5.09		
 53.31   	 -40.69		 20.51   	   0.00		
 53.14   	 -35.61		 20.51   	   5.09		
 53.00   	 -30.52		 20.53   	  10.17		
 52.88   	 -25.43		 20.57   	  25.43		
 52.78   	 -25.43		 20.67   	  45.78		
 52.68   	 -20.35		 20.85   	  71.21		
 52.59   	 -20.35		 21.14   	  86.47		
 52.51   	 -30.52		 21.49   	 111.90		
 52.39   	 -30.52		 21.93   	 147.51		
 52.27   	 -35.61		 22.52   	 178.03		
 52.13   	 -35.61		 23.23   	 203.46		
 51.98   	 -30.52		 24.05   	 223.80		
 51.86   	 -20.35		 24.94   	 233.98		
 51.78   	 -25.43		 25.88   	 233.98		
 51.68   	 -25.43		 26.82   	 233.98		
 51.58   	 -25.43		 27.75   	 228.89		
 51.47   	 -35.61		 28.67   	 213.63		
 51.33   	 -30.52		 29.52   	 198.37		
 51.21   	 -40.69		 30.32   	 188.20		
 51.05   	 -45.78		 31.07   	 183.11		
 50.86   	 -35.61		 31.80   	 162.77		
 50.72   	 -25.43		 32.45   	 142.42		
 50.62   	 -20.35		 33.02   	 132.25		
 50.54   	 -20.35		 33.55   	 122.07		
 50.46   	 -15.26		 34.04   	 132.25		
 50.40   	  -5.09		 34.57   	 137.33		
 50.38(D)	  15.26		 35.12   	 147.51		
 50.44   	  55.95		 35.71   	 157.68		
 50.66   	 111.90		 36.34   	 167.85		
 51.11   	 172.94		 37.01   	 172.94		
 51.80   	 233.98		 37.70   	 172.94		
 52.74   	 295.01		 38.39   	 167.85		
 53.92   	 335.71		 39.06   	 152.59		
 55.26   	 356.05		 39.67   	 142.42		
 56.68   	 376.40		 40.24   	 147.51		
 58.19   	 376.40		 40.83   	 147.51		
 59.69   	 371.31		 41.42   	 147.51		
 61.18   	 356.05		 42.01   	 137.33		
 62.60   	 320.45		 42.56   	 111.90		
 63.89   	 295.01		 43.01   	  61.04		
 65.07   	 264.50		 43.26   	  50.86		
 66.12   	 244.15		 43.46   	  55.95		
 67.10   	 233.98		 43.68   	  40.69		
 68.04   	 228.89		 43.85   	  40.69		
 68.95   	 228.89		 44.01   	  61.04		
 69.87   	 233.98		 44.25   	  81.38		
 70.80   	 244.15		 44.58   	  81.38		
 71.78   	 254.32		 44.90   	  86.47		
 72.80   	 259.41		 45.25   	  96.64		
 73.83   	 259.41		 45.64   	  91.56		
 74.87   	 249.24		 46.00   	  86.47		
 75.87   	 228.89		 46.35   	  81.38		
 76.79   	 218.72		 46.67   	  66.12		
 77.66   	 203.46		 46.94   	  55.95		
 78.47   	 193.29		 47.16   	  45.78		
 79.25   	 183.11		 47.34   	  30.52		
 79.98   	 167.85		 47.47   	  25.43		
 80.65   	 147.51		 47.57   	  15.26		
 81.24   	 127.16		 47.63(S)	   0.00		
 81.75   	 106.82		 47.63   	   0.00		
 82.18   	  86.47		 47.63   	  -5.09		
 82.52   	  66.12		 47.61   	 -10.17		
 82.79   	  45.78		 47.57   	 -15.26		
 82.97   	  35.61		 47.51   	 -15.26		
 83.11   	  30.52		 47.45   	 -20.35		
 83.23   	  30.52		 47.37   	 -30.52		
 83.36   	  20.35		 47.24   	 -35.61		
 83.44   	  10.17		 47.10   	 -40.69		
 83.48(S)	   0.00		 46.94   	 -50.86		
 83.48   	 -10.17		 46.73   	 -71.21		
 83.44   	 -25.43		 46.45   	 -76.30		
 83.34   	 -20.35		 46.14   	 -86.47		
 83.26   	 -30.52		 45.80   	 -96.64		
 83.13   	 -35.61		 45.41   	-111.90		
 82.99   	 -50.86		 44.96   	-137.33		
 82.79   	 -50.86		 44.41   	-152.59		
 82.58   	 -50.86		 43.80   	-142.42		
 82.38   	 -61.04		 43.23   	-152.59		
 82.14   	 -66.12		 42.62   	-167.85		
 81.87   	 -81.38		 41.95   	-147.51		
 81.55   	 -86.47		 41.36   	-142.42		
 81.20   	 -86.47		 40.79   	-157.68		
 80.85   	 -91.56		 40.16   	-137.33		
 80.49   	 -91.56		 39.61   	-111.90		
 80.12   	-101.73		 39.17   	 -86.47		
 79.71   	-101.73		 38.82   	 -66.12		
 79.31   	-101.73		 38.56   	 -45.78		
 78.90   	-106.82		 38.37   	 -35.61		
 78.47   	-111.90		 38.23   	 -25.43		
 78.03   	-127.16		 38.13   	 -30.52		
 77.52   	-137.33		 38.01   	 -30.52		
 76.97   	-137.33		 37.88   	 -40.69		
 76.42   	-142.42		 37.72   	 -50.86		
 75.85   	-147.51		 37.52   	 -55.95		
 75.26   	-147.51		 37.29   	 -76.30		
 74.67   	-162.77		 36.99   	 -86.47		
 74.02   	-172.94		 36.64   	 -91.56		
 73.33   	-183.11		 36.28   	 -96.64		
 72.59   	-183.11		 35.89   	 -96.64		
 71.86   	-172.94		 35.50   	 -96.64		
 71.17   	-167.85		 35.12   	 -91.56		
 70.50   	-152.59		 34.75   	 -91.56		
 69.89   	-137.33		 34.38   	 -86.47		
 69.34   	-127.16		 34.04   	 -86.47		
 68.83   	-122.07		 33.69   	 -81.38		
 68.34   	-111.90		 33.37   	 -81.38		
 67.89   	-111.90		 33.04   	 -81.38		
 67.45   	-106.82		 32.72   	 -81.38		
 67.02   	-111.90		 32.39   	 -76.30		
 66.57   	-106.82		 32.09   	 -76.30		
 66.14   	 -96.64		 31.78   	 -76.30		
 65.76   	 -96.64		 31.47   	 -71.21		
 65.37   	 -86.47		 31.19   	 -66.12		
 65.03   	 -86.47		 30.93   	 -61.04		
 64.68   	 -86.47		 30.68   	 -61.04		
 64.33   	 -86.47		 30.44   	 -61.04		
 63.99   	 -81.38		 30.19   	 -55.95		
 63.66   	 -81.38		 29.97   	 -55.95		
 63.34   	 -71.21		 29.75   	 -55.95		
 63.05   	 -71.21		 29.52   	 -55.95		
 62.77   	 -66.12		 29.30   	 -61.04		
 62.50   	 -61.04		 29.05   	 -55.95		
 62.26   	 -55.95		 28.83   	 -55.95		
 62.03   	 -50.86		 28.61   	 -55.95		
 61.83   	 -50.86		 28.38   	 -66.12		
 61.63   	 -45.78		 28.12   	 -55.95		
 61.44   	 -45.78		 27.89   	 -55.95		
 61.26   	 -40.69		 27.67   	 -61.04		
 61.10   	 -35.61		 27.43   	 -61.04		
 60.96   	 -35.61		 27.18   	 -66.12		
 60.81   	 -35.61		 26.92   	 -61.04		
 60.67   	 -40.69		 26.67   	 -66.12		
 60.51   	 -40.69		 26.41   	 -66.12		
 60.35   	 -45.78		 26.14   	 -71.21		
 60.16   	 -40.69		 25.86   	 -61.04		
 60.00   	 -45.78		 25.62   	 -66.12		
 59.82   	 -40.69		 25.35   	 -61.04		
 59.65   	 -40.69		 25.11   	 -55.95		
 59.49   	 -45.78		 24.88   	 -55.95		
 59.31   	 -40.69		 24.66   	 -45.78		
 59.15   	 -40.69		 24.48   	 -50.86		
 58.98   	 -40.69		 24.27   	 -40.69		
 58.82   	 -45.78		 24.11   	 -40.69		
 58.64   	 -40.69		 23.95   	 -40.69		
 58.47   	 -40.69		 23.78   	 -40.69		
 58.31   	 -40.69		 23.62   	 -45.78		
 58.15   	 -40.69		 23.44   	 -45.78		
 57.99   	 -40.69		 23.26   	 -45.78		
 57.82   	 -40.69		 23.07   	 -50.86		
 57.66   	 -35.61		 22.87   	 -55.95		
 57.52   	 -35.61		 22.64   	 -55.95		
 57.38   	 -35.61		 22.42   	 -55.95		
 57.23   	 -45.78		 22.20   	 -66.12		
 57.05   	 -45.78		 21.93   	 -61.04		
 56.87   	 -45.78		 21.69   	 -61.04		
 56.68   	 -35.61		 21.44   	 -55.95		
 56.54   	 -40.69		 21.22   	 -50.86		
 56.38   	 -35.61		 21.02   	 -45.78		
 56.24   	 -35.61		 20.83   	 -40.69		
 56.09   	 -40.69		 20.67   	 -45.78		
 55.93   	 -35.61		 20.49   	 -40.69		
 55.79   	 -30.52		 20.33   	 -40.69		
 55.67   	 -30.52		 20.16   	 -45.78		
 55.54   	 -35.61		 19.98   	 -40.69		
 55.40   	 -35.61		 19.82   	 -40.69		
 55.26   	 -40.69		 19.65   	 -40.69		
 55.10   	 -35.61		 19.49   	 -50.86		
 54.95   	 -30.52		 19.29   	 -61.04		
 54.83   	 -30.52		 19.04   	 -55.95		
 54.71   	 -30.52		 18.82   	 -55.95		
 54.59   	 -30.52		 18.60   	 -71.21		
 54.47   	 -30.52		 18.31   	 -71.21		
 54.34   	 -35.61		 18.03   	 -35.61		
 54.20   	 -35.61		 17.88   	  -5.09		
 54.06   	 -35.61		 17.86   	  -5.09		
 53.92   	 -35.61		 17.84(D)	   0.00		
 53.77   	 -35.61		 17.84   	   5.09		
 53.63   	 -35.61		 17.86   	  20.35		
 53.49   	 -40.69		 17.94   	  45.78		
 53.33   	 -35.61		 18.13   	  76.30		
 53.18   	 -35.61		 18.43   	  96.64		
 53.04   	 -30.52		 18.82   	 116.99		
 52.92   	 -30.52		 19.29   	 137.33		
 52.80   	 -35.61		 19.84   	 162.77		
 52.65   	 -35.61		 20.49   	 188.20		
 52.51   	 -35.61		 21.24   	 208.54		
 52.37   	 -40.69		 22.08   	 213.63		
 52.21   	 -35.61		 22.93   	 213.63		
 52.06   	 -30.52		 23.78   	 218.72		
 51.94   	 -30.52		 24.66   	 213.63		
 51.82   	 -35.61		 25.51   	 213.63		
 51.68   	 -35.61		 26.37   	 223.80		
 51.54   	 -35.61		 27.26   	 223.80		
 51.39   	 -40.69		 28.16   	 203.46		
 51.23   	 -40.69		 28.97   	 178.03		
 51.07   	 -40.69		 29.68   	 162.77		
 50.91   	 -35.61		 30.34   	 147.51		
 50.76   	 -35.61		 30.93   	 142.42		
 50.62   	 -30.52		 31.50   	 147.51		
 50.50   	 -20.35		 32.09   	 142.42		
 50.42   	 -15.26		 32.66   	 142.42		
 50.36   	  -5.09		 33.22   	 152.59		
 50.34(D)	  25.43		 33.84   	 157.68		
 50.44   	  61.04		 34.47   	 157.68		
 50.68   	 116.99		 35.10   	 152.59		
 51.15   	 188.20		 35.71   	 157.68		
 51.90   	 254.32		 36.34   	 152.59		
 52.92   	 305.19		 36.95   	 157.68		
 54.14   	 340.79		 37.58   	 152.59		
 55.50   	 356.05		 38.19   	 132.25		
 56.93   	 366.22		 38.72   	 106.82		
 58.39   	 356.05		 39.15   	 101.73		
 59.82   	 350.97		 39.55   	  96.64		
 61.22   	 325.53		 39.94   	  96.64		
 62.52   	 295.01		 40.33   	  76.30		
 63.70   	 259.41		 40.63   	  61.04		
 64.74   	 233.98		 40.87   	  55.95		
 65.68   	 213.63		 41.10   	  55.95		
 66.53   	 208.54		 41.32   	  55.95		
 67.36   	 208.54		 41.55   	  61.04		
 68.20   	 208.54		 41.79   	  71.21		
 69.03   	 218.72		 42.08   	  66.12		
 69.91   	 218.72		 42.34   	  71.21		
 70.78   	 228.89		 42.62   	  71.21		
 71.70   	 223.80		 42.91   	  66.12		
 72.59   	 223.80		 43.17   	  61.04		
 73.49   	 218.72		 43.42   	  61.04		
 74.36   	 213.63		 43.66   	  45.78		
 75.22   	 198.37		 43.85   	  45.78		
 76.01   	 188.20		 44.03   	  35.61		
 76.76   	 172.94		 44.17   	  30.52		
 77.46   	 157.68		 44.29   	  15.26		
 78.09   	 147.51		 44.35   	  10.17		
 78.68   	 132.25		 44.39   	   5.09		
 79.21   	 122.07		 44.41(S)	   0.00		
 79.69   	 101.73		 44.41   	 -10.17		
 80.10   	  81.38		 44.37   	 -10.17		
 80.43   	  66.12		 44.33   	 -15.26		
 80.69   	  55.95		 44.27   	 -15.26		
 80.92   	  35.61		 44.21   	 -20.35		
 81.06   	  20.35		 44.13   	 -30.52		
 81.14   	  10.17		 44.01   	 -35.61		
 81.18   	  10.17		 43.87   	 -35.61		
 81.22(S)	  -5.09		 43.72   	 -45.78		
 81.20   	 -15.26		 43.54   	 -61.04		
 81.14   	 -30.52		 43.30   	 -71.21		
 81.02   	 -30.52		 43.01   	 -86.47		
 80.89   	 -30.52		 42.67   	-116.99		
 80.77   	 -30.52		 42.20   	-147.51		
 80.65   	 -30.52		 41.61   	-193.29		
 80.53   	 -40.69		 40.83   	-259.41		
 80.37   	 -55.95		 39.80   	-274.67		
 80.14   	 -66.12		 38.70   	-264.50		
 79.88   	 -71.21		 37.64   	-233.98		
 79.59   	 -71.21		 36.70   	-178.03		
 79.31   	 -61.04		 35.99   	-111.90		
 79.06   	 -71.21		 35.54   	 -71.21		
 78.78   	 -81.38		 35.26   	 -55.95		
 78.45   	 -91.56		 35.04   	 -30.52		
 78.09   	-106.82		 34.91   	 -25.43		
 77.66   	-106.82		 34.81   	 -30.52		
 77.23   	-116.99		 34.69   	 -35.61		
 76.76   	-116.99		 34.55   	 -40.69		
 76.30   	-127.16		 34.38   	 -55.95		
 75.79   	-132.25		 34.16   	 -55.95		
 75.26   	-142.42		 33.94   	 -66.12		
 74.69   	-147.51		 33.67   	 -71.21		
 74.10   	-162.77		 33.39   	 -71.21		
 73.45   	-162.77		 33.10   	 -76.30		
 72.80   	-167.85		 32.80   	 -76.30		
 72.13   	-167.85		 32.49   	 -76.30		
 71.45   	-167.85		 32.19   	 -76.30		
 70.78   	-162.77		 31.88   	 -76.30		
 70.13   	-157.68		 31.58   	 -81.38		
 69.50   	-152.59		 31.25   	 -81.38		
 68.89   	-142.42		 30.93   	 -91.56		
 68.32   	-137.33		 30.56   	 -96.64		
 67.77   	-127.16		 30.17   	-101.73		
 67.26   	-122.07		 29.77   	-111.90		
 66.77   	-106.82		 29.32   	-111.90		
 66.35   	-106.82		 28.87   	-106.82		
 65.92   	-101.73		 28.44   	-106.82		
 65.51   	 -96.64		 28.02   	 -96.64		
 65.13   	-101.73		 27.63   	-101.73		
 64.72   	 -96.64		 27.22   	 -96.64		
 64.33   	 -91.56		 26.84   	 -91.56		
 63.97   	 -91.56		 26.47   	 -91.56		
 63.60   	 -81.38		 26.10   	 -86.47		
 63.28   	 -86.47		 25.76   	 -81.38		
 62.93   	 -86.47		 25.43   	 -76.30		
 62.58   	 -86.47		 25.13   	 -76.30		
 62.24   	 -81.38		 24.82   	 -76.30		
 61.91   	 -71.21		 24.52   	 -76.30		
 61.63   	 -71.21		 24.21   	 -71.21		
 61.34   	 -71.21		 23.93   	 -76.30		
 61.06   	 -66.12		 23.62   	 -66.12		
 60.79   	 -61.04		 23.36   	 -66.12		
 60.55   	 -61.04		 23.09   	 -66.12		
 60.30   	 -61.04		 22.83   	 -66.12		
 60.06   	 -50.86		 22.56   	 -66.12		
 59.86   	 -45.78		 22.30   	 -66.12		
 59.67   	 -35.61		 22.03   	 -66.12		
 59.53   	 -40.69		 21.77   	 -55.95		
 59.37   	 -40.69		 21.55   	 -61.04		
 59.21   	 -40.69		 21.30   	 -55.95		
 59.04   	 -45.78		 21.08   	 -55.95		
 58.86   	 -45.78		 20.85   	 -50.86		
 58.68   	 -40.69		 20.65   	 -50.86		
 58.51   	 -35.61		 20.45   	 -55.95		
 58.37   	 -35.61		 20.22   	 -61.04		
 58.23   	 -35.61		 19.98   	 -66.12		
 58.09   	 -40.69		 19.72   	 -55.95		
 57.92   	 -40.69		 19.49   	 -55.95		
 57.76   	 -40.69		 19.27   	 -55.95		
 57.60   	 -40.69		 19.04   	 -50.86		
 57.44   	 -40.69		 18.84   	 -50.86		
 57.27   	 -35.61		 18.64   	 -55.95		
 57.13   	 -30.52		 18.41   	 -50.86		
 57.01   	 -35.61		 18.21   	 -45.78		
 56.87   	 -30.52		 18.03   	 -45.78		
 56.74   	 -35.61		 17.84   	 -50.86		
 56.60   	 -30.52		 17.64   	 -50.86		
 56.48   	 -35.61		 17.44   	 -50.86		
 56.34   	 -35.61		 17.23   	 -50.86		
 56.20   	 -30.52		 17.03   	 -50.86		
 56.07   	 -30.52		 16.83   	 -50.86		
 55.95   	 -25.43		 16.62   	 -55.95		
 55.85   	 -35.61		 16.40   	 -50.86		
 55.71   	 -30.52		 16.20   	 -55.95		
 55.58   	 -35.61		 15.97   	 -45.78		
 55.44   	 -35.61		 15.79   	 -50.86		
 55.30   	 -35.61		 15.58   	 -45.78		
 55.16   	 -35.61		 15.40   	 -50.86		
 55.02   	 -35.61		 15.20   	 -45.78		
 54.87   	 -40.69		 15.02   	 -50.86		
 54.71   	 -40.69		 14.81   	 -45.78		
 54.55   	 -40.69		 14.63   	 -45.78		
 54.38   	 -45.78		 14.45   	 -45.78		
 54.20   	 -35.61		 14.26   	 -45.78		
 54.06   	 -35.61		 14.08   	 -45.78		
 53.92   	 -30.52		 13.90   	 -45.78		
 53.79   	 -35.61		 13.71   	 -50.86		
 53.65   	 -30.52		 13.51   	 -61.04		
 53.53   	 -30.52		 13.27   	 -61.04		
 53.41   	 -35.61		 13.02   	 -40.69		
 53.27   	 -25.43		 12.86   	 -45.78		
 53.16   	 -25.43		 12.68   	 -45.78		
 53.06   	 -30.52		 12.49   	 -20.35		
 52.94   	 -35.61		 12.41(D)	  25.43		
 52.80   	 -35.61		 12.51   	  55.95		
 52.65   	 -30.52		 12.74   	 106.82		
 52.53   	 -30.52		 13.16   	 152.59		
 52.41   	 -25.43		 13.77   	 178.03		
 52.31   	 -35.61		 14.49   	 203.46		
 52.17   	 -35.61		 15.30   	 218.72		
 52.02   	 -35.61		 16.17   	 233.98		
 51.88   	 -30.52		 17.11   	 269.58		
 51.76   	 -35.61		 18.19   	 274.67		
 51.62   	 -35.61		 19.29   	 259.41		
 51.47   	 -35.61		 20.33   	 228.89		
 51.33   	 -30.52		 21.24   	 193.29		
 51.21   	 -35.61		 22.01   	 188.20		
 51.07   	 -30.52		 22.77   	 193.29		
 50.95   	 -30.52		 23.54   	 208.54		
 50.82   	 -30.52		 24.37   	 213.63		
 50.70   	 -30.52		 25.23   	 218.72		
 50.58   	 -35.61		 26.10   	 208.54		
 50.44   	 -35.61		 26.94   	 208.54		
 50.29   	 -30.52		 27.77   	 208.54		
 50.17   	 -35.61		 28.61   	 208.54		
 50.03   	 -35.61		 29.44   	 198.37		
 49.89   	 -30.52		 30.23   	 183.11		
 49.77   	 -25.43		 30.97   	 178.03		
 49.66   	 -30.52		 31.68   	 178.03		
 49.54   	 -30.52		 32.39   	 188.20		
 49.42   	 -30.52		 33.14   	 198.37		
 49.30   	 -30.52		 33.94   	 213.63		
 49.18   	 -20.35		 34.79   	 203.46		
 49.09   	 -10.17		 35.61   	 172.94		
 49.05(D)	  10.17		 36.30   	 147.51		
 49.09   	  35.61		 36.89   	 132.25		
 49.24   	  86.47		 37.42   	 127.16		
 49.58   	 142.42		 37.92   	 111.90		
 50.15   	 203.46		 38.37   	 106.82		
 50.97   	 264.50		 38.80   	 106.82		
 52.02   	 300.10		 39.23   	 111.90		
 53.22   	 325.53		 39.67   	 127.16		
 54.53   	 335.71		 40.18   	 147.51		
 55.87   	 335.71		 40.77   	 152.59		
 57.21   	 325.53		 41.38   	 157.68		
 58.51   	 310.27		 42.01   	 157.68		
 59.76   	 284.84		 42.64   	 147.51		
 60.89   	 254.32		 43.23   	 142.42		
 61.91   	 223.80		 43.80   	 127.16		
 62.81   	 203.46		 44.31   	 122.07		
 63.62   	 183.11		 44.80   	  96.64		
 64.35   	 172.94		 45.19   	  91.56		
 65.05   	 172.94		 45.55   	  76.30		
 65.74   	 167.85		 45.86   	  66.12		
 66.41   	 178.03		 46.12   	  61.04		
 67.12   	 172.94		 46.37   	  61.04		
 67.81   	 172.94		 46.61   	  50.86		
 68.50   	 172.94		 46.82   	  45.78		
 69.20   	 172.94		 47.00   	  40.69		
 69.89   	 172.94		 47.16   	  40.69		
 70.58   	 162.77		 47.32   	  40.69		
 71.23   	 152.59		 47.49   	  35.61		
 71.84   	 152.59		 47.63   	  35.61		
 72.45   	 142.42		 47.77   	  35.61		
 73.02   	 122.07		 47.91   	  30.52		
 73.51   	 111.90		 48.04   	  30.52		
 73.96   	 106.82		 48.16   	  20.35		
 74.38   	 101.73		 48.24   	  15.26		
 74.79   	  86.47		 48.30   	  15.26		
 75.14   	  66.12		 48.36   	   5.09		
 75.40   	  50.86		 48.38(S)	  -5.09		
 75.60   	  40.69		 48.36   	 -10.17		
 75.77   	  35.61		 48.32   	 -15.26		
 75.91   	  20.35		 48.26   	 -20.35		
 75.99   	  15.26		 48.18   	 -35.61		
 76.05(S)	  -5.09		 48.04   	 -45.78		
 76.03   	 -10.17		 47.85   	 -71.21		
 75.99   	 -15.26		 47.57   	 -76.30		
 75.93   	 -25.43		 47.26   	 -66.12		
 75.83   	 -25.43		 47.00   	 -91.56		
 75.73   	 -20.35		 46.63   	-122.07		
 75.65   	 -30.52		 46.14   	-142.42		
 75.52   	 -40.69		 45.57   	-157.68		
 75.36   	 -50.86		 44.94   	-193.29		
 75.16   	 -50.86		 44.17   	-228.89		
 74.95   	 -66.12		 43.26   	-269.58		
 74.69   	 -71.21		 42.18   	-264.50		
 74.40   	 -76.30		 41.12   	-223.80		
 74.10   	 -81.38		 40.22   	-188.20		
 73.77   	 -86.47		 39.47   	-142.42		
 73.43   	 -86.47		 38.90   	-106.82		
 73.08   	-101.73		 38.47   	 -86.47		
 72.68   	-106.82		 38.13   	 -71.21		
 72.25   	-116.99		 37.84   	 -55.95		
 71.78   	-132.25		 37.62   	 -40.69		
 71.25   	-132.25		 37.46   	 -30.52		
 70.72   	-142.42		 37.33   	 -25.43		
 70.15   	-142.42		 37.23   	 -20.35		
 69.58   	-152.59		 37.15   	 -25.43		
 68.97   	-157.68		 37.05   	 -30.52		
 68.34   	-157.68		 36.93   	 -45.78		
 67.71   	-152.59		 36.74   	 -55.95		
 67.10   	-147.51		 36.52   	 -81.38		
 66.51   	-137.33		 36.20   	 -96.64		
 65.96   	-127.16		 35.81   	-111.90		
 65.45   	-122.07		 35.36   	-127.16		
 64.96   	-106.82		 34.85   	-137.33		
 64.54   	-101.73		 34.30   	-147.51		
 64.13   	-101.73		 33.71   	-162.77		
 63.72   	 -96.64		 33.06   	-157.68		
 63.34   	 -96.64		 32.43   	-152.59		
 62.95   	 -91.56		 31.82   	-142.42		
 62.58   	 -91.56		 31.25   	-106.82		
 62.22   	 -86.47		 30.82   	 -55.95		
 61.87   	 -86.47		 30.60   	 -25.43		
 61.53   	 -81.38		 30.50   	 -10.17		
 61.20   	 -81.38		 30.46   	  -5.09		
 60.87   	 -86.47		 30.44   	 -20.35		
 60.53   	 -81.38		 30.36   	 -45.78		
 60.20   	 -81.38		 30.17   	 -71.21		
 59.88   	 -76.30		 29.89   	-106.82		
 59.57   	 -76.30		 29.46   	-122.07		
 59.27   	 -71.21		 28.97   	-142.42		
 58.98   	 -71.21		 28.40   	-147.51		
 58.70   	 -66.12		 27.81   	-147.51		
 58.43   	 -71.21		 27.22   	-132.25		
 58.15   	 -61.04		 26.69   	-122.07		
 57.90   	 -55.95		 26.21   	-111.90		
 57.68   	 -50.86		 25.76   	-101.73		
 57.48   	 -50.86		 25.35   	 -91.56		
 57.27   	 -50.86		 24.98   	 -81.38		
 57.07   	 -40.69		 24.66   	 -71.21		
 56.91   	 -40.69		 24.37   	 -66.12		
 56.74   	 -35.61		 24.11   	 -61.04		
 56.60   	 -40.69		 23.87   	 -50.86		
 56.44   	 -40.69		 23.66   	 -55.95		
 56.28   	 -40.69		 23.44   	 -55.95		
 56.11   	 -35.61		 23.21   	 -61.04		
 55.97   	 -30.52		 22.97   	 -66.12		
 55.85   	 -30.52		 22.71   	 -66.12		
 55.73   	 -30.52		 22.44   	 -66.12		
 55.61   	 -35.61		 22.18   	 -66.12		
 55.46   	 -40.69		 21.91   	 -66.12		
 55.30   	 -35.61		 21.65   	 -61.04		
 55.16   	 -35.61		 21.40   	 -61.04		
 55.02   	 -35.61		 21.16   	 -55.95		
 54.87   	 -35.61		 20.94   	 -55.95		
 54.73   	 -35.61		 20.71   	 -55.95		
 54.59   	 -35.61		 20.49   	 -55.95		
 54.45   	 -30.52		 20.26   	 -61.04		
 54.32   	 -30.52		 20.02   	 -61.04		
 54.20   	 -35.61		 19.78   	 -71.21		
