WITTCASE NUMBER: HB003006
SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RFA     	  RFA'		  RV     	  RV'		
 55.56   	 -15.26		  6.71   	  50.86		
 55.50   	 -20.35		  6.92   	  61.04		
 55.42   	 -25.43		  7.16   	  71.21		
 55.32   	 -25.43		  7.45   	  91.56		
 55.22   	 -30.52		  7.81   	 106.82		
 55.10   	 -20.35		  8.24   	 132.25		
 55.02   	 -20.35		  8.77   	 162.77		
 54.93   	 -15.26		  9.42(E)	 193.29		
 54.87   	   0.00		 10.19   	 233.98		
 54.87   	   0.00		 11.13   	 274.67		
 54.87   	  10.17		 12.23   	 295.01		
 54.91   	  10.17		 13.41   	 310.27		
 54.95   	   5.09		 14.65   	 300.10		
 54.97   	   0.00		 15.85   	 269.58		
 54.97   	 -10.17		 16.93   	 228.89		
 54.93   	 -20.35		 17.84   	 167.85		
 54.85   	 -35.61		 18.51   	 111.90		
 54.71   	 -61.04		 18.96   	  55.95		
 54.47   	 -91.56		 19.19   	  15.26		
 54.10   	-132.25		 19.25   	 -10.17		
 53.57   	-193.29		 19.21   	 -25.43		
 52.80   	-259.41		 19.10   	 -40.69		
 51.76   	-340.79		 18.94   	 -35.61		
 50.40   	-422.18		 18.80   	 -35.61		
 48.71   	-513.73		 18.66   	 -25.43		
 46.65   	-595.11		 18.56   	  -5.09		
 44.27   	-666.32		 18.54   	  20.35		
 41.61   	-712.10		 18.62   	  66.12		
 38.76   	-732.45		 18.88   	 137.33		
 35.83   	-727.36		 19.43   	 213.63		
 32.92   	-676.50		 20.28   	 310.27		
 30.21   	-595.11		 21.53   	 422.18		
 27.83   	-473.04		 23.21   	 518.82		
 25.94   	-325.53		 25.29   	 610.37		
 24.64   	-152.59		 27.73   	 691.76		
 24.03   	  35.61		 30.50   	 752.79		
 24.17   	 228.89		 33.51   	 788.40		
 25.09   	 412.00		 36.66   	 813.83		
 26.73   	 569.68		 39.92   	 818.92		
 29.01   	 707.02		 43.19   	 824.00		
 31.84   	 808.75		 46.49   	 813.83		
 35.08   	 869.78		 49.75   	 793.49		
 38.56   	 895.22		 52.92   	 778.23		
 42.14   	 879.96		 56.03   	 747.71		
 45.66   	 834.18		 59.02   	 717.19		
 48.99   	 768.05		 61.89   	 676.50		
 52.06   	 676.50		 64.60   	 635.81		
 54.77   	 579.86		 67.14   	 595.11		
 57.09   	 473.04		 69.52   	 544.25		
 58.98   	 361.14		 71.70   	 503.56		
 60.43   	 259.41		 73.71   	 452.69		
 61.46   	 162.77		 75.52   	 401.83		
 62.12   	  76.30		 77.13   	 350.97		
 62.42   	  20.35		 78.53   	 300.10		
 62.50   	 -25.43		 79.74   	 239.06		
 62.40   	 -45.78		 80.69   	 172.94		
 62.22   	 -10.17		 81.38   	 137.33		
 62.18   	  35.61		 81.93   	 106.82		
 62.32   	  91.56		 82.36   	  81.38		
 62.69   	 157.68		 82.69   	  71.21		
 63.32   	 218.72		 82.97   	  61.04		
 64.19   	 274.67		 83.21   	  50.86		
 65.29   	 305.19		 83.42   	  50.86		
 66.51   	 320.45		 83.62   	  45.78		
 67.79   	 320.45		 83.80   	  50.86		
 69.07   	 295.01		 84.01   	  61.04		
 70.25   	 259.41		 84.25   	  66.12		
 71.29   	 203.46		 84.52   	  81.38		
 72.11   	 147.51		 84.84   	  96.64		
 72.70   	  81.38		 85.23   	 101.73		
 73.02   	  30.52		 85.64   	 111.90		
 73.14   	 -10.17		 86.08   	 116.99		
 73.10   	 -40.69		 86.55   	 116.99		
 72.94   	 -45.78		 87.02   	 122.07		
 72.76   	 -45.78		 87.51   	 116.99		
 72.57   	 -20.35		 87.98   	 122.07		
 72.49   	  10.17		 88.46   	 122.07		
 72.53   	  55.95		 88.95   	 116.99		
 72.76   	 101.73		 89.42   	 122.07		
 73.16   	 147.51		 89.91   	 116.99		
 73.75   	 249.24		 90.38   	 132.25		
 74.75   	 269.58		 90.91   	 127.16		
 75.83   	 279.75		 91.41   	 127.16		
 76.95   	 284.84		 91.92   	 116.99		
 78.09   	 284.84		 92.39   	 116.99		
 79.23   	 269.58		 92.86   	 106.82		
 80.30   	 254.32		 93.29   	 101.73		
 81.32   	 239.06		 93.69   	  96.64		
 82.28   	 213.63		 94.08   	  91.56		
 83.13   	 203.46		 94.45   	  76.30		
 83.95   	 183.11		 94.75   	  66.12		
 84.68   	 172.94		 95.01   	  50.86		
 85.37   	 157.68		 95.22   	  30.52		
 86.00   	 152.59		 95.34   	   5.09		
 86.61   	 147.51		 95.36(S)	 -20.35		
 87.20   	 137.33		 95.28   	 -55.95		
 87.75   	 132.25		 95.06   	 -91.56		
 88.28   	 127.16		 94.69   	-137.33		
 88.79   	 111.90		 94.14   	-178.03		
 89.24   	 101.73		 93.43   	-228.89		
 89.64   	  86.47		 92.51   	-279.75		
 89.99   	  66.12		 91.39   	-330.62		
 90.25   	  40.69		 90.07   	-376.40		
 90.42   	  15.26		 88.57   	-422.18		
 90.48(S)	 -10.17		 86.88   	-473.04		
 90.44   	 -66.12		 84.98   	-615.46		
 90.17   	 -91.56		 82.52   	-645.98		
 89.81   	-116.99		 79.94   	-671.41		
 89.34   	-132.25		 77.25   	-701.93		
 88.81   	-147.51		 74.45   	-727.36		
 88.22   	-157.68		 71.54   	-752.79		
 87.59   	-162.77		 68.52   	-768.05		
 86.94   	-172.94		 65.45   	-788.40		
 86.25   	-172.94		 62.30   	-803.66		
 85.55   	-172.94		 59.08   	-808.75		
 84.86   	-172.94		 55.85   	-808.75		
 84.17   	-178.03		 52.61   	-813.83		
 83.46   	-172.94		 49.36   	-798.57		
 82.77   	-178.03		 46.16   	-793.49		
 82.05   	-183.11		 42.99   	-773.14		
 81.32   	-178.03		 39.90   	-752.79		
 80.61   	-178.03		 36.89   	-732.45		
 79.90   	-183.11		 33.96   	-707.02		
 79.17   	-178.03		 31.13   	-676.50		
 78.45   	-183.11		 28.42   	-651.07		
 77.72   	-178.03		 25.82   	-625.63		
 77.01   	-183.11		 23.32   	-590.03		
 76.28   	-178.03		 20.96   	-559.51		
 75.56   	-183.11		 18.72   	-528.99		
 74.83   	-178.03		 16.60   	-508.65		
 74.12   	-213.63		 14.57   	-523.90		
 73.27   	-208.54		 12.47   	-493.39		
 72.43   	-208.54		 10.50   	-473.04		
 71.60   	-203.46		  8.61   	-437.43		
 70.78   	-203.46		  6.86   	-396.74		
 69.97   	-188.20		  5.27   	-350.97		
 69.22   	-162.77		  3.87   	-295.01		
 68.57   	-142.42		  2.69   	-244.15		
 68.00   	-106.82		  1.71   	-188.20		
 67.57   	 -76.30		  0.96   	-147.51		
 67.26   	 -35.61		  0.37   	-101.73		
 67.12   	   0.00		 -0.04   	 -76.30		
 67.12   	  20.35		 -0.35   	 -55.95		
 67.20   	  40.69		 -0.57   	 -30.52		
 67.36   	  50.86		 -0.69   	 -15.26		
 67.57   	  45.78		 -0.75(D)	   0.00		
 67.75   	  35.61		 -0.75   	  10.17		
 67.89   	  15.26		 -0.71   	  25.43		
 67.95   	  -5.09		 -0.61   	  30.52		
 67.93   	 -25.43		 -0.49   	  40.69		
 67.83   	 -55.95		 -0.33   	  50.86		
 67.61   	 -66.12		 -0.12   	  50.86		
 67.34   	 -91.56		  0.08   	  50.86		
 66.98   	-101.73		  0.28   	  55.95		
 66.57   	-111.90		  0.51   	  50.86		
 66.12   	-122.07		  0.71   	  50.86		
 65.64   	-132.25		  0.92   	  45.78		
 65.11   	-127.16		  1.10   	  50.86		
 64.60   	-132.25		  1.30   	  55.95		
 64.07   	-127.16		  1.53   	  61.04		
 63.56   	-116.99		  1.77   	  76.30		
 63.09   	-111.90		  2.08   	  86.47		
 62.64   	-101.73		  2.42   	  96.64		
 62.24   	 -81.38		  2.81   	  96.64		
 61.91   	 -76.30		  3.19   	  96.64		
 61.61   	 -61.04		  3.58   	  86.47		
 61.36   	 -50.86		  3.93   	  86.47		
 61.16   	 -45.78		  4.27   	  76.30		
 60.98   	 -40.69		  4.58   	  71.21		
 60.81   	 -35.61		  4.86   	  66.12		
 60.67   	 -40.69		  5.13   	  66.12		
 60.51   	 -40.69		  5.39   	  66.12		
 60.35   	 -55.95		  5.66   	  50.86		
 60.12   	 -61.04		  5.86   	  40.69		
 59.88   	 -71.21		  6.02   	  20.35		
 59.59   	 -81.38		  6.10   	  -5.09		
 59.27   	 -86.47		  6.08   	 -30.52		
 58.92   	 -91.56		  5.96   	 -45.78		
 58.56   	 -86.47		  5.78   	 -61.04		
 58.21   	 -81.38		  5.53   	 -71.21		
 57.88   	 -71.21		  5.25   	 -76.30		
 57.60   	 -61.04		  4.94   	 -81.38		
 57.35   	 -45.78		  4.62   	 -81.38		
 57.17   	 -35.61		  4.29   	 -76.30		
 57.03   	 -25.43		  3.99   	 -76.30		
 56.93   	 -10.17		  3.68   	 -66.12		
 56.89   	   0.00		  3.42   	 -61.04		
 56.89   	  10.17		  3.17   	 -45.78		
 56.93   	  20.35		  2.99   	 -35.61		
 57.01   	  25.43		  2.85   	 -20.35		
 57.11   	  35.61		  2.77   	 -10.17		
 57.25   	  30.52		  2.73   	   5.09		
 57.38   	  30.52		  2.75   	  10.17		
 57.50   	  20.35		  2.79   	  15.26		
 57.58   	   5.09		  2.85   	  25.43		
 57.60   	  -5.09		  2.95   	  25.43		
 57.58   	 -30.52		  3.05   	  30.52		
 57.46   	 -40.69		  3.17   	  30.52		
 57.29   	 -55.95		  3.30   	  30.52		
 57.07   	 -71.21		  3.42   	  30.52		
 56.79   	 -71.21		  3.54   	  25.43		
 56.50   	 -76.30		  3.64   	  20.35		
 56.20   	 -76.30		  3.72   	  25.43		
 55.89   	 -66.12		  3.83   	  20.35		
 55.63   	 -55.95		  3.91   	  25.43		
 55.40   	 -45.78		  4.01   	  30.52		
 55.22   	 -35.61		  4.13   	  30.52		
 55.08   	 -20.35		  4.25   	  40.69		
 54.99   	 -10.17		  4.42   	  45.78		
 54.95   	   0.00		  4.60   	  50.86		
 54.95   	   5.09		  4.80   	  45.78		
 54.97   	   5.09		  4.98   	  45.78		
 54.99   	   5.09		  5.17   	  40.69		
 55.02   	   0.00		  5.33   	  35.61		
 55.02   	  -5.09		  5.47   	  25.43		
 54.99   	 -20.35		  5.57   	  25.43		
 54.91   	 -30.52		  5.68   	  15.26		
 54.79   	 -40.69		  5.74   	  15.26		
 54.63   	 -50.86		  5.80   	  15.26		
 54.43   	 -55.95		  5.86   	  20.35		
 54.20   	 -61.04		  5.94   	  20.35		
 53.96   	 -76.30		  6.02   	  35.61		
 53.65   	 -76.30		  6.16   	  40.69		
 53.35   	 -76.30		  6.33   	  50.86		
 53.04   	 -66.12		  6.53   	  55.95		
 52.78   	 -61.04		  6.75   	  61.04		
 52.53   	 -50.86		  7.00   	  61.04		
 52.33   	 -35.61		  7.24   	  71.21		
 52.19   	 -30.52		  7.53   	  66.12		
 52.06   	 -15.26		  7.79   	  66.12		
 52.00   	 -10.17		  8.06   	  55.95		
 51.96   	   0.00		  8.28(E)	  50.86		
 51.96   	   5.09		  8.48   	  35.61		
 51.98   	  -5.09		  8.63   	  30.52		
 51.96   	  -5.09		  8.75   	  20.35		
 51.94   	 -10.17		  8.83   	  15.26		
 51.90   	 -20.35		  8.89   	  25.43		
 51.82   	 -30.52		  8.99   	  30.52		
 51.70   	 -35.61		  9.11   	  55.95		
 51.56   	 -35.61		  9.34   	  71.21		
 51.41   	 -40.69		  9.62   	 106.82		
 51.25   	 -35.61		 10.05   	 137.33		
 51.11   	 -30.52		 10.60   	 178.03		
 50.99   	 -20.35		 11.31   	 223.80		
 50.91   	 -20.35		 12.21   	 259.41		
 50.82   	  -5.09		 13.25   	 295.01		
 50.80   	   5.09		 14.43   	 427.26		
 50.82   	   5.09		 16.13   	 457.78		
 50.84   	  15.26		 17.97   	 508.65		
 50.91   	  15.26		 20.00   	 554.42		
 50.97   	  15.26		 22.22   	 595.11		
 51.03   	  15.26		 24.60   	 645.98		
 51.09   	  20.35		 27.18   	 691.76		
 51.17   	  25.43		 29.95   	 717.19		
 51.27   	  25.43		 32.82   	 747.71		
 51.37   	  25.43		 35.81   	 762.97		
 51.47   	  15.26		 38.86   	 762.97		
 51.54   	   5.09		 41.91   	 762.97		
 51.56   	 -10.17		 44.96   	 742.62		
 51.52   	 -25.43		 47.93   	 722.28		
 51.41   	 -50.86		 50.82   	 691.76		
 51.21   	 -76.30		 53.59   	 651.07		
 50.91   	 -91.56		 56.20   	 610.37		
 50.54   	-106.82		 58.64   	 554.42		
 50.11   	-111.90		 60.85   	 508.65		
 49.66   	-116.99		 62.89   	 447.61		
 49.20   	-111.90		 64.68   	 406.92		
 48.75   	 -91.56		 66.31   	 350.97		
 48.38   	 -76.30		 67.71   	 315.36		
 48.08   	 -45.78		 68.97   	 269.58		
 47.89   	 -20.35		 70.05   	 239.06		
 47.81(D)	  50.86		 71.01   	 203.46		
 48.02   	  76.30		 71.82   	 167.85		
 48.32   	  96.64		 72.49   	 147.51		
 48.71   	 106.82		 73.08   	 122.07		
 49.14   	 122.07		 73.57   	 106.82		
 49.62   	 122.07		 74.00   	  91.56		
 50.11   	 122.07		 74.36   	  91.56		
 50.60   	 127.16		 74.73   	  86.47		
 51.11   	 137.33		 75.08   	  91.56		
 51.66   	 152.59		 75.44   	  96.64		
 52.27   	 172.94		 75.83   	 101.73		
 52.96   	 203.46		 76.24   	 111.90		
 53.77   	 239.06		 76.68   	 122.07		
 54.73   	 284.84		 77.17   	 137.33		
 55.87   	 315.36		 77.72   	 152.59		
 57.13   	 356.05		 78.33   	 167.85		
 58.56   	 376.40		 79.00   	 183.11		
 60.06   	 401.83		 79.74   	 203.46		
 61.67   	 401.83		 80.55   	 213.63		
 63.28   	 396.74		 81.40   	 223.80		
 64.86   	 386.57		 82.30   	 233.98		
 66.41   	 361.14		 83.23   	 233.98		
 67.85   	 335.71		 84.17   	 233.98		
 69.20   	 300.10		 85.11   	 228.89		
 70.40   	 269.58		 86.02   	 223.80		
 71.47   	 244.15		 86.92   	 228.89		
 72.45   	 228.89		 87.83   	 213.63		
 73.37   	 213.63		 88.69   	 198.37		
 74.22   	 208.54		 89.48   	 183.11		
 75.06   	 203.46		 90.21   	 162.77		
 75.87   	 213.63		 90.86   	 147.51		
 76.72   	 223.80		 91.45   	 137.33		
 77.62   	 228.89		 92.00   	 116.99		
 78.53   	 244.15		 92.47   	 106.82		
 79.51   	 249.24		 92.90   	 101.73		
 80.51   	 254.32		 93.31   	  86.47		
 81.53   	 254.32		 93.65   	  86.47		
 82.54   	 254.32		 94.00   	  71.21		
 83.56   	 244.15		 94.28   	  71.21		
 84.54   	 233.98		 94.57   	  61.04		
 85.47   	 218.72		 94.81   	  50.86		
 86.35   	 203.46		 95.01   	  35.61		
 87.16   	 183.11		 95.16   	  25.43		
 87.89   	 162.77		 95.26   	  10.17		
 88.54   	 137.33		 95.30(S)	 -15.26		
 89.09   	 111.90		 95.24   	 -30.52		
 89.54   	  91.56		 95.12   	 -66.12		
 89.91   	  66.12		 94.85   	 -91.56		
 90.17   	  45.78		 94.49   	-127.16		
 90.36   	  25.43		 93.98   	-167.85		
 90.46   	  10.17		 93.31   	-208.54		
 90.50(S)	 -15.26		 92.47   	-249.24		
 90.44   	 -30.52		 91.47   	-295.01		
 90.32   	 -45.78		 90.29   	-335.71		
 90.13   	 -55.95		 88.95   	-381.48		
 89.91   	 -71.21		 87.43   	-422.18		
 89.62   	 -76.30		 85.74   	-457.78		
 89.32   	 -86.47		 83.91   	-498.47		
 88.97   	 -91.56		 81.91   	-534.08		
 88.61   	 -96.64		 79.78   	-569.68		
 88.22   	-101.73		 77.50   	-605.29		
 87.81   	-101.73		 75.08   	-640.89		
 87.41   	-101.73		 72.51   	-676.50		
 87.00   	-106.82		 69.81   	-707.02		
 86.57   	-106.82		 66.98   	-732.45		
 86.14   	-106.82		 64.05   	-762.97		
 85.72   	-111.90		 61.00   	-778.23		
 85.27   	-116.99		 57.88   	-788.40		
 84.80   	-127.16		 54.73   	-803.66		
 84.29   	-132.25		 51.52   	-798.57		
 83.76   	-142.42		 48.32   	-798.57		
 83.19   	-147.51		 45.13   	-788.40		
 82.60   	-152.59		 41.97   	-773.14		
 81.99   	-162.77		 38.88   	-757.88		
 81.34   	-162.77		 35.85   	-732.45		
 80.69   	-167.85		 32.92   	-707.02		
 80.02   	-162.77		 30.09   	-676.50		
 79.37   	-167.85		 27.39   	-645.98		
 78.70   	-162.77		 24.80   	-615.46		
 78.05   	-162.77		 22.34   	-579.86		
 77.40   	-162.77		 20.02   	-544.25		
 76.74   	-157.68		 17.84   	-513.73		
 76.11   	-157.68		 15.79   	-467.95		
 75.48   	-157.68		 13.92   	-437.43		
 74.85   	-147.51		 12.17   	-391.66		
 74.26   	-147.51		 10.60   	-350.97		
 73.67   	-142.42		  9.20   	-320.45		
 73.10   	-142.42		  7.91   	-279.75		
 72.53   	-127.16		  6.80   	-254.32		
 72.02   	-127.16		  5.78   	-228.89		
 71.52   	-111.90		  4.86   	-198.37		
 71.07   	-106.82		  4.07   	-178.03		
 70.64   	-101.73		  3.36   	-152.59		
 70.23   	 -86.47		  2.75   	-132.25		
 69.89   	 -81.38		  2.22   	-111.90		
 69.56   	 -71.21		  1.77   	 -91.56		
 69.28   	 -71.21		  1.40   	 -71.21		
 68.99   	 -71.21		  1.12   	 -61.04		
 68.71   	 -66.12		  0.87   	 -50.86		
 68.44   	 -71.21		  0.67   	 -40.69		
 68.16   	 -76.30		  0.51   	 -25.43		
 67.85   	 -76.30		  0.41   	 -20.35		
 67.55   	 -86.47		  0.33   	 -15.26		
 67.20   	 -96.64		  0.26   	  -5.09		
