WITTCASE NUMBER: HB002733
SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  FA     	  FA'		  RV     	  RV'		
 41.49   	 -40.69		  9.18   	  96.64		
 41.32   	 -35.61		  9.56   	 106.82		
 41.18   	 -35.61		  9.99   	 116.99		
 41.04   	 -35.61		 10.46   	 127.16		
 40.90   	 -35.61		 10.97   	 142.42		
 40.75   	 -35.61		 11.54   	 157.68		
 40.61   	 -35.61		 12.17   	 172.94		
 40.47   	 -30.52		 12.86   	 198.37		
 40.35   	 -35.61		 13.65   	 213.63		
 40.20   	 -35.61		 14.51   	 239.06		
 40.06   	 -30.52		 15.46   	 259.41		
 39.94   	 -35.61		 16.50   	 279.75		
 39.80   	 -30.52		 17.62   	 289.93		
 39.67   	 -30.52		 18.78   	 305.19		
 39.55   	 -30.52		 20.00   	 310.27		
 39.43   	 -20.35		 21.24   	 320.45		
 39.35   	 -10.17		 22.52   	 325.53		
 39.31   	  -5.09		 23.82   	 320.45		
 39.29(D)	  15.26		 25.11   	 315.36		
 39.35   	  30.52		 26.37   	 310.27		
 39.47   	  55.95		 27.61   	 310.27		
 39.69   	  81.38		 28.85   	 300.10		
 40.02   	 106.82		 30.05   	 295.01		
 40.45   	 142.42		 31.23   	 289.93		
 41.02   	 172.94		 32.39   	 279.75		
 41.71   	 208.54		 33.51   	 279.75		
 42.54   	 244.15		 34.63   	 269.58		
 43.52   	 274.67		 35.71   	 264.50		
 44.62   	 305.19		 36.76   	 259.41		
 45.84   	 340.79		 37.80   	 249.24		
 47.20   	 361.14		 38.80   	 244.15		
 48.65   	 386.57		 39.78   	 233.98		
 50.19   	 406.92		 40.71   	 223.80		
 51.82   	 422.18		 41.61   	 213.63		
 53.51   	 432.35		 42.46   	 208.54		
 55.24   	 432.35		 43.30   	 193.29		
 56.97   	 437.43		 44.07   	 188.20		
 58.72   	 437.43		 44.82   	 172.94		
 60.47   	 422.18		 45.51   	 167.85		
 62.16   	 412.00		 46.18   	 162.77		
 63.80   	 396.74		 46.84   	 152.59		
 65.39   	 371.31		 47.45   	 142.42		
 66.88   	 350.97		 48.02   	 137.33		
 68.28   	 315.36		 48.57   	 127.16		
 69.54   	 289.93		 49.07   	 116.99		
 70.70   	 254.32		 49.54   	 111.90		
 71.72   	 213.63		 49.99   	  96.64		
 72.57   	 178.03		 50.38   	  86.47		
 73.29   	 132.25		 50.72   	  66.12		
 73.81   	  96.64		 50.99   	  55.95		
 74.20   	  55.95		 51.21   	  30.52		
 74.42   	  15.26		 51.33   	  10.17		
 74.49(S)	 -20.35		 51.37(S)	 -10.17		
 74.40   	 -55.95		 51.33   	 -45.78		
 74.18   	 -86.47		 51.15   	 -71.21		
 73.83   	-111.90		 50.86   	-111.90		
 73.39   	-137.33		 50.42   	-137.33		
 72.84   	-157.68		 49.87   	-178.03		
 72.21   	-172.94		 49.16   	-213.63		
 71.52   	-188.20		 48.30   	-249.24		
 70.76   	-198.37		 47.30   	-284.84		
 69.97   	-203.46		 46.16   	-315.36		
 69.16   	-208.54		 44.90   	-340.79		
 68.32   	-213.63		 43.54   	-371.31		
 67.47   	-218.72		 42.05   	-391.66		
 66.59   	-218.72		 40.49   	-406.92		
 65.72   	-223.80		 38.86   	-427.26		
 64.82   	-228.89		 37.15   	-437.43		
 63.91   	-223.80		 35.40   	-447.61		
 63.01   	-228.89		 33.61   	-447.61		
 62.10   	-228.89		 31.82   	-447.61		
 61.18   	-223.80		 30.03   	-442.52		
 60.28   	-223.80		 28.26   	-432.35		
 59.39   	-218.72		 26.53   	-422.18		
 58.51   	-208.54		 24.84   	-401.83		
 57.68   	-203.46		 23.23   	-386.57		
 56.87   	-193.29		 21.69   	-366.22		
 56.09   	-183.11		 20.22   	-345.88		
 55.36   	-167.85		 18.84   	-325.53		
 54.69   	-157.68		 17.54   	-305.19		
 54.06   	-147.51		 16.32   	-284.84		
 53.47   	-137.33		 15.18   	-269.58		
 52.92   	-122.07		 14.10   	-244.15		
 52.43   	-111.90		 13.12   	-233.98		
 51.98   	-101.73		 12.19   	-213.63		
 51.58   	 -91.56		 11.33   	-193.29		
 51.21   	 -81.38		 10.56   	-183.11		
 50.88   	 -76.30		  9.83   	-167.85		
 50.58   	 -71.21		  9.16   	-147.51		
 50.29   	 -66.12		  8.57   	-132.25		
 50.03   	 -55.95		  8.04   	-116.99		
 49.81   	 -55.95		  7.57   	-101.73		
 49.58   	 -50.86		  7.16   	 -86.47		
 49.38   	 -50.86		  6.82   	 -71.21		
 49.18   	 -45.78		  6.53   	 -61.04		
 48.99   	 -45.78		  6.29   	 -45.78		
 48.81   	 -45.78		  6.10   	 -40.69		
 48.63   	 -45.78		  5.94   	 -35.61		
 48.44   	 -45.78		  5.80   	 -25.43		
 48.26   	 -40.69		  5.70   	 -25.43		
 48.10   	 -40.69		  5.60   	 -15.26		
 47.93   	 -45.78		  5.53   	 -20.35		
 47.75   	 -40.69		  5.45   	 -10.17		
 47.59   	 -40.69		  5.41   	 -10.17		
 47.43   	 -45.78		  5.37   	  -5.09		
 47.24   	 -40.69		  5.35(D)	   0.00		
 47.08   	 -40.69		  5.35   	   0.00		
 46.92   	 -40.69		  5.35   	   5.09		
 46.75   	 -40.69		  5.37   	  10.17		
 46.59   	 -40.69		  5.41   	  10.17		
 46.43   	 -40.69		  5.45   	  10.17		
 46.27   	 -40.69		  5.49   	  15.26		
 46.10   	 -40.69		  5.55   	  15.26		
 45.94   	 -40.69		  5.62   	  15.26		
 45.78   	 -40.69		  5.68   	  10.17		
 45.62   	 -40.69		  5.72   	  15.26		
 45.45   	 -40.69		  5.78   	  10.17		
 45.29   	 -40.69		  5.82   	   5.09		
 45.13   	 -40.69		  5.84   	  10.17		
 44.96   	 -40.69		  5.88   	   5.09		
 44.80   	 -40.69		  5.90   	   5.09		
 44.64   	 -45.78		  5.92   	  10.17		
 44.46   	 -45.78		  5.96(E)	   5.09		
 44.27   	 -45.78		  5.98   	  10.17		
 44.09   	 -45.78		  6.02   	  10.17		
 43.91   	 -50.86		  6.06   	  10.17		
 43.70   	 -45.78		  6.10   	   5.09		
 43.52   	 -45.78		  6.12   	  10.17		
 43.34   	 -45.78		  6.16   	  10.17		
 43.15   	 -50.86		  6.21   	  15.26		
 42.95   	 -45.78		  6.27   	  15.26		
 42.77   	 -45.78		  6.33   	  20.35		
 42.58   	 -40.69		  6.41   	  25.43		
 42.42   	 -45.78		  6.51   	  40.69		
 42.24   	 -45.78		  6.67   	  45.78		
 42.05   	 -40.69		  6.86   	  55.95		
 41.89   	 -45.78		  7.08   	  71.21		
 41.71   	 -40.69		  7.37   	  81.38		
 41.55   	 -40.69		  7.69   	  91.56		
 41.38   	 -35.61		  8.06   	 101.73		
 41.24   	 -40.69		  8.46   	 111.90		
 41.08   	 -40.69		  8.91   	 116.99		
 40.92   	 -35.61		  9.38   	 132.25		
 40.77   	 -40.69		  9.91   	 142.42		
 40.61   	 -35.61		 10.48   	 152.59		
 40.47   	 -40.69		 11.09   	 172.94		
 40.31   	 -35.61		 11.78   	 188.20		
 40.16   	 -40.69		 12.53   	 213.63		
 40.00   	 -35.61		 13.39   	 228.89		
 39.86   	 -35.61		 14.30   	 254.32		
 39.72   	 -40.69		 15.32   	 274.67		
 39.55   	 -35.61		 16.42   	 289.93		
 39.41   	 -30.52		 17.58   	 305.19		
 39.29   	 -30.52		 18.80   	 315.36		
 39.17   	 -30.52		 20.06   	 315.36		
 39.04   	 -15.26		 21.32   	 320.45		
 38.98   	 -10.17		 22.60   	 315.36		
 38.94(D)	   0.00		 23.87   	 310.27		
 38.94   	  20.35		 25.11   	 300.10		
 39.02   	  35.61		 26.31   	 295.01		
 39.17   	  66.12		 27.49   	 284.84		
 39.43   	  86.47		 28.63   	 274.67		
 39.78   	 116.99		 29.73   	 269.58		
 40.24   	 147.51		 30.80   	 259.41		
 40.83   	 183.11		 31.84   	 259.41		
 41.57   	 208.54		 32.88   	 254.32		
 42.40   	 249.24		 33.90   	 249.24		
 43.40   	 274.67		 34.89   	 244.15		
 44.50   	 305.19		 35.87   	 239.06		
 45.72   	 335.71		 36.83   	 233.98		
 47.06   	 356.05		 37.76   	 223.80		
 48.48   	 381.48		 38.66   	 218.72		
 50.01   	 391.66		 39.53   	 213.63		
 51.58   	 406.92		 40.39   	 198.37		
 53.20   	 412.00		 41.18   	 193.29		
 54.85   	 417.09		 41.95   	 178.03		
 56.52   	 412.00		 42.67   	 172.94		
 58.17   	 406.92		 43.36   	 162.77		
 59.80   	 396.74		 44.01   	 152.59		
 61.38   	 381.48		 44.62   	 147.51		
 62.91   	 361.14		 45.21   	 132.25		
 64.35   	 340.79		 45.74   	 127.16		
 65.72   	 315.36		 46.25   	 111.90		
 66.98   	 284.84		 46.69   	 106.82		
 68.12   	 259.41		 47.12   	  96.64		
 69.16   	 218.72		 47.51   	  81.38		
 70.03   	 188.20		 47.83   	  71.21		
 70.78   	 152.59		 48.12   	  55.95		
 71.39   	 111.90		 48.34   	  40.69		
 71.84   	  76.30		 48.50   	  25.43		
 72.15   	  35.61		 48.61   	   5.09		
 72.29   	   5.09		 48.63(S)	 -20.35		
 72.31(S)	 -71.21		 48.55   	 -76.30		
 72.02   	 -96.64		 48.24   	-116.99		
 71.64   	-116.99		 47.77   	-147.51		
 71.17   	-147.51		 47.18   	-183.11		
 70.58   	-157.68		 46.45   	-218.72		
 69.95   	-178.03		 45.57   	-259.41		
 69.24   	-193.29		 44.54   	-284.84		
 68.46   	-198.37		 43.40   	-320.45		
 67.67   	-208.54		 42.12   	-345.88		
 66.84   	-213.63		 40.73   	-366.22		
 65.98   	-218.72		 39.27   	-386.57		
 65.11   	-228.89		 37.72   	-401.83		
 64.19   	-223.80		 36.11   	-412.00		
 63.30   	-228.89		 34.47   	-417.09		
 62.38   	-233.98		 32.80   	-427.26		
 61.44   	-228.89		 31.09   	-427.26		
 60.53   	-228.89		 29.38   	-427.26		
 59.61   	-228.89		 27.67   	-427.26		
 58.70   	-223.80		 25.96   	-417.09		
 57.80   	-213.63		 24.29   	-406.92		
 56.95   	-208.54		 22.67   	-401.83		
 56.11   	-198.37		 21.06   	-381.48		
 55.32   	-188.20		 19.53   	-371.31		
 54.57   	-172.94		 18.05   	-350.97		
 53.88   	-167.85		 16.64   	-335.71		
 53.20   	-152.59		 15.30   	-310.27		
 52.59   	-142.42		 14.06   	-289.93		
 52.02   	-127.16		 12.90   	-274.67		
 51.52   	-122.07		 11.80   	-249.24		
 51.03   	-106.82		 10.80   	-223.80		
 50.60   	-101.73		  9.91   	-208.54		
 50.19   	 -91.56		  9.07   	-193.29		
 49.83   	 -81.38		  8.30   	-167.85		
 49.50   	 -76.30		  7.63   	-152.59		
 49.20   	 -71.21		  7.02   	-132.25		
 48.91   	 -61.04		  6.49   	-116.99		
 48.67   	 -61.04		  6.02   	-101.73		
 48.42   	 -61.04		  5.62   	 -91.56		
 48.18   	 -50.86		  5.25   	 -76.30		
 47.98   	 -50.86		  4.94   	 -61.04		
 47.77   	 -50.86		  4.70   	 -55.95		
 47.57   	 -45.78		  4.48   	 -45.78		
 47.39   	 -40.69		  4.29   	 -35.61		
 47.22   	 -45.78		  4.15   	 -30.52		
 47.04   	 -40.69		  4.03   	 -25.43		
 46.88   	 -40.69		  3.93   	 -20.35		
 46.71   	 -35.61		  3.85   	 -15.26		
 46.57   	 -40.69		  3.78   	 -10.17		
 46.41   	 -35.61		  3.74   	 -10.17		
 46.27   	 -35.61		  3.70(D)	   0.00		
 46.12   	 -40.69		  3.70   	   0.00		
 45.96   	 -35.61		  3.70   	  10.17		
 45.82   	 -35.61		  3.74   	  10.17		
 45.68   	 -35.61		  3.78   	  15.26		
 45.53   	 -35.61		  3.85   	  20.35		
 45.39   	 -35.61		  3.93   	  25.43		
 45.25   	 -35.61		  4.03   	  25.43		
 45.11   	 -35.61		  4.13   	  25.43		
 44.96   	 -35.61		  4.23   	  20.35		
 44.82   	 -35.61		  4.31   	  25.43		
 44.68   	 -35.61		  4.42   	  20.35		
 44.54   	 -40.69		  4.50   	  20.35		
 44.37   	 -35.61		  4.58   	  15.26		
 44.23   	 -40.69		  4.64   	  10.17		
 44.07   	 -40.69		  4.68   	  10.17		
 43.91   	 -40.69		  4.72   	  10.17		
 43.74   	 -35.61		  4.76   	  10.17		
 43.60   	 -40.69		  4.80   	   5.09		
 43.44   	 -45.78		  4.82   	  15.26		
 43.26   	 -45.78		  4.88(E)	  10.17		
 43.07   	 -40.69		  4.92   	  15.26		
 42.91   	 -45.78		  4.98   	  10.17		
 42.73   	 -45.78		  5.03   	  15.26		
 42.54   	 -40.69		  5.09   	  15.26		
 42.38   	 -45.78		  5.15   	  20.35		
 42.20   	 -45.78		  5.23   	  15.26		
 42.01   	 -40.69		  5.29   	  25.43		
 41.85   	 -45.78		  5.39   	  30.52		
 41.67   	 -40.69		  5.51   	  35.61		
 41.51   	 -45.78		  5.66   	  45.78		
 41.32   	 -40.69		  5.84   	  55.95		
 41.16   	 -40.69		  6.06   	  66.12		
 41.00   	 -40.69		  6.33   	  81.38		
 40.83   	 -40.69		  6.65   	  96.64		
 40.67   	 -40.69		  7.04   	 106.82		
 40.51   	 -35.61		  7.47   	 116.99		
 40.37   	 -35.61		  7.93   	 132.25		
 40.22   	 -35.61		  8.46   	 137.33		
 40.08   	 -35.61		  9.01   	 152.59		
 39.94   	 -35.61		  9.62   	 167.85		
 39.80   	 -35.61		 10.29   	 178.03		
 39.65   	 -35.61		 11.01   	 203.46		
 39.51   	 -30.52		 11.82   	 218.72		
 39.39   	 -35.61		 12.70   	 249.24		
 39.25   	 -30.52		 13.69   	 274.67		
 39.12   	 -30.52		 14.79   	 295.01		
 39.00   	 -35.61		 15.97   	 315.36		
 38.86   	 -30.52		 17.23   	 330.62		
 38.74   	 -30.52		 18.56   	 335.71		
 38.62   	 -30.52		 19.90   	 340.79		
 38.49   	 -25.43		 21.26   	 340.79		
 38.39   	 -20.35		 22.62   	 335.71		
 38.31   	 -15.26		 23.97   	 325.53		
 38.25   	  -5.09		 25.27   	 320.45		
 38.23(D)	  10.17		 26.55   	 310.27		
 38.27   	  20.35		 27.79   	 300.10		
 38.35   	  45.78		 28.99   	 295.01		
 38.53   	  71.21		 30.17   	 289.93		
 38.82   	  96.64		 31.33   	 284.84		
 39.21   	 122.07		 32.47   	 274.67		
 39.69   	 157.68		 33.57   	 274.67		
 40.33   	 183.11		 34.67   	 264.50		
 41.06   	 213.63		 35.73   	 264.50		
 41.91   	 244.15		 36.79   	 254.32		
 42.89   	 274.67		 37.80   	 249.24		
 43.99   	 300.10		 38.80   	 239.06		
 45.19   	 320.45		 39.76   	 233.98		
 46.47   	 340.79		 40.69   	 223.80		
 47.83   	 361.14		 41.59   	 213.63		
 49.28   	 376.40		 42.44   	 208.54		
 50.78   	 381.48		 43.28   	 198.37		
 52.31   	 386.57		 44.07   	 193.29		
 53.86   	 386.57		 44.84   	 183.11		
 55.40   	 381.48		 45.57   	 178.03		
 56.93   	 376.40		 46.29   	 167.85		
 58.43   	 361.14		 46.96   	 157.68		
 59.88   	 350.97		 47.59   	 152.59		
 61.28   	 325.53		 48.20   	 137.33		
 62.58   	 310.27		 48.75   	 127.16		
 63.82   	 284.84		 49.26   	 116.99		
 64.96   	 259.41		 49.73   	 101.73		
 66.00   	 228.89		 50.13   	  86.47		
 66.92   	 198.37		 50.48   	  76.30		
 67.71   	 167.85		 50.78   	  50.86		
 68.38   	 127.16		 50.99   	  40.69		
 68.89   	  96.64		 51.15   	  15.26		
 69.28   	  61.04		 51.21(S)	  -5.09		
 69.52   	  25.43		 51.19   	 -35.61		
 69.62(S)	 -10.17		 51.05   	 -61.04		
 69.58   	 -35.61		 50.80   	 -91.56		
 69.44   	 -66.12		 50.44   	-122.07		
 69.18   	 -96.64		 49.95   	-162.77		
 68.79   	-116.99		 49.30   	-193.29		
 68.32   	-137.33		 48.52   	-228.89		
 67.77   	-152.59		 47.61   	-264.50		
 67.16   	-172.94		 46.55   	-295.01		
 66.47   	-183.11		 45.37   	-320.45		
 65.74   	-193.29		 44.09   	-345.88		
 64.96   	-203.46		 42.71   	-361.14		
 64.15   	-213.63		 41.26   	-386.57		
 63.30   	-218.72		 39.72   	-396.74		
 62.42   	-228.89		 38.13   	-406.92		
 61.51   	-228.89		 36.50   	-422.18		
 60.59   	-233.98		 34.81   	-427.26		
 59.65   	-233.98		 33.10   	-432.35		
 58.72   	-228.89		 31.37   	-432.35		
 57.80   	-228.89		 29.64   	-432.35		
 56.89   	-223.80		 27.91   	-432.35		
 55.99   	-218.72		 26.19   	-422.18		
 55.12   	-208.54		 24.50   	-422.18		
 54.28   	-198.37		 22.81   	-401.83		
 53.49   	-188.20		 21.20   	-396.74		
 52.74   	-178.03		 19.61   	-376.40		
 52.02   	-162.77		 18.11   	-361.14		
 51.37   	-157.68		 16.66   	-340.79		
 50.74   	-137.33		 15.30   	-325.53		
 50.19   	-132.25		 14.00   	-305.19		
 49.66   	-116.99		 12.78   	-279.75		
 49.20   	-106.82		 11.66   	-259.41		
 48.77   	 -96.64		 10.62   	-233.98		
 48.38   	 -86.47		  9.68   	-218.72		
 48.04   	 -81.38		  8.81   	-193.29		
 47.71   	 -76.30		  8.04   	-167.85		
 47.41   	 -66.12		  7.37   	-152.59		
 47.14   	 -61.04		  6.75   	-132.25		
 46.90   	 -55.95		  6.23   	-116.99		
