WITTCASE NUMBER: HA003150
SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  RFA     	  RFA'		
 27.10   	-356.05		 68.87   	 -40.69		
 25.68   	-350.97		 68.71   	 -45.78		
 24.27   	-345.88		 68.52   	 -55.95		
 22.89   	-340.79		 68.30   	 -55.95		
 21.53   	-345.88		 68.08   	 -71.21		
 20.14   	-345.88		 67.79   	 -76.30		
 18.76   	-340.79		 67.49   	 -86.47		
 17.40   	-315.36		 67.14   	 -91.56		
 16.13   	-300.10		 66.77   	 -91.56		
 14.93   	-284.84		 66.41   	 -96.64		
 13.79   	-284.84		 66.02   	 -96.64		
 12.66   	-269.58		 65.64   	 -96.64		
 11.58   	-239.06		 65.25   	 -91.56		
 10.62   	-213.63		 64.88   	 -91.56		
  9.77   	-188.20		 64.52   	 -76.30		
  9.01   	-167.85		 64.21   	 -71.21		
  8.34   	-137.33		 63.93   	 -61.04		
  7.79   	-106.82		 63.68   	 -50.86		
  7.37   	 -81.38		 63.48   	 -45.78		
  7.04   	 -55.95		 63.30   	 -40.69		
  6.82   	 -35.61		 63.13   	 -45.78		
  6.67   	 -15.26		 62.95   	 -45.78		
  6.61   	  10.17		 62.77   	 -61.04		
  6.65   	  25.43		 62.52   	 -76.30		
  6.75   	  40.69		 62.22   	 -91.56		
  6.92   	  45.78		 61.85   	 -91.56		
  7.10   	  40.69		 61.49   	 -91.56		
  7.26   	  40.69		 61.12   	 -96.64		
  7.43   	  30.52		 60.73   	 -96.64		
  7.55   	  15.26		 60.35   	 -86.47		
  7.61   	   5.09		 60.00   	 -81.38		
  7.63   	 -10.17		 59.67   	 -71.21		
  7.59   	 -25.43		 59.39   	 -71.21		
  7.49   	 -40.69		 59.10   	 -66.12		
  7.32   	 -55.95		 58.84   	 -61.04		
  7.10   	 -61.04		 58.60   	 -66.12		
  6.86   	 -71.21		 58.33   	 -61.04		
  6.57   	 -71.21		 58.09   	 -61.04		
  6.29   	 -66.12		 57.84   	 -61.04		
  6.02   	 -55.95		 57.60   	 -66.12		
  5.80   	 -50.86		 57.33   	 -71.21		
  5.60   	 -30.52		 57.05   	 -61.04		
  5.47   	 -20.35		 56.81   	 -55.95		
  5.39   	   0.00		 56.58   	 -50.86		
  5.39   	   5.09		 56.38   	 -55.95		
  5.41   	  20.35		 56.15   	 -55.95		
  5.49   	  25.43		 55.93   	 -50.86		
  5.60   	  25.43		 55.73   	 -50.86		
  5.70   	  25.43		 55.52   	 -45.78		
  5.80   	  25.43		 55.34   	 -50.86		
  5.90   	  25.43		 55.14   	 -55.95		
  6.00   	  25.43		 54.91   	 -50.86		
  6.10   	  35.61		 54.71   	 -50.86		
  6.25   	  30.52		 54.51   	 -50.86		
  6.37   	  40.69		 54.30   	 -40.69		
  6.53   	  45.78		 54.14   	 -45.78		
  6.71   	  50.86		 53.96   	 -40.69		
  6.92   	  40.69		 53.79   	 -40.69		
  7.08   	  45.78		 53.63   	 -40.69		
  7.26   	  35.61		 53.47   	 -40.69		
  7.41   	  35.61		 53.31   	 -40.69		
  7.55   	  25.43		 53.14   	 -40.69		
  7.65   	  15.26		 52.98   	 -35.61		
  7.71   	   5.09		 52.84   	 -40.69		
  7.73   	  -5.09		 52.68   	 -35.61		
  7.71   	 -20.35		 52.53   	 -30.52		
  7.63   	 -25.43		 52.41   	 -30.52		
  7.53   	 -25.43		 52.29   	 -40.69		
  7.43   	 -25.43		 52.13   	 -40.69		
  7.32   	 -20.35		 51.96   	 -30.52		
  7.24   	   0.00		 51.84   	 -35.61		
  7.24   	  10.17		 51.70   	 -30.52		
  7.28   	  25.43		 51.58   	 -40.69		
  7.39   	  30.52		 51.41   	 -30.52		
  7.51   	  45.78		 51.29   	 -30.52		
  7.69   	  50.86		 51.17   	 -30.52		
  7.89   	  61.04		 51.05   	 -30.52		
  8.14   	  55.95		 50.93   	 -35.61		
  8.36   	  55.95		 50.78   	 -30.52		
  8.59   	  61.04		 50.66   	 -30.52		
  8.83   	  55.95		 50.54   	 -30.52		
  9.05   	  50.86		 50.42   	 -35.61		
  9.26   	  50.86		 50.27   	 -25.43		
  9.46   	  40.69		 50.17   	 -25.43		
  9.62   	  35.61		 50.07   	 -25.43		
  9.77   	  30.52		 49.97   	 -30.52		
  9.89   	  20.35		 49.85   	 -25.43		
  9.97   	   5.09		 49.75   	 -25.43		
  9.99   	  -5.09		 49.64   	 -15.26		
  9.97   	 -15.26		 49.58   	 -25.43		
  9.91   	 -15.26		 49.48   	 -25.43		
  9.85   	 -25.43		 49.38   	 -30.52		
  9.75   	 -25.43		 49.26   	 -25.43		
  9.64   	 -35.61		 49.16   	 -30.52		
  9.50   	 -30.52		 49.03   	 -35.61		
  9.38   	 -25.43		 48.89   	 -25.43		
  9.28   	 -25.43		 48.79   	 -30.52		
  9.18   	 -35.61		 48.67   	 -25.43		
  9.03   	 -45.78		 48.57   	 -25.43		
  8.85   	 -35.61		 48.46   	 -20.35		
  8.71   	 -20.35		 48.38   	 -15.26		
  8.63   	 -10.17		 48.32   	 -15.26		
  8.59   	  10.17		 48.26   	 -20.35		
  8.63   	  35.61		 48.18   	 -20.35		
  8.77   	  55.95		 48.10   	 -20.35		
  8.99   	  96.64		 48.02   	 -20.35		
  9.38   	 111.90		 47.93   	 -30.52		
  9.83   	 116.99		 47.81   	 -25.43		
 10.29   	 101.73		 47.71   	 -30.52		
 10.70   	 111.90		 47.59   	 -25.43		
 11.15   	 147.51		 47.49   	 -20.35		
 11.74   	 233.98		 47.41   	 -20.35		
 12.68   	 289.93		 47.32   	 -15.26		
 13.84   	 274.67		 47.26   	 -20.35		
 14.93   	 249.24		 47.18   	 -15.26		
 15.93   	 259.41		 47.12   	 -20.35		
 16.97   	 350.97		 47.04   	 -25.43		
 18.37   	 371.31		 46.94   	 -25.43		
 19.86   	 371.31		 46.84   	 -30.52		
 21.34   	 381.48		 46.71   	 -30.52		
 22.87   	 391.66		 46.59   	 -20.35		
 24.44   	 406.92		 46.51   	 -15.26		
 26.06   	 417.09		 46.45   	 -20.35		
 27.73   	 427.26		 46.37   	 -15.26		
 29.44   	 432.35		 46.31   	 -20.35		
 31.17   	 432.35		 46.23   	 -10.17		
 32.90   	 442.52		 46.18   	 -10.17		
 34.67   	 452.69		 46.14   	 -10.17		
 36.48   	 452.69		 46.10   	 -15.26		
 38.29   	 442.52		 46.04   	 -15.26		
 40.06   	 437.43		 45.98   	 -15.26		
 41.81   	 427.26		 45.92   	 -20.35		
 43.52   	 412.00		 45.84   	 -20.35		
 45.17   	 396.74		 45.76   	 -20.35		
 46.75   	 381.48		 45.68   	 -20.35		
 48.28   	 350.97		 45.59   	 -15.26		
 49.68   	 330.62		 45.53   	 -10.17		
 51.01   	 295.01		 45.49   	 -15.26		
 52.19   	 264.50		 45.43   	 -10.17		
 53.24   	 233.98		 45.39   	 -10.17		
 54.18   	 208.54		 45.35   	 -10.17		
 55.02   	 178.03		 45.31   	 -10.17		
 55.73   	 152.59		 45.27   	 -20.35		
 56.34   	 122.07		 45.19   	 -20.35		
 56.83   	 111.90		 45.11   	 -20.35		
 57.27   	  91.56		 45.03   	 -20.35		
 57.64   	  81.38		 44.94   	 -25.43		
 57.97   	  76.30		 44.84   	 -20.35		
 58.27   	  76.30		 44.76   	 -25.43		
 58.58   	  86.47		 44.66   	 -15.26		
 58.92   	  86.47		 44.60   	 -20.35		
 59.27   	  96.64		 44.52   	 -25.43		
 59.65   	 106.82		 44.41   	 -20.35		
 60.08   	 122.07		 44.33   	 -25.43		
 60.57   	 137.33		 44.23   	 -10.17		
 61.12   	 152.59		 44.19   	 -10.17		
 61.73   	 162.77		 44.15   	 -15.26		
 62.38   	 172.94		 44.09   	 -15.26		
 63.07   	 183.11		 44.03   	 -15.26		
 63.80   	 188.20		 43.97   	  -5.09		
 64.56   	 198.37		 43.95   	   0.00		
 65.35   	 198.37		 43.95   	  10.17		
 66.14   	 198.37		 43.99   	  20.35		
 66.94   	 198.37		 44.07   	  45.78		
 67.73   	 198.37		 44.25   	  81.38		
 68.52   	 193.29		 44.58   	 127.16		
 69.30   	 188.20		 45.09   	 188.20		
 70.05   	 183.11		 45.84   	 254.32		
 70.78   	 183.11		 46.86   	 300.10		
 71.52   	 178.03		 48.06   	 325.53		
 72.23   	 172.94		 49.36   	 315.36		
 72.92   	 167.85		 50.62   	 264.50		
 73.59   	 157.68		 51.68   	 203.46		
 74.22   	 147.51		 52.49   	 142.42		
 74.81   	 137.33		 53.06   	  76.30		
 75.36   	 111.90		 53.37   	  30.52		
 75.81   	  96.64		 53.49   	   5.09		
 76.20   	  81.38		 53.51   	  15.26		
 76.52   	  66.12		 53.57   	  35.61		
 76.79   	  40.69		 53.71   	  66.12		
 76.95   	  30.52		 53.98   	 101.73		
 77.07   	  10.17		 54.38   	 142.42		
 77.11(S)	 -10.17		 54.95   	 167.85		
 77.07   	 -20.35		 55.63   	 172.94		
 76.99   	 -40.69		 56.32   	 183.11		
 76.83   	 -61.04		 57.05   	 172.94		
 76.58   	 -81.38		 57.74   	 162.77		
 76.26   	-106.82		 58.39   	 167.85		
 75.83   	-132.25		 59.06   	 162.77		
 75.30   	-157.68		 59.71   	 152.59		
 74.67   	-188.20		 60.33   	 152.59		
 73.92   	-213.63		 60.94   	 152.59		
 73.06   	-239.06		 61.55   	 162.77		
 72.11   	-264.50		 62.20   	 157.68		
 71.05   	-289.93		 62.83   	 147.51		
 69.89   	-315.36		 63.42   	 137.33		
 68.63   	-340.79		 63.97   	 132.25		
 67.26   	-361.14		 64.50   	 122.07		
 65.82   	-386.57		 64.98   	 116.99		
 64.27   	-422.18		 65.45   	  96.64		
 62.58   	-457.78		 65.84   	  96.64		
 60.75   	-493.39		 66.23   	  91.56		
 58.78   	-518.82		 66.59   	 101.73		
 56.70   	-528.99		 67.00   	  96.64		
 54.59   	-513.73		 67.39   	  91.56		
 52.53   	-513.73		 67.75   	  86.47		
 50.48   	-523.90		 68.10   	  81.38		
 48.38   	-539.16		 68.42   	  71.21		
 46.23   	-528.99		 68.71   	  61.04		
 44.11   	-513.73		 68.95   	  50.86		
 42.05   	-488.30		 69.16   	  35.61		
 40.10   	-473.04		 69.30   	  15.26		
 38.21   	-457.78		 69.36   	   5.09		
 36.38   	-442.52		 69.38(S)	  -5.09		
 34.61   	-427.26		 69.36   	 -20.35		
 32.90   	-406.92		 69.28   	 -30.52		
 31.27   	-396.74		 69.16   	 -30.52		
 29.68   	-381.48		 69.03   	 -35.61		
 28.16   	-376.40		 68.89   	 -35.61		
 26.65   	-366.22		 68.75   	 -45.78		
 25.19   	-361.14		 68.57   	 -50.86		
 23.74   	-350.97		 68.36   	 -61.04		
 22.34   	-345.88		 68.12   	 -66.12		
 20.96   	-340.79		 67.85   	 -71.21		
 19.59   	-335.71		 67.57   	 -76.30		
 18.25   	-335.71		 67.26   	 -86.47		
 16.91   	-310.27		 66.92   	 -91.56		
 15.67   	-284.84		 66.55   	 -96.64		
 14.53   	-279.75		 66.16   	 -96.64		
 13.41   	-269.58		 65.78   	 -96.64		
 12.33   	-249.24		 65.39   	 -96.64		
 11.33   	-228.89		 65.00   	 -96.64		
 10.42   	-208.54		 64.62   	 -86.47		
  9.58   	-178.03		 64.27   	 -76.30		
  8.87   	-142.42		 63.97   	 -61.04		
  8.30   	-116.99		 63.72   	 -61.04		
  7.83   	 -86.47		 63.48   	 -50.86		
  7.49   	 -66.12		 63.28   	 -40.69		
  7.22   	 -50.86		 63.11   	 -35.61		
  7.02   	 -35.61		 62.97   	 -45.78		
  6.88   	 -15.26		 62.79   	 -55.95		
  6.82   	   0.00		 62.56   	 -71.21		
  6.82   	  20.35		 62.28   	 -81.38		
  6.90   	  25.43		 61.95   	 -91.56		
  7.00   	  25.43		 61.59   	 -96.64		
  7.10   	  25.43		 61.20   	 -96.64		
  7.20   	  25.43		 60.81   	 -96.64		
  7.30   	  20.35		 60.43   	 -91.56		
  7.39   	  10.17		 60.06   	 -86.47		
  7.43   	  -5.09		 59.71   	 -81.38		
  7.41   	 -20.35		 59.39   	 -71.21		
  7.32   	 -25.43		 59.10   	 -66.12		
  7.22   	 -35.61		 58.84   	 -66.12		
  7.08   	 -45.78		 58.58   	 -66.12		
  6.90   	 -55.95		 58.31   	 -66.12		
  6.67   	 -55.95		 58.05   	 -61.04		
  6.45   	 -61.04		 57.80   	 -61.04		
  6.21   	 -55.95		 57.56   	 -61.04		
  5.98   	 -50.86		 57.31   	 -66.12		
  5.78   	 -40.69		 57.05   	 -66.12		
  5.62   	 -30.52		 56.79   	 -55.95		
  5.49   	 -15.26		 56.56   	 -55.95		
  5.43   	  -5.09		 56.34   	 -45.78		
