WITTCASE NUMBER: HB001310
SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  AO     	  AO'		  RV     	  RV'		
 55.34   	 -61.04		  2.10   	 -20.35		
 55.10   	 -50.86		  2.01   	 -15.26		
 54.89   	 -81.38		  1.95   	 -20.35		
 54.57   	 -91.56		  1.87   	 -30.52		
 54.20   	 -50.86		  1.75   	 -30.52		
 54.00   	 -15.26		  1.63   	 -25.43		
 53.94   	 -30.52		  1.53   	 -20.35		
 53.81   	 -45.78		  1.44   	  -5.09		
 53.63   	 -40.69		  1.42(D)	   5.09		
 53.47   	 -25.43		  1.44   	  10.17		
 53.37   	  25.43		  1.49   	  25.43		
 53.47   	  25.43		  1.59   	  30.52		
 53.57   	 -40.69		  1.71   	  25.43		
 53.41   	 -66.12		  1.81   	  25.43		
 53.14   	 -45.78		  1.91   	  25.43		
 52.96   	 -35.61		  2.01   	  25.43		
 52.82   	 -50.86		  2.12   	  25.43		
 52.61   	 -30.52		  2.22   	  25.43		
 52.49   	 -15.26		  2.32   	  20.35		
 52.43   	 -71.21		  2.40   	  35.61		
 52.15   	 -61.04		  2.54   	  55.95		
 51.90   	 -10.17		  2.77   	  61.04		
 51.86   	 -20.35		  3.01   	  66.12		
 51.78   	 -15.26		  3.28   	  55.95		
 51.72   	 -15.26		  3.50   	  40.69		
 51.66   	 -96.64		  3.66   	  30.52		
 51.27   	 -30.52		  3.78(E)	  20.35		
 51.15   	 -45.78		  3.87   	   5.09		
 50.97   	 -61.04		  3.89   	 -15.26		
 50.72   	 -25.43		  3.83   	 -20.35		
 50.62   	   5.09		  3.74   	 -25.43		
 50.64   	 -15.26		  3.64   	 -25.43		
 50.58   	 -40.69		  3.54   	 -30.52		
 50.42   	 -45.78		  3.42   	 -25.43		
 50.23   	 -40.69		  3.32   	 -20.35		
 50.07   	   5.09		  3.23   	 -10.17		
 50.09   	  25.43		  3.19   	   0.00		
 50.19   	 -20.35		  3.19   	  15.26		
 50.11   	 -40.69		  3.26   	  30.52		
 49.95   	 -20.35		  3.38   	  55.95		
 49.87   	 -25.43		  3.60   	  86.47		
 49.77   	 -20.35		  3.95   	 116.99		
 49.68   	 -25.43		  4.42   	 142.42		
 49.58   	 -61.04		  4.98   	 152.59		
 49.34   	 -76.30		  5.60   	 167.85		
 49.03   	 -50.86		  6.27   	 183.11		
 48.83   	 -20.35		  7.00   	 213.63		
 48.75   	 -10.17		  7.85   	 223.80		
 48.71   	  25.43		  8.75   	 218.72		
 48.81   	  15.26		  9.62   	 249.24		
 48.87   	-152.59		 10.62   	 432.35		
 48.26   	 -15.26		 12.35   	 473.04		
 48.20   	 -30.52		 14.24   	 493.39		
 48.08   	 -61.04		 16.22   	 503.56		
 47.83   	 -45.78		 18.23   	 518.82		
 47.65   	 -45.78		 20.31   	 534.08		
 47.47   	 -45.78		 22.44   	 559.51		
 47.28   	 -10.17		 24.68   	 574.77		
 47.24   	   0.00		 26.98   	 549.34		
 47.24   	 -25.43		 29.18   	 478.13		
 47.14   	 -30.52		 31.09   	 386.57		
 47.02   	 -35.61		 32.63   	 310.27		
 46.88   	 -50.86		 33.88   	 264.50		
 46.67   	  -5.09		 34.93   	 213.63		
 46.65   	  30.52		 35.79   	 157.68		
 46.77   	   0.00		 36.42   	  96.64		
 46.77   	  10.17		 36.81   	  61.04		
 46.82   	   5.09		 37.05   	  35.61		
 46.84   	 -55.95		 37.19   	  30.52		
 46.61   	 -81.38		 37.31   	  25.43		
 46.29   	 -40.69		 37.42   	  20.35		
 46.12(D)	  25.43		 37.50   	  15.26		
 46.23   	  81.38		 37.56   	  20.35		
 46.55   	 178.03		 37.64   	  35.61		
 47.26   	 239.06		 37.78   	  50.86		
 48.22   	 691.76		 37.99   	  96.64		
 50.99   	 467.95		 38.37   	 106.82		
 52.86   	 457.78		 38.80   	 106.82		
 54.69   	 396.74		 39.23   	 111.90		
 56.28   	 381.48		 39.67   	 116.99		
 57.80   	 335.71		 40.14   	 132.25		
 59.15   	 239.06		 40.67   	 127.16		
 60.10   	 142.42		 41.18   	 132.25		
 60.67   	 101.73		 41.71   	 132.25		
 61.08   	 132.25		 42.24   	 132.25		
 61.61   	 162.77		 42.77   	 137.33		
 62.26   	 188.20		 43.32   	 127.16		
 63.01   	 208.54		 43.82   	 127.16		
 63.85   	 198.37		 44.33   	 111.90		
 64.64   	 157.68		 44.78   	 111.90		
 65.27   	 122.07		 45.23   	 101.73		
 65.76   	 106.82		 45.64   	 101.73		
 66.18   	 137.33		 46.04   	  86.47		
 66.73   	 137.33		 46.39   	  86.47		
 67.28   	 132.25		 46.73   	  76.30		
 67.81   	 147.51		 47.04   	  66.12		
 68.40   	 162.77		 47.30   	  66.12		
 69.05   	 193.29		 47.57   	  61.04		
 69.83   	 228.89		 47.81   	  61.04		
 70.74   	 193.29		 48.06   	  55.95		
 71.52   	 142.42		 48.28   	  40.69		
 72.09   	 137.33		 48.44   	  40.69		
 72.63   	  81.38		 48.61   	  30.52		
 72.96   	  25.43		 48.73   	  30.52		
 73.06   	  25.43		 48.85   	  25.43		
 73.16   	  50.86		 48.95   	   5.09		
 73.37   	  25.43		 48.97(S)	 -10.17		
 73.47(S)	 -15.26		 48.93   	 -25.43		
 73.41   	 -15.26		 48.83   	 -50.86		
 73.35   	 -30.52		 48.63   	 -66.12		
 73.22   	 -30.52		 48.36   	 -86.47		
 73.10   	 -66.12		 48.02   	-111.90		
 72.84   	-132.25		 47.57   	-157.68		
 72.31   	-142.42		 46.94   	-203.46		
 71.74   	-111.90		 46.12   	-218.72		
 71.29   	-116.99		 45.25   	-244.15		
 70.82   	-132.25		 44.27   	-300.10		
 70.29   	-137.33		 43.07   	-366.22		
 69.75   	-147.51		 41.61   	-406.92		
 69.16   	-142.42		 39.98   	-452.69		
 68.59   	 -96.64		 38.17   	-483.21		
 68.20   	-111.90		 36.24   	-508.65		
 67.75   	-208.54		 34.20   	-528.99		
 66.92   	-228.89		 32.09   	-544.25		
 66.00   	-183.11		 29.91   	-544.25		
 65.27   	-203.46		 27.73   	-523.90		
 64.46   	-259.41		 25.64   	-518.82		
 63.42   	-254.32		 23.56   	-508.65		
 62.40   	-264.50		 21.53   	-483.21		
 61.34   	-233.98		 19.59   	-452.69		
 60.41   	-152.59		 17.78   	-417.09		
 59.80   	 -96.64		 16.11   	-381.48		
 59.41   	 -66.12		 14.59   	-356.05		
 59.15   	 -25.43		 13.16   	-325.53		
 59.04   	  25.43		 11.86   	-295.01		
 59.15   	  30.52		 10.68   	-259.41		
 59.27   	   5.09		  9.64   	-233.98		
 59.29   	 -25.43		  8.71   	-203.46		
 59.19   	-122.07		  7.89   	-183.11		
 58.70   	-183.11		  7.16   	-172.94		
 57.97   	-178.03		  6.47   	-152.59		
 57.25   	-162.77		  5.86   	-132.25		
 56.60   	-137.33		  5.33   	-122.07		
 56.05   	-106.82		  4.84   	-111.90		
 55.63   	 -71.21		  4.39   	-101.73		
 55.34   	 -66.12		  3.99   	 -96.64		
 55.08   	 -50.86		  3.60   	 -76.30		
 54.87   	 -76.30		  3.30   	 -66.12		
 54.57   	 -71.21		  3.03   	 -61.04		
 54.28   	 -10.17		  2.79   	 -61.04		
 54.24   	   0.00		  2.54   	 -50.86		
 54.24   	 -61.04		  2.34   	 -45.78		
 54.00   	-111.90		  2.16   	 -45.78		
 53.55   	 -76.30		  1.97   	 -50.86		
 53.24   	 -10.17		  1.77   	 -40.69		
 53.20   	 -35.61		  1.61   	 -40.69		
 53.06   	 -30.52		  1.44   	 -25.43		
 52.94   	 -25.43		  1.34   	 -20.35		
 52.84   	   5.09		  1.26   	  -5.09		
 52.86   	  25.43		  1.24(D)	   5.09		
 52.96   	 -25.43		  1.26   	  25.43		
 52.86   	 -96.64		  1.36   	  40.69		
 52.47   	 -91.56		  1.53   	  45.78		
 52.11   	 -25.43		  1.71   	  45.78		
 52.00   	 -20.35		  1.89   	  45.78		
 51.92   	 -40.69		  2.08   	  45.78		
 51.76   	 -25.43		  2.26   	  40.69		
 51.66   	 -61.04		  2.42   	  35.61		
 51.41   	 -55.95		  2.56   	  40.69		
 51.19   	 -10.17		  2.73   	  40.69		
 51.15   	  15.26		  2.89   	  35.61		
 51.21   	  -5.09		  3.03   	  20.35		
 51.19   	 -55.95		  3.11   	  20.35		
 50.97   	 -50.86		  3.19   	  15.26		
 50.76   	 -45.78		  3.26   	  25.43		
 50.58   	 -40.69		  3.36   	  15.26		
 50.42   	 -71.21		  3.42(E)	  10.17		
 50.13   	 -61.04		  3.46   	   5.09		
 49.89   	 -15.26		  3.48   	   0.00		
 49.83   	  -5.09		  3.48   	  10.17		
 49.81   	   0.00		  3.52   	   5.09		
 49.81   	   5.09		  3.54   	   0.00		
 49.83   	 -10.17		  3.54   	   0.00		
 49.79   	 -20.35		  3.54   	   0.00		
 49.70   	  15.26		  3.54   	  -5.09		
 49.77   	 -35.61		  3.52   	  -5.09		
 49.62   	 -86.47		  3.50   	   0.00		
 49.28   	 -55.95		  3.50   	  10.17		
 49.05   	   0.00		  3.54   	  20.35		
 49.05   	 -10.17		  3.62   	  40.69		
 49.01   	 -45.78		  3.78   	  66.12		
 48.83   	 -71.21		  4.05   	  86.47		
 48.55   	 -61.04		  4.39   	 106.82		
 48.30   	 -10.17		  4.82   	 122.07		
 48.26   	  15.26		  5.31   	 142.42		
 48.32   	 -25.43		  5.88   	 167.85		
 48.22   	 -10.17		  6.55   	 198.37		
 48.18   	  10.17		  7.34   	 213.63		
 48.22   	 -20.35		  8.20   	 233.98		
 48.14   	 -50.86		  9.14   	 279.75		
 47.93   	 -45.78		 10.25   	 437.43		
 47.75   	 -25.43		 12.00   	 478.13		
 47.65   	 -30.52		 13.92   	 493.39		
 47.53   	 -76.30		 15.89   	 503.56		
 47.22   	 -96.64		 17.90   	 518.82		
 46.84   	 -61.04		 19.98   	 539.16		
 46.59   	 -10.17		 22.14   	 574.77		
 46.55   	  10.17		 24.44   	 584.94		
 46.59   	   5.09		 26.78   	 544.25		
 46.61   	   0.00		 28.95   	 462.87		
 46.61   	 -30.52		 30.80   	 386.57		
 46.49   	 -50.86		 32.35   	 330.62		
 46.29   	 -30.52		 33.67   	 279.75		
 46.16   	 -25.43		 34.79   	 228.89		
 46.06   	 -45.78		 35.71   	 172.94		
 45.88   	 -10.17		 36.40   	 116.99		
 45.84   	 -15.26		 36.87   	  76.30		
 45.78   	 -40.69		 37.17   	  55.95		
 45.62   	 -10.17		 37.40   	  45.78		
 45.57(D)	  45.78		 37.58   	  35.61		
 45.76   	  61.04		 37.72   	  30.52		
 46.00   	  45.78		 37.84   	  30.52		
 46.18   	  50.86		 37.97   	  35.61		
 46.39   	  96.64		 38.11   	  40.69		
 46.77   	 178.03		 38.27   	  50.86		
 47.49   	 701.93		 38.47   	  86.47		
 50.29   	 432.35		 38.82   	  91.56		
 52.02   	 467.95		 39.19   	  91.56		
 53.90   	 452.69		 39.55   	 101.73		
 55.71   	 396.74		 39.96   	 122.07		
 57.29   	 335.71		 40.45   	 127.16		
 58.64   	 274.67		 40.96   	 127.16		
 59.74   	 178.03		 41.46   	 132.25		
 60.45   	 147.51		 41.99   	 127.16		
 61.04   	 172.94		 42.50   	 137.33		
 61.73   	 162.77		 43.05   	 132.25		
 62.38   	 137.33		 43.58   	 132.25		
 62.93   	 132.25		 44.11   	 122.07		
 63.46   	 137.33		 44.60   	 122.07		
 64.01   	 142.42		 45.09   	 111.90		
 64.58   	 167.85		 45.53   	 111.90		
 65.25   	 193.29		 45.98   	 106.82		
 66.02   	 152.59		 46.41   	  91.56		
 66.63   	 152.59		 46.77   	  86.47		
 67.24   	 167.85		 47.12   	  81.38		
 67.91   	 157.68		 47.45   	  76.30		
 68.55   	 172.94		 47.75   	  66.12		
 69.24   	 203.46		 48.02   	  55.95		
 70.05   	 178.03		 48.24   	  50.86		
 70.76   	 142.42		 48.44   	  50.86		
 71.33   	 132.25		 48.65   	  45.78		
 71.86   	 116.99		 48.83   	  40.69		
 72.33   	 122.07		 48.99   	  40.69		
 72.82   	 137.33		 49.16   	  30.52		
 73.37   	  96.64		 49.28   	  25.43		
 73.75   	  15.26		 49.38   	  20.35		
 73.81   	  10.17		 49.46   	  10.17		
 73.86   	  30.52		 49.50(S)	  -5.09		
 73.98(S)	 -25.43		 49.48   	 -25.43		
 73.88   	 -81.38		 49.38   	 -45.78		
 73.55   	 -96.64		 49.20   	 -76.30		
 73.16   	-132.25		 48.89   	 -91.56		
 72.63   	-106.82		 48.52   	-116.99		
 72.21   	 -45.78		 48.06   	-157.68		
 72.02   	 -96.64		 47.43   	-208.54		
 71.64   	-142.42		 46.59   	-228.89		
 71.07   	-116.99		 45.68   	-249.24		
 70.60   	 -86.47		 44.68   	-295.01		
 70.25   	 -96.64		 43.50   	-361.14		
 69.87   	-116.99		 42.05   	-422.18		
 69.40   	-178.03		 40.37   	-473.04		
 68.69   	-193.29		 38.47   	-498.47		
 67.91   	-127.16		 36.48   	-523.90		
 67.41   	-116.99		 34.38   	-539.16		
 66.94   	-198.37		 32.23   	-554.42		
 66.14   	-259.41		 30.01   	-554.42		
 65.11   	-223.80		 27.79   	-544.25		
 64.21   	-198.37		 25.62   	-528.99		
 63.42   	-269.58		 23.50   	-503.56		
 62.34   	-274.67		 21.49   	-483.21		
 61.24   	-223.80		 19.55   	-452.69		
 60.35   	-172.94		 17.74   	-427.26		
 59.65   	-122.07		 16.03   	-386.57		
 59.17   	 -55.95		 14.49   	-356.05		
 58.94   	 -15.26		 13.06   	-325.53		
 58.88   	 -15.26		 11.76   	-300.10		
 58.82   	   5.09		 10.56   	-259.41		
 58.84   	 -20.35		  9.52   	-228.89		
 58.76   	 -55.95		  8.61   	-203.46		
 58.53   	 -45.78		  7.79   	-188.20		
 58.35   	 -86.47		  7.04   	-167.85		
 58.01   	-127.16		  6.37   	-152.59		
 57.50   	-167.85		  5.76   	-132.25		
 56.83   	-213.63		  5.23   	-116.99		
 55.97   	-167.85		  4.76   	-101.73		
 55.30   	 -81.38		  4.35   	 -91.56		
 54.97   	 -35.61		  3.99   	 -86.47		
 54.83   	 -45.78		  3.64   	 -76.30		
 54.65   	 -50.86		  3.34   	 -71.21		
 54.45   	 -35.61		  3.05   	 -55.95		
 54.30   	 -30.52		  2.83   	 -55.95		
 54.18   	  -5.09		  2.60   	 -45.78		
 54.16   	 -25.43		  2.42   	 -50.86		
 54.06   	 -66.12		  2.22   	 -50.86		
 53.79   	 -66.12		  2.01   	 -50.86		
 53.53   	 -15.26		  1.81   	 -45.78		
 53.47   	 -35.61		  1.63   	 -30.52		
 53.33   	-101.73		  1.51   	 -15.26		
 52.92   	 -96.64		  1.44   	 -15.26		
 52.53   	 -25.43		  1.38(D)	   0.00		
 52.43   	   0.00		  1.38   	  10.17		
 52.43   	  -5.09		  1.42   	  25.43		
 52.41   	 -15.26		  1.53   	  30.52		
 52.35   	 -35.61		  1.65   	  30.52		
 52.21   	 -10.17		  1.77   	  40.69		
 52.17   	  -5.09		  1.93   	  40.69		
 52.15   	 -50.86		  2.10   	  40.69		
 51.94   	 -76.30		  2.26   	  35.61		
 51.64   	 -50.86		  2.40   	  25.43		
 51.43   	 -30.52		  2.50   	  25.43		
 51.31   	 -50.86		  2.60   	  30.52		
 51.11   	 -45.78		  2.73   	  35.61		
 50.93   	 -15.26		  2.87   	  30.52		
 50.86   	 -15.26		  2.99   	  40.69		
 50.80   	 -20.35		  3.15   	  40.69		
 50.72   	 -20.35		  3.32   	  50.86		
 50.64   	 -25.43		  3.52   	  25.43		
 50.54   	 -25.43		  3.62(E)	  20.35		
 50.44   	 -50.86		  3.70   	  10.17		
 50.23   	 -45.78		  3.74   	   5.09		
 50.05   	 -35.61		  3.76   	   0.00		
 49.91   	 -45.78		  3.76   	 -15.26		
 49.73   	 -25.43		  3.70   	 -15.26		
 49.62   	 -20.35		  3.64   	 -20.35		
 49.54   	 -10.17		  3.56   	 -25.43		
 49.50   	  25.43		  3.46   	 -30.52		
 49.60   	  -5.09		  3.34   	 -25.43		
 49.58   	 -45.78		  3.23   	 -15.26		
 49.40   	 -40.69		  3.17   	   0.00		
 49.24   	 -50.86		  3.17   	  20.35		
 49.03   	 -66.12		  3.26   	  50.86		
 48.77   	 -61.04		  3.46   	  76.30		
 48.52   	 -40.69		  3.76   	 111.90		
 48.36   	  10.17		  4.21   	 142.42		
 48.40   	  20.35		  4.78   	 167.85		
 48.48   	   5.09		  5.45   	 188.20		
 48.50   	   0.00		  6.21   	 178.03		
 48.50   	 -35.61		  6.92   	 203.46		
 48.36   	 -45.78		  7.73   	 233.98		
 48.18   	 -25.43		  8.67   	 264.50		
 48.08   	 -30.52		  9.73   	 295.01		
 47.96   	-127.16		 10.91   	 432.35		
 47.45   	 -20.35		 12.63   	 467.95		
 47.37   	 -20.35		 14.51   	 503.56		
 47.28   	 -50.86		 16.52   	 513.73		
 47.08   	 -55.95		 18.58   	 544.25		
 46.86   	 -25.43		 20.75   	 579.86		
 46.75   	  15.26		 23.07   	 605.29		
 46.82   	 -20.35		 25.49   	 579.86		
 46.73   	 -50.86		 27.81   	 508.65		
 46.53   	 -40.69		 29.85   	 427.26		
 46.37   	 -25.43		 31.56   	 371.31		
 46.27   	 -20.35		 33.04   	 315.36		
 46.18   	 -15.26		 34.30   	 259.41		
 46.12   	  10.17		 35.34   	 193.29		
 46.16   	 -10.17		 36.11   	 142.42		
 46.12   	 -25.43		 36.68   	 101.73		
 46.02   	  10.17		 37.09   	  76.30		
 46.06   	  10.17		 37.40   	  55.95		
 46.10   	  -5.09		 37.62   	  35.61		
 46.08   	   0.00		 37.76   	  20.35		
 46.08   	   0.00		 37.84   	  15.26		
 46.08   	 -30.52		 37.90   	  25.43		
 45.96(D)	  40.69		 38.01   	  40.69		
 46.12   	 218.72		 38.17   	  45.78		
 47.00   	 305.19		 38.35   	  50.86		
 48.22   	 803.66		 38.56   	  81.38		
 51.43   	 503.56		 38.88   	 101.73		
 53.45   	 534.08		 39.29   	 111.90		
 55.58   	 462.87		 39.74   	 116.99		
 57.44   	 340.79		 40.20   	 116.99		
 58.80   	 254.32		 40.67   	 116.99		
 59.82   	 198.37		 41.14   	 127.16		
 60.61   	 157.68		 41.65   	 137.33		
 61.24   	 106.82		 42.20   	 137.33		
 61.67   	 106.82		 42.75   	 132.25		
 62.10   	 162.77		 43.28   	 122.07		
 62.75   	 193.29		 43.76   	 122.07		
 63.52   	 193.29		 44.25   	 122.07		
 64.29   	 183.11		 44.74   	 111.90		
 65.03   	 178.03		 45.19   	 111.90		
 65.74   	 172.94		 45.64   	 106.82		
 66.43   	 162.77		 46.06   	  96.64		
 67.08   	 106.82		 46.45   	  86.47		
 67.51   	  96.64		 46.80   	  81.38		
 67.89   	 152.59		 47.12   	  81.38		
 68.50   	 208.54		 47.45   	  71.21		
 69.34   	 228.89		 47.73   	  71.21		
 70.25   	 228.89		 48.02   	  61.04		
 71.17   	 208.54		 48.26   	  55.95		
 72.00   	 188.20		 48.48   	  50.86		
 72.76   	 162.77		 48.69   	  50.86		
 73.41   	 127.16		 48.89   	  45.78		
 73.92   	  81.38		 49.07   	  35.61		
 74.24   	  15.26		 49.22   	  35.61		
 74.30   	  20.35		 49.36   	  25.43		
 74.38   	   5.09		 49.46   	  20.35		
