WITTCASE NUMBER: HA001844
SAMPLE NUMBER:   13
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  MPA     	  MPA'		  AO     	  AO'		
 31.72   	 -45.78		 76.26   	   0.00		
 31.54   	 -45.78		 76.26   	 -20.35		
 31.35   	 -55.95		 76.17   	 -35.61		
 31.13   	 -55.95		 76.03   	 -55.95		
 30.91   	 -55.95		 75.81   	 -61.04		
 30.68   	 -66.12		 75.56   	 -81.38		
 30.42   	 -66.12		 75.24   	 -81.38		
 30.15   	 -71.21		 74.91   	 -91.56		
 29.87   	 -81.38		 74.55   	 -96.64		
 29.54   	 -81.38		 74.16   	 -96.64		
 29.22   	 -91.56		 73.77   	-101.73		
 28.85   	-106.82		 73.37   	-101.73		
 28.42   	-122.07		 72.96   	-106.82		
 27.93   	-137.33		 72.53   	-106.82		
 27.39   	-152.59		 72.11   	-111.90		
 26.78   	-162.77		 71.66   	-116.99		
 26.12   	-162.77		 71.19   	-116.99		
 25.47   	-162.77		 70.72   	-127.16		
 24.82   	-162.77		 70.21   	-122.07		
 24.17   	-147.51		 69.73   	-132.25		
 23.58   	-132.25		 69.20   	-137.33		
 23.05   	-111.90		 68.65   	-142.42		
 22.60   	 -91.56		 68.08   	-152.59		
 22.24   	 -81.38		 67.47   	-162.77		
 21.91   	 -71.21		 66.82   	-178.03		
 21.63   	 -55.95		 66.10   	-198.37		
 21.40   	 -40.69		 65.31   	-208.54		
 21.24   	 -35.61		 64.48   	-218.72		
 21.10   	 -30.52		 63.60   	-228.89		
 20.98   	 -20.35		 62.69   	-228.89		
 20.90   	 -15.26		 61.77   	-228.89		
 20.83   	 -15.26		 60.85   	-218.72		
 20.77   	 -15.26		 59.98   	-203.46		
 20.71   	 -10.17		 59.17   	-188.20		
 20.67   	 -10.17		 58.41   	-167.85		
 20.63   	 -15.26		 57.74   	-152.59		
 20.57   	 -20.35		 57.13   	-132.25		
 20.49   	 -25.43		 56.60   	-122.07		
 20.39   	 -25.43		 56.11   	-106.82		
 20.28   	 -35.61		 55.69   	 -96.64		
 20.14   	 -35.61		 55.30   	 -81.38		
 20.00   	 -40.69		 54.97   	 -81.38		
 19.84   	 -45.78		 54.65   	 -76.30		
 19.65   	 -50.86		 54.34   	 -66.12		
 19.45   	 -61.04		 54.08   	 -66.12		
 19.21   	 -61.04		 53.81   	 -71.21		
 18.96   	 -66.12		 53.53   	 -66.12		
 18.70   	 -71.21		 53.27   	 -61.04		
 18.41   	 -71.21		 53.02   	 -66.12		
 18.13   	 -81.38		 52.76   	 -55.95		
 17.80   	 -81.38		 52.53   	 -61.04		
 17.48   	 -76.30		 52.29   	 -55.95		
 17.17   	 -76.30		 52.06   	 -50.86		
 16.87   	 -71.21		 51.86   	 -55.95		
 16.58   	 -66.12		 51.64   	 -55.95		
 16.32   	 -71.21		 51.41   	 -55.95		
 16.03   	 -66.12		 51.19   	 -55.95		
 15.77   	 -61.04		 50.97   	 -55.95		
 15.52   	 -61.04		 50.74   	 -61.04		
 15.28   	 -61.04		 50.50   	 -61.04		
 15.04   	 -61.04		 50.25   	 -61.04		
 14.79   	 -61.04		 50.01   	 -61.04		
 14.55   	 -55.95		 49.77   	 -55.95		
 14.32   	 -55.95		 49.54   	 -66.12		
 14.10   	 -55.95		 49.28   	 -61.04		
 13.88   	 -50.86		 49.03   	 -61.04		
 13.67   	 -40.69		 48.79   	 -55.95		
 13.51   	 -40.69		 48.57   	 -61.04		
 13.35   	 -45.78		 48.32   	 -61.04		
 13.16   	 -35.61		 48.08   	 -55.95		
 13.02   	 -40.69		 47.85   	 -61.04		
 12.86   	 -35.61		 47.61   	 -55.95		
 12.72   	 -30.52		 47.39   	 -61.04		
 12.59   	 -35.61		 47.14   	 -61.04		
 12.45   	 -35.61		 46.90   	 -55.95		
 12.31   	 -25.43		 46.67   	 -55.95		
 12.21   	 -25.43		 46.45   	 -55.95		
 12.11   	 -15.26		 46.23   	 -55.95		
 12.04   	   0.00		 46.00   	 -55.95		
 12.04   	  20.35		 45.78   	 -45.78		
 12.13   	  30.52		 45.59   	 -45.78		
 12.25   	  30.52		 45.41   	 -40.69		
 12.37   	  55.95		 45.25   	 -35.61		
 12.59   	  86.47		 45.11   	 -40.69		
 12.94   	 116.99		 44.94   	 -40.69		
 13.41   	 142.42		 44.78   	 -35.61		
 13.98   	 157.68		 44.64   	 -40.69		
 14.61   	 178.03		 44.48   	 -40.69		
 15.32   	 203.46		 44.31   	 -45.78		
 16.13   	 218.72		 44.13   	 -50.86		
 17.01   	 233.98		 43.93   	 -50.86		
 17.94   	 249.24		 43.72   	 -50.86		
 18.94   	 249.24		 43.52   	 -50.86		
 19.94   	 254.32		 43.32   	 -45.78		
 20.96   	 254.32		 43.13   	 -50.86		
 21.97   	 244.15		 42.93   	 -45.78		
 22.95   	 239.06		 42.75   	 -45.78		
 23.91   	 228.89		 42.56   	 -40.69		
 24.82   	 218.72		 42.40   	 -40.69		
 25.70   	 203.46		 42.24   	 -40.69		
 26.51   	 188.20		 42.08   	 -35.61		
 27.26   	 172.94		 41.93   	 -25.43		
 27.96   	 162.77		 41.83   	 -20.35		
 28.61   	 142.42		 41.75   	 -10.17		
 29.18   	 127.16		 41.71   	   5.09		
 29.68   	 106.82		 41.73   	  30.52		
 30.11   	  96.64		 41.85   	  55.95		
 30.50   	  86.47		 42.08   	  86.47		
 30.84   	  71.21		 42.42   	 127.16		
 31.13   	  61.04		 42.93   	 157.68		
 31.37   	  55.95		 43.56   	 198.37		
 31.60   	  45.78		 44.35   	 239.06		
 31.78   	  40.69		 45.31   	 274.67		
 31.94   	  35.61		 46.41   	 305.19		
 32.09   	  35.61		 47.63   	 340.79		
 32.23   	  25.43		 48.99   	 366.22		
 32.33   	  20.35		 50.46   	 381.48		
 32.41   	  20.35		 51.98   	 396.74		
 32.49   	  15.26		 53.57   	 396.74		
 32.55   	  15.26		 55.16   	 391.66		
 32.61   	  10.17		 56.72   	 386.57		
 32.66   	  15.26		 58.27   	 376.40		
 32.72   	  15.26		 59.78   	 366.22		
 32.78   	  10.17		 61.24   	 350.97		
 32.82   	  10.17		 62.64   	 330.62		
 32.86   	  10.17		 63.97   	 320.45		
 32.90   	  10.17		 65.25   	 295.01		
 32.94   	   5.09		 66.43   	 284.84		
 32.96   	   5.09		 67.57   	 259.41		
 32.98(S)	   0.00		 68.61   	 244.15		
 32.98   	  -5.09		 69.58   	 223.80		
 32.96   	  -5.09		 70.48   	 198.37		
 32.94   	  -5.09		 71.27   	 178.03		
 32.92   	 -15.26		 71.98   	 157.68		
 32.86   	 -10.17		 72.61   	 127.16		
 32.82   	 -20.35		 73.12   	 106.82		
 32.74   	 -25.43		 73.55   	  81.38		
 32.63   	 -30.52		 73.88   	  61.04		
 32.51   	 -35.61		 74.12   	  40.69		
 32.37   	 -40.69		 74.28   	  15.26		
 32.21   	 -45.78		 74.34(S)	   0.00		
 32.02   	 -50.86		 74.34   	 -15.26		
 31.82   	 -55.95		 74.28   	 -35.61		
 31.60   	 -61.04		 74.14   	 -45.78		
 31.35   	 -61.04		 73.96   	 -55.95		
 31.11   	 -66.12		 73.73   	 -76.30		
 30.84   	 -71.21		 73.43   	 -81.38		
 30.56   	 -76.30		 73.10   	 -86.47		
 30.25   	 -81.38		 72.76   	 -96.64		
 29.93   	 -86.47		 72.37   	-101.73		
 29.58   	 -96.64		 71.96   	-106.82		
 29.20   	-106.82		 71.54   	-111.90		
 28.77   	-127.16		 71.09   	-116.99		
 28.26   	-147.51		 70.62   	-122.07		
 27.67   	-157.68		 70.13   	-122.07		
 27.04   	-162.77		 69.64   	-122.07		
 26.39   	-157.68		 69.16   	-127.16		
 25.76   	-152.59		 68.65   	-127.16		
 25.15   	-147.51		 68.14   	-137.33		
 24.56   	-137.33		 67.59   	-142.42		
 24.01   	-122.07		 67.02   	-152.59		
 23.52   	-111.90		 66.41   	-157.68		
 23.07   	 -91.56		 65.78   	-167.85		
 22.71   	 -81.38		 65.11   	-183.11		
 22.38   	 -66.12		 64.37   	-188.20		
 22.12   	 -50.86		 63.62   	-203.46		
 21.91   	 -40.69		 62.81   	-203.46		
 21.75   	 -35.61		 61.99   	-213.63		
 21.61   	 -25.43		 61.14   	-203.46		
 21.51   	 -15.26		 60.33   	-198.37		
 21.44   	 -10.17		 59.53   	-188.20		
 21.40   	 -10.17		 58.78   	-178.03		
 21.36   	  -5.09		 58.07   	-157.68		
 21.34   	  -5.09		 57.44   	-152.59		
