WITTCASE NUMBER: HA003378
SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  AO     	  AO'		  RV     	  RV'		
 41.06   	 -30.52		 22.56   	 345.88		
 40.94   	 -25.43		 23.95   	 340.79		
 40.83   	 -25.43		 25.31   	 330.62		
 40.73   	 -25.43		 26.63   	 315.36		
 40.63   	 -20.35		 27.89   	 300.10		
 40.55   	 -20.35		 29.09   	 284.84		
 40.47   	 -10.17		 30.23   	 274.67		
 40.43   	 -10.17		 31.33   	 249.24		
 40.39   	  -5.09		 32.33   	 233.98		
 40.37   	   0.00		 33.27   	 208.54		
 40.37   	  20.35		 34.10   	 188.20		
 40.45   	  61.04		 34.85   	 178.03		
 40.69   	 101.73		 35.56   	 162.77		
 41.10   	 147.51		 36.22   	 147.51		
 41.69   	 193.29		 36.81   	 132.25		
 42.46   	 228.89		 37.33   	 127.16		
 43.38   	 244.15		 37.84   	 111.90		
 44.35   	 259.41		 38.29   	 106.82		
 45.39   	 264.50		 38.72   	 106.82		
 46.45   	 259.41		 39.15   	  96.64		
 47.49   	 289.93		 39.53   	 106.82		
 48.65   	 295.01		 39.96   	 101.73		
 49.83   	 295.01		 40.37   	 106.82		
 51.01   	 310.27		 40.79   	 101.73		
 52.25   	 320.45		 41.20   	  96.64		
 53.53   	 330.62		 41.59   	 101.73		
 54.85   	 330.62		 41.99   	  91.56		
 56.17   	 320.45		 42.36   	  91.56		
 57.46   	 315.36		 42.73   	  86.47		
 58.72   	 305.19		 43.07   	  86.47		
 59.94   	 279.75		 43.42   	  86.47		
 61.06   	 269.58		 43.76   	  86.47		
 62.14   	 254.32		 44.11   	  76.30		
 63.15   	 249.24		 44.41   	  76.30		
 64.15   	 239.06		 44.72   	  66.12		
 65.11   	 233.98		 44.98   	  66.12		
 66.04   	 223.80		 45.25   	  55.95		
 66.94   	 213.63		 45.47   	  55.95		
 67.79   	 203.46		 45.70   	  45.78		
 68.61   	 178.03		 45.88   	  45.78		
 69.32   	 152.59		 46.06   	  40.69		
 69.93   	 127.16		 46.23   	  30.52		
 70.44   	 106.82		 46.35   	  30.52		
 70.86   	  76.30		 46.47   	  30.52		
 71.17   	  50.86		 46.59   	  20.35		
 71.37   	  35.61		 46.67   	  15.26		
 71.52   	  20.35		 46.73   	  10.17		
 71.60   	   5.09		 46.77   	   5.09		
 71.62(S)	 -15.26		 46.80   	  -5.09		
 71.56   	 -20.35		 46.77   	  -5.09		
 71.47   	 -35.61		 46.75   	 -10.17		
 71.33   	 -50.86		 46.71   	 -10.17		
 71.13   	 -66.12		 46.67   	 -15.26		
 70.86   	 -66.12		 46.61   	 -25.43		
 70.60   	 -81.38		 46.51   	 -30.52		
 70.27   	-106.82		 46.39   	 -35.61		
 69.85   	-111.90		 46.25   	 -30.52		
 69.40   	-101.73		 46.12   	 -35.61		
 68.99   	 -96.64		 45.98   	 -40.69		
 68.61   	-106.82		 45.82   	 -40.69		
 68.18   	-101.73		 45.66   	 -45.78		
 67.77   	-101.73		 45.47   	 -45.78		
 67.36   	-101.73		 45.29   	 -55.95		
 66.96   	-106.82		 45.07   	 -55.95		
 66.53   	-106.82		 44.84   	 -76.30		
 66.10   	-106.82		 44.54   	 -86.47		
 65.68   	-106.82		 44.19   	-111.90		
 65.25   	-116.99		 43.74   	-137.33		
 64.78   	-122.07		 43.19   	-167.85		
 64.29   	-106.82		 42.52   	-193.29		
 63.87   	-111.90		 41.75   	-208.54		
 63.42   	-116.99		 40.92   	-233.98		
 62.95   	-111.90		 39.98   	-259.41		
 62.50   	-106.82		 38.94   	-305.19		
 62.08   	-106.82		 37.72   	-345.88		
 61.65   	-111.90		 36.34   	-376.40		
 61.20   	-116.99		 34.83   	-386.57		
 60.73   	-127.16		 33.29   	-401.83		
 60.22   	-127.16		 31.68   	-406.92		
 59.71   	-137.33		 30.05   	-412.00		
 59.17   	-142.42		 28.40   	-417.09		
 58.60   	-147.51		 26.73   	-401.83		
 58.01   	-152.59		 25.13   	-391.66		
 57.40   	-152.59		 23.56   	-376.40		
 56.79   	-132.25		 22.05   	-356.05		
 56.26   	-111.90		 20.63   	-345.88		
 55.81   	-106.82		 19.25   	-325.53		
 55.38   	 -81.38		 17.94   	-310.27		
 55.06   	 -66.12		 16.70   	-289.93		
 54.79   	 -61.04		 15.54   	-259.41		
 54.55   	 -66.12		 14.51   	-239.06		
 54.28   	 -76.30		 13.55   	-223.80		
 53.98   	 -81.38		 12.66   	-198.37		
 53.65   	 -81.38		 11.86   	-178.03		
 53.33   	 -81.38		 11.15   	-162.77		
 53.00   	 -91.56		 10.50   	-142.42		
 52.63   	 -86.47		  9.93   	-127.16		
 52.29   	 -71.21		  9.42   	-111.90		
 52.00   	 -61.04		  8.97   	 -96.64		
 51.76   	 -50.86		  8.59   	 -91.56		
 51.56   	 -50.86		  8.22   	 -71.21		
 51.35   	 -35.61		  7.93   	 -50.86		
 51.21   	 -30.52		  7.73   	 -45.78		
 51.09   	 -30.52		  7.55   	 -30.52		
 50.97   	 -45.78		  7.43   	 -20.35		
 50.78   	 -35.61		  7.34   	 -10.17		
 50.64   	 -35.61		  7.30   	 -10.17		
 50.50   	 -40.69		  7.26   	   0.00		
 50.34   	 -35.61		  7.26   	   5.09		
 50.19   	 -30.52		  7.28   	  10.17		
 50.07   	 -25.43		  7.32   	  10.17		
 49.97   	 -25.43		  7.37   	  15.26		
 49.87   	 -25.43		  7.43   	  10.17		
 49.77   	 -25.43		  7.47   	  10.17		
 49.66   	 -30.52		  7.51   	  10.17		
 49.54   	 -30.52		  7.55   	   5.09		
 49.42   	 -30.52		  7.57   	  10.17		
 49.30   	 -40.69		  7.61   	   5.09		
 49.14   	 -40.69		  7.63   	   5.09		
 48.97   	 -40.69		  7.65   	   5.09		
 48.81   	 -30.52		  7.67   	   5.09		
 48.69   	 -20.35		  7.69   	   5.09		
 48.61   	 -20.35		  7.71   	   5.09		
 48.52   	 -20.35		  7.73   	   5.09		
 48.44   	 -20.35		  7.75   	   5.09		
 48.36   	 -20.35		  7.77   	   5.09		
 48.28   	 -40.69		  7.79   	   5.09		
 48.12   	 -50.86		  7.81   	   5.09		
 47.91   	 -50.86		  7.83   	   0.00		
