WITTCASE NUMBER: HA003147
SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  RFA     	  RFA'		
  7.73   	   5.09		 39.08   	 -20.35		
  7.75   	   5.09		 39.00   	 -20.35		
  7.77   	  10.17		 38.92   	 -15.26		
  7.81   	  10.17		 38.86   	 -20.35		
  7.85   	  15.26		 38.78   	 -10.17		
  7.91   	  15.26		 38.74   	 -15.26		
  7.98   	  25.43		 38.68   	 -10.17		
  8.08   	  25.43		 38.64   	 -15.26		
  8.18   	  35.61		 38.58   	 -10.17		
  8.32   	  30.52		 38.53   	 -20.35		
  8.44   	  25.43		 38.45   	 -15.26		
  8.55   	  30.52		 38.39   	 -15.26		
  8.67   	  25.43		 38.33   	 -10.17		
  8.77   	  15.26		 38.29   	 -10.17		
  8.83   	   5.09		 38.25   	 -15.26		
  8.85   	   5.09		 38.19   	 -10.17		
  8.87   	  10.17		 38.15   	  -5.09		
  8.91   	  20.35		 38.13   	 -10.17		
  8.99   	  25.43		 38.09   	 -15.26		
  9.09   	  35.61		 38.03   	 -20.35		
  9.24   	  40.69		 37.94   	 -15.26		
  9.40   	  50.86		 37.88   	 -15.26		
  9.60   	  76.30		 37.82   	 -20.35		
  9.91   	 116.99		 37.74   	 -15.26		
 10.38   	 162.77		 37.68   	 -15.26		
 11.03   	 198.37		 37.62   	 -10.17		
 11.82   	 208.54		 37.58   	 -15.26		
 12.66   	 218.72		 37.52   	 -10.17		
 13.53   	 254.32		 37.48   	 -10.17		
 14.55   	 315.36		 37.44   	 -15.26		
 15.81   	 376.40		 37.38   	 -10.17		
 17.31   	 432.35		 37.33   	  -5.09		
 19.04   	 488.30		 37.31   	 -10.17		
 21.00   	 676.50		 37.27   	  -5.09		
 23.70   	 712.10		 37.25   	  -5.09		
 26.55   	 737.54		 37.23   	 -10.17		
 29.50   	 732.45		 37.19   	  -5.09		
 32.43   	 732.45		 37.17   	 -10.17		
 35.36   	 722.28		 37.13   	 -10.17		
 38.25   	 686.67		 37.09   	 -15.26		
 41.00   	 620.55		 37.03   	 -10.17		
 43.48   	 528.99		 36.99   	 -10.17		
 45.59   	 432.35		 36.95   	  -5.09		
 47.32   	 340.79		 36.93   	 -10.17		
 48.69   	 269.58		 36.89   	 -10.17		
 49.77   	 218.72		 36.85   	  -5.09		
 50.64   	 162.77		 36.83   	  -5.09		
 51.29   	 106.82		 36.81   	 -10.17		
 51.72   	  71.21		 36.76   	 -10.17		
 52.00   	  40.69		 36.72   	 -15.26		
 52.17   	  -5.09		 36.66   	 -15.26		
 52.15   	 -35.61		 36.60   	 -15.26		
 52.00   	 -40.69		 36.54   	 -15.26		
 51.84   	 -50.86		 36.48   	 -15.26		
 51.64   	 -35.61		 36.42   	 -15.26		
 51.50   	 -10.17		 36.36   	 -10.17		
 51.45   	  10.17		 36.32   	 -10.17		
 51.50   	  45.78		 36.28   	 -10.17		
 51.68   	  71.21		 36.24   	 -15.26		
 51.96   	  96.64		 36.17   	  -5.09		
 52.35   	 132.25		 36.15   	 -10.17		
 52.88   	 178.03		 36.11   	  -5.09		
 53.59   	 208.54		 36.09   	  -5.09		
 54.43   	 233.98		 36.07   	  -5.09		
 55.36   	 244.15		 36.05   	   0.00		
 56.34   	 259.41		 36.05   	   0.00		
 57.38   	 264.50		 36.05   	  10.17		
